invoice_no,account_name,branch_code,pharmacy_id,alias_id,supplier_code,match_score,match_method,match_status,entry_date,total_after_discount,record_state
325777,Seha First-A,739,,,,0.0,unmatched,UNMATCHED,16052026,4476.87,
325778,el Hope Maadi,743,,,,0.0,unmatched,UNMATCHED,04052026,2082.87,CLSD
325782,anegl dokki-A825,731,,,,0.0,unmatched,UNMATCHED,13-May-2026,4195.87,
325783,Ph/NILE CARE BANHA,763,,,,0.0,unmatched,UNMATCHED,01052026,2244.42,CLSD
325787,EL salamtek Branch 1,708,,,,0.0,unmatched,UNMATCHED,26052026,1266.79,
325788,el SALAMTEK Branch 1,702,,,,0.0,unmatched,UNMATCHED,04-May-2026,2184.94,CLSD
325790,mira 6th Zone989,712,,,,0.0,unmatched,UNMATCHED,01052026,3093.26,CLSD
325791,PH Seha First Faisal br.2,742,,,,0.0,unmatched,UNMATCHED,03052026,1537.43,
325792,Life Line Main Road,730,,,,0.0,unmatched,UNMATCHED,21052026,4508.24,CLSD
325794,ebn sina-A734,775,,,,0.0,unmatched,UNMATCHED,16052026,1290.33,
325795,Ebn Sina 04,733,,,,0.0,unmatched,UNMATCHED,21-May-2026,4337.67,
325796,EL Ebn Sina Branch 1,724,,,,0.0,unmatched,UNMATCHED,26052026,2814.11,
325798,el El Nasr Haram br.2,749,,,,0.0,unmatched,UNMATCHED,09052026,1412.33,CLSD
325799,EL Life Line br.2,700,,,,0.0,unmatched,UNMATCHED,01-May-2026,634.64,CLSD
325800,Life Line-A,771,,,,0.0,unmatched,UNMATCHED,11052026,2065.14,CLSD
325801,el life line,710,,,,0.0,unmatched,UNMATCHED,23052026,419.26,CLSD
325802,AL NOZHA FAISAL 6thZone,726,,,,0.0,unmatched,UNMATCHED,28052026,3319.17,
325803,EL METRO,700,,,,0.0,unmatched,UNMATCHED,15052026,3529.84,CLSD
325804,Ph/el zahraa nozha Mall,780,,,,0.0,unmatched,UNMATCHED,28052026,2678.67,CLSD
325805,el EL ZAHRAA NOZHA Main Road,709,,,,0.0,unmatched,UNMATCHED,02052026,686.2,
325808,PY/DR MEDHAT Mall,767,,,,0.0,unmatched,UNMATCHED,15052026,1067.88,
325810,PH El Nasrr Helwan Branch 1,705,,,,0.0,unmatched,UNMATCHED,28-May-2026,7112.34,
325811,Health Gate Faisal 011,781,,,,0.0,unmatched,UNMATCHED,23052026,1944.05,CLSD
325812,health gate faisal55,735,,,,0.0,unmatched,UNMATCHED,03052026,1911.59,
325816,Ph/City Care Faisal 011,750,,,,0.0,unmatched,UNMATCHED,15052026,3218.28,
325818,el family faisal br.2,713,,,,0.0,unmatched,UNMATCHED,03052026,7858.27,CLSD
325820,PY/dr medhat mrg Main Road,700,,,,0.0,unmatched,UNMATCHED,22052026,2060.42,CLSD
325821,dr medhat marg Branch 2,763,,,,0.0,unmatched,UNMATCHED,16052026,2214.9,
325824,Ph/LA NOZHA,743,,,,0.0,unmatched,UNMATCHED,23-May-2026,3014.06,
325825,PY/Al Nozha Maad 011,719,,,,0.0,unmatched,UNMATCHED,03052026,1894.8,
325827,EL AL NOZHA MAADI Mall,753,,,,0.0,unmatched,UNMATCHED,12052026,356.25,
325828,PY/Al Nozha Maadi 011,770,,,,0.0,unmatched,UNMATCHED,22052026,3928.02,
325829,Ph/al nozha maadi-A,775,,,,0.0,unmatched,UNMATCHED,05052026,1761.75,CLSD
325831,PY/ANGEL FAISAL 04,754,,,,0.0,unmatched,UNMATCHED,24052026,437.26,CLSD
325833,el Sunrise BBarnch 2553,764,,,,0.0,unmatched,UNMATCHED,13052026,2463.34,CLSD
325835,STAR CAER-A,710,,,,0.0,unmatched,UNMATCHED,04052026,7285.51,CLSD
325837,Ph/Mira Aagmi,723,,,,0.0,unmatched,UNMATCHED,04052026,5402.56,CLSD
325838,family faisal Station St.,777,,,,0.0,unmatched,UNMATCHED,01052026,3436.3,
325843,EL seha firt rehab view Branch 2,774,,,,0.0,unmatched,UNMATCHED,04052026,1010.68,CLSD
325844,PY/Seha First Dokki Station St.266,758,,,,0.0,unmatched,UNMATCHED,05052026,2280.52,CLSD
325845,Ph/Ebn Sina Faisal Branch 2,738,,,,0.0,unmatched,UNMATCHED,13052026,2344.43,CLSD
325846,EL SHIIFA Branch 1,713,,,,0.0,unmatched,UNMATCHED,05052026,4912.35,
325847,AL NOZZHA (2),704,,,,0.0,unmatched,UNMATCHED,10052026,1250.35,CLSD
325849,PH AL NOZHA-A,709,,,,0.0,unmatched,UNMATCHED,15052026,1406.47,CLSD
325851,PH Union Pharm Obour Main Road,765,,,,0.0,unmatched,UNMATCHED,01052026,263.87,
325855,ENB SINA Mall,708,,,,0.0,unmatched,UNMATCHED,07052026,719.69,
325856,Ph/ebn sina Main oad,726,,,,0.0,unmatched,UNMATCHED,06052026,2216.0,
325858,Ph/ebn sina Main Road,717,,,,0.0,unmatched,UNMATCHED,06052026,4815.93,
325860,el el tourrath faisal879,777,,,,0.0,unmatched,UNMATCHED,10052026,4144.21,
325861,PY/El Tourath Faisal Main Road,759,,,,0.0,unmatched,UNMATCHED,07052026,2167.91,CLSD
325864,PH DR MEDHAT FAISAL Branch 1,726,,,,0.0,unmatched,UNMATCHED,22052026,10485.24,CLSD
325867,Cityy Care Faisal br.2,760,,,,0.0,unmatched,UNMATCHED,05052026,1265.99,
325868,Blue aWve Smouha,722,,,,0.0,unmatched,UNMATCHED,08052026,4448.78,
325870,PH hop emnotaza Mall,775,,,,0.0,unmatched,UNMATCHED,21052026,3454.96,CLSD
325871,El Hokama Faisal Brannch 2,707,,,,0.0,unmatched,UNMATCHED,07052026,4885.52,
325872,EL Nile Care31,776,,,,0.0,unmatched,UNMATCHED,18052026,2756.71,
325873,el Nile are-A,703,,,,0.0,unmatched,UNMATCHED,19052026,6137.89,
325875,el ANGEL FAISAL,781,,,,0.0,unmatched,UNMATCHED,06052026,2994.83,CLSD
325877,El-angel faisal-A,753,,,,0.0,unmatched,UNMATCHED,07052026,3531.4,CLSD
325878,El-angel faisal-A,756,,,,0.0,unmatched,UNMATCHED,21052026,3762.69,
325879,el Dr Medhat Imbaba br.2,730,,,,0.0,unmatched,UNMATCHED,05-May-2026,3055.06,CLSD
325880,angel nozha 04,739,,,,0.0,unmatched,UNMATCHED,27052026,3037.8,CLSD
325883,EL Pharma Plus 6th Zone,741,,,,0.0,unmatched,UNMATCHED,20052026,7711.71,
325884,PYelite haram,738,,,,0.0,unmatched,UNMATCHED,25052026,2289.82,
325885,PH DR MEDHAT MONTAZA Mlal729,751,,,,0.0,unmatched,UNMATCHED,26052026,2352.12,CLSD
325886,EL Dr Medhat Montaza-A,725,,,,0.0,unmatched,UNMATCHED,13052026,1777.88,CLSD
325887,Dr Medhatt Montaza 6th Zone120,780,,,,0.0,unmatched,UNMATCHED,26052026,3364.59,CLSD
325889,EL El Nasr Faisal Main Road,752,,,,0.0,unmatched,UNMATCHED,11052026,1105.82,
325890,PH Greeen Leaf Square-A,727,,,,0.0,unmatched,UNMATCHED,09-May-2026,5229.82,CLSD
325891,PY/EL ZAHRAA FAISAL Banch 2,770,,,,0.0,unmatched,UNMATCHED,03052026,9190.97,CLSD
325892,P Sunrise (2)766,766,,,,0.0,unmatched,UNMATCHED,16052026,13123.92,CLSD
325893,El-Al Amal Faisal 04,732,,,,0.0,unmatched,UNMATCHED,15-May-2026,6701.8,CLSD
325898,El-mira banha Station St.,754,,,,0.0,unmatched,UNMATCHED,04052026,1323.53,CLSD
325899,PH Mira Banha  (2)137,725,,,,0.0,unmatched,UNMATCHED,05052026,3605.2,
325900,FAMILY FAISAL 0425,712,,,,0.0,unmatched,UNMATCHED,03052026,5483.7,
325901,Ph/Family Faisal Main Road,733,,,,0.0,unmatched,UNMATCHED,15052026,5002.07,CLSD
325902,PY/Family Faisal StationSt.,743,,,,0.0,unmatched,UNMATCHED,13052026,3905.99,CLSD
325903,Ph/FAMILY FAISAL667,724,,,,0.0,unmatched,UNMATCHED,07052026,1881.65,CLSD
325905,PY/Al Nozha Faisal Mall,743,,,,0.0,unmatched,UNMATCHED,11052026,2292.42,CLSD
325906,PY/AL NOOZHA FAISAL Branch 1,713,,,,0.0,unmatched,UNMATCHED,23052026,1327.6,CLSD
325907,PY/al nozha faisal br.2341,774,,,,0.0,unmatched,UNMATCHED,02052026,4657.47,CLSD
325909,el Angel Nozha (2),750,,,,0.0,unmatched,UNMATCHED,10052026,5256.81,CLSD
325911,PY/ELITE 6th Zone,701,,,,0.0,unmatched,UNMATCHED,19-May-2026,1402.43,
325912,el elitte 04622,772,,,,0.0,unmatched,UNMATCHED,18052026,2761.07,
325913,el Seha First (2),774,,,,0.0,unmatched,UNMATCHED,19052026,2618.88,CLSD
325914,PY/Seha First-A,719,,,,0.0,unmatched,UNMATCHED,10052026,5598.86,CLSD
325915,Seha First 04,715,,,,0.0,unmatched,UNMATCHED,13052026,6954.99,CLSD
325917,PY/SUNRISE Mall,727,,,,0.0,unmatched,UNMATCHED,10052026,3421.38,CLSD
325919,El-Omega Obour-A164,719,,,,0.0,unmatched,UNMATCHED,09052026,1722.13,CLSD
325920,el OMEGA OBOUR br.2,756,,,,0.0,unmatched,UNMATCHED,06052026,4140.8,
325922,el OMEGA OBOUR br.2,719,,,,0.0,unmatched,UNMATCHED,06052026,1238.03,CLSD
325923,el SEHA FIRST SMOUHA Branch 2,727,,,,0.0,unmatched,UNMATCHED,11052026,6110.2,CLSD
325927,El ToourathZ ayed 011,753,,,,0.0,unmatched,UNMATCHED,28052026,2514.8,CLSD
325929,Ph/ALPHA PHARMA 011,765,,,,0.0,unmatched,UNMATCHED,06-May-2026,3998.77,
325930,Allpha Pharma (2)576,740,,,,0.0,unmatched,UNMATCHED,05052026,6152.74,
325931,Ph/ANGEL HARAM,728,,,,0.0,unmatched,UNMATCHED,25052026,1495.35,CLSD
325932,Ph/ANGEL HARAM,710,,,,0.0,unmatched,UNMATCHED,12052026,4892.68,CLSD
325933,Ph/GGreen Leaf 04,711,,,,0.0,unmatched,UNMATCHED,02052026,3638.63,CLSD
325934,el Life Line Helwan Branch 1,773,,,,0.0,unmatched,UNMATCHED,22052026,2621.62,CLSD
325935,El Shifa Obour br.2,739,,,,0.0,unmatched,UNMATCHED,16052026,5307.85,CLSD
325936,El-green leaf mohandessin Station St.,768,,,,0.0,unmatched,UNMATCHED,11052026,1519.02,
325938,El-Golden Care802,748,,,,0.0,unmatched,UNMATCHED,20052026,7040.01,CLSD
325942,PH/ALPHA PHARMA WH-601,759,,,,0.0,unmatched,UNMATCHED,09052026,6457.53,
325943,el alpha hpama,759,,,,0.0,unmatched,UNMATCHED,12052026,1010.06,CLSD
325944,PY/Alpha Pharma428,752,,,,0.0,unmatched,UNMATCHED,05052026,4485.72,CLSD
325945,Ph/Alpha Pharma 6th Zone,765,,,,0.0,unmatched,UNMATCHED,24-May-2026,2417.46,CLSD
325946,alpha pharma (2),745,,,,0.0,unmatched,UNMATCHED,09-May-2026,4302.36,
325947,EL ANGEL WH-606,731,,,,0.0,unmatched,UNMATCHED,02052026,4185.39,
325948,Green Leaf Agami504,739,,,,0.0,unmatched,UNMATCHED,25052026,2307.48,
325949,el green leaf agami SStation St.,781,,,,0.0,unmatched,UNMATCHED,18052026,3210.63,
325950,Ell-Green Leaf Agami-A,702,,,,0.0,unmatched,UNMATCHED,04-May-2026,4253.1,
325951,Family Mohandessin Main Road,709,,,,0.0,unmatched,UNMATCHED,11052026,2503.54,
325953,El-Star Care Helwan 04,743,,,,0.0,unmatched,UNMATCHED,21052026,7109.2,CLSD
325954,El-MISR SMOUHA Branch 2,766,,,,0.0,unmatched,UNMATCHED,27052026,4391.77,
325956,El-Al Nozha Imbaba 011,719,,,,0.0,unmatched,UNMATCHED,24052026,1539.51,CLSD
325957,PY/al nozha imbaba Branch 2760,714,,,,0.0,unmatched,UNMATCHED,22052026,8506.94,
325958,PH misr mohandessin 6th Zone,711,,,,0.0,unmatched,UNMATCHED,14052026,4494.15,
325960,PY/Seha First Dokki4453,765,,,,0.0,unmatched,UNMATCHED,07052026,5278.17,
325962,EL BRAKA-A,701,,,,0.0,unmatched,UNMATCHED,12052026,5400.34,
325966,Omega Nozha Branch 1,733,,,,0.0,unmatched,UNMATCHED,23052026,3404.97,
325967,Omega Nozha Main Road,717,,,,0.0,unmatched,UNMATCHED,01052026,1945.48,CLSD
325968,BETTERLIFE BANHA 011330,751,,,,0.0,unmatched,UNMATCHED,08052026,2428.55,CLSD
325971,Nile Care Mohandessin,732,,,,0.0,unmatched,UNMATCHED,10052026,3279.75,CLSD
325972,El-CITY CARE BANHA (2)739,764,,,,0.0,unmatched,UNMATCHED,16052026,3288.52,CLSD
325973,PY/ity care banha,753,,,,0.0,unmatched,UNMATCHED,25052026,1516.83,CLSD
325974,EL CARE 24 SEVEN MOHANDESSIN,717,,,,0.0,unmatched,UNMATCHED,07-May-2026,7644.62,
325976,EL AngelMohandessin Main Road,702,,,,0.0,unmatched,UNMATCHED,27052026,2624.75,
325977,PY/Star Care Rehab View Branch 2,759,,,,0.0,unmatched,UNMATCHED,12052026,3655.26,
325979,PH star care rehab view Main Road,709,,,,0.0,unmatched,UNMATCHED,14052026,3922.6,CLSD
325984,PY/elite (2),702,,,,0.0,unmatched,UNMATCHED,02052026,3839.12,
325985,EL BETTER LIFE,757,,,,0.0,unmatched,UNMATCHED,26052026,1250.19,CLSD
325986,EL al nozha mohandessin Main Road47,739,,,,0.0,unmatched,UNMATCHED,06052026,4219.4,
325987,PH/EBN SINA WH-646,724,,,,0.0,unmatched,UNMATCHED,09-May-2026,812.03,
325988,ebn sina mohandessin th Zone,770,,,,0.0,unmatched,UNMATCHED,11-May-2026,1981.95,
325989,ebn sinaa mohandessin th Zone,764,,,,0.0,unmatched,UNMATCHED,25052026,3276.03,
325990,ebn sina mohandessin th Zone,727,,,,0.0,unmatched,UNMATCHED,26-May-2026,7088.94,CLSD
325992,el Pharma Plus Mall,729,,,,0.0,unmatched,UNMATCHED,23052026,4143.92,CLSD
325993,Al Amal Mohandessin,706,,,,0.0,unmatched,UNMATCHED,01052026,3542.47,CLSD
325995,PH ebnn sina Mall,712,,,,0.0,unmatched,UNMATCHED,03-May-2026,3376.32,
325996,EL ebn sina Brnach 1,754,,,,0.0,unmatched,UNMATCHED,23052026,1542.15,CLSD
325999,El-El Tourath Faisal 011,744,,,,0.0,unmatched,UNMATCHED,01052026,1782.94,CLSD
326005,EL nil care329,709,,,,0.0,unmatched,UNMATCHED,19052026,4421.84,CLSD
326008,Ph/Alpha Pharma 04,774,,,,0.0,unmatched,UNMATCHED,08052026,1596.8,CLSD
326009,Elite 6th Zone,733,,,,0.0,unmatched,UNMATCHED,24052026,1675.71,CLSD
326010,PY/Al Nozha Branch 2,722,,,,0.0,unmatched,UNMATCHED,17052026,4512.61,
326012,PH GREEN LEAF MOHNADESSIN,747,,,,0.0,unmatched,UNMATCHED,06052026,2141.9,
326013,El-Green Leaf Mohandessin (2)351,727,,,,0.0,unmatched,UNMATCHED,01052026,1464.92,
326015,El-angell (2),742,,,,0.0,unmatched,UNMATCHED,28052026,4869.54,
326016,EL angell Branch 2,776,,,,0.0,unmatched,UNMATCHED,03052026,3456.73,CLSD
326017,PH Green Leaf Mohandessin Mall,776,,,,0.0,unmatched,UNMATCHED,28052026,6880.57,CLSD
326018,health gate mohandessin Mall105,770,,,,0.0,unmatched,UNMATCHED,23052026,3233.69,
326019,Health Gate Mohandessin br.2958,743,,,,0.0,unmatched,UNMATCHED,12052026,6737.1,
326020,Health Gate Mohandessinbr.2958,730,,,,0.0,unmatched,UNMATCHED,05052026,2709.11,
326021,ELE LITEE OBOUR,747,,,,0.0,unmatched,UNMATCHED,05052026,3862.34,
326022,PY/ELITE OBOUR,742,,,,0.0,unmatched,UNMATCHED,17052026,957.24,
326025,PY/Life Line Mall,761,,,,0.0,unmatched,UNMATCHED,03-May-2026,3944.51,
326026,el life line,775,,,,0.0,unmatched,UNMATCHED,09052026,3743.45,
326027,better llife,744,,,,0.0,unmatched,UNMATCHED,25052026,4088.16,
326029,PH El Hokama,710,,,,0.0,unmatched,UNMATCHED,14052026,4005.66,
326030,PH El Hokama 011,732,,,,0.0,unmatched,UNMATCHED,27052026,2273.45,CLSD
326033,misr 6th Zone,738,,,,0.0,unmatched,UNMATCHED,13052026,3192.13,
326035,EL ElNasr,717,,,,0.0,unmatched,UNMATCHED,16052026,3257.31,
326037,El Faraby Mohandessin 011511,722,,,,0.0,unmatched,UNMATCHED,15-May-2026,4580.05,CLSD
326038,E lFaraby Mohandessin 011511,769,,,,0.0,unmatched,UNMATCHED,06052026,1333.32,
326041,PY/Better Life Mohandessin 011,754,,,,0.0,unmatched,UNMATCHED,21052026,3858.67,CLSD
326042,El-Dr Medhat307,702,,,,0.0,unmatched,UNMATCHED,02052026,1672.42,CLSD
326046,PY/Metro Faisal0 4,766,,,,0.0,unmatched,UNMATCHED,24052026,7151.87,CLSD
326048,EL Sunrise Obour (2),715,,,,0.0,unmatched,UNMATCHED,18052026,2229.33,
326049,EL Sunrise Obour (2),740,,,,0.0,unmatched,UNMATCHED,21052026,4025.89,
326050,el UNION PHAR 6th Zone,772,,,,0.0,unmatched,UNMATCHED,26052026,2672.5,CLSD
326052,EL el nasr,746,,,,0.0,unmatched,UNMATCHED,14-May-2026,3362.38,CLSD
326055,HOPE HARAM,771,,,,0.0,unmatched,UNMATCHED,10052026,1633.36,
326056,HOPEH ARAM (2),718,,,,0.0,unmatched,UNMATCHED,19052026,4706.96,
326059,Golden Care Mohandessin,712,,,,0.0,unmatched,UNMATCHED,17052026,3409.7,CLSD
326062,El-El Baraka 6th  Zone,701,,,,0.0,unmatched,UNMATCHED,16052026,1151.1,CLSD
326063,El Baraa Branch 1,768,,,,0.0,unmatched,UNMATCHED,07052026,2525.93,
326065,El-El Baraka 6th Zone,747,,,,0.0,unmatched,UNMATCHED,21052026,1907.94,CLSD
326066,El Baraa Branch 1,729,,,,0.0,unmatched,UNMATCHED,11052026,2599.7,
326067,Omgea Smouha br.2,731,,,,0.0,unmatched,UNMATCHED,06052026,5206.56,
326069,Omega Smouha br.2,725,,,,0.0,unmatched,UNMATCHED,17052026,1802.77,CLSD
326071,el El Tourath Mohandessin6th Zone,710,,,,0.0,unmatched,UNMATCHED,27052026,3571.55,
326072,pharma plus 011,765,,,,0.0,unmatched,UNMATCHED,03052026,745.23,CLSD
326073,Pharma Plus 6th Zone,759,,,,0.0,unmatched,UNMATCHED,03-May-2026,2472.9,CLSD
326075,PY/Care 24 Sevenn 6th Zone,749,,,,0.0,unmatched,UNMATCHED,05052026,2889.68,
326076,Ph/care 24 seven 04,775,,,,0.0,unmatched,UNMATCHED,25-May-2026,5948.41,CLSD
326077,EL care 24 seven,772,,,,0.0,unmatched,UNMATCHED,28052026,4064.76,
326079,Ph/HOPE121,709,,,,0.0,unmatched,UNMATCHED,27052026,4922.16,
326080,EL El Fraby Mall,739,,,,0.0,unmatched,UNMATCHED,19052026,1503.21,CLSD
326081,misr Main Road,771,,,,0.0,unmatched,UNMATCHED,22-May-2026,8565.85,
326082,Misr Mohandessin341,717,,,,0.0,unmatched,UNMATCHED,13052026,2612.45,
326083,Misr Mohandessin341,717,,,,0.0,unmatched,UNMATCHED,02052026,4997.01,
326084,Ph/Mis Mohandessin Branch 2,733,,,,0.0,unmatched,UNMATCHED,04052026,787.38,
326085,Misr Mohandessin 04,718,,,,0.0,unmatched,UNMATCHED,02052026,5871.54,
326086,El-lpha Pharma Banha 011577,735,,,,0.0,unmatched,UNMATCHED,21052026,1268.14,CLSD
326089,EL HOPE br.2881,706,,,,0.0,unmatched,UNMATCHED,22052026,4302.92,
326094,EL El Tourath880,721,,,,0.0,unmatched,UNMATCHED,15052026,1495.94,
326095,ell SALAMTEK (2)898,754,,,,0.0,unmatched,UNMATCHED,22052026,3876.85,
326096,PY/salamtek,764,,,,0.0,unmatched,UNMATCHED,21-May-2026,396.46,
326097,Ph/SALAMTEK br.2,707,,,,0.0,unmatched,UNMATCHED,27052026,641.3,
326098,PH a amal mohandessin Branch 1123,778,,,,0.0,unmatched,UNMATCHED,25052026,3954.03,CLSD
326099,El-Star Care Main Road,724,,,,0.0,unmatched,UNMATCHED,25052026,2330.84,
326101,Star Care Branch 1,776,,,,0.0,unmatched,UNMATCHED,03-May-2026,2485.43,
326102,El-NILE CARE OCT CITY 6th Znoe,707,,,,0.0,unmatched,UNMATCHED,04052026,1199.54,CLSD
326103,el nile carre oct city Branch 1825,750,,,,0.0,unmatched,UNMATCHED,10052026,4984.85,CLSD
326104,EL NILE CARE OCT CITY Main Road,717,,,,0.0,unmatched,UNMATCHED,28052026,1804.5,
326105,el Nile aCre Oct City 6th Zone,716,,,,0.0,unmatched,UNMATCHED,27052026,3656.28,CLSD
326106,Ph/METRO Station SSt.,755,,,,0.0,unmatched,UNMATCHED,18-May-2026,4045.32,CLSD
326110,hope imbaba,768,,,,0.0,unmatched,UNMATCHED,08052026,5378.46,CLSD
326111,el faraby Main Road,774,,,,0.0,unmatched,UNMATCHED,20052026,1936.28,CLSD
326112,EL El Nasr Shubra 6th Zone,778,,,,0.0,unmatched,UNMATCHED,02-May-2026,4177.39,CLSD
326113,Ph/Life Line,778,,,,0.0,unmatched,UNMATCHED,24052026,2721.67,
326114,PYY/Life Line Branch 2,772,,,,0.0,unmatched,UNMATCHED,26052026,3882.97,
326116,life linee-A,735,,,,0.0,unmatched,UNMATCHED,13052026,2455.5,
326118,Ph/BLUE AWVE Branch 1,743,,,,0.0,unmatched,UNMATCHED,15052026,4104.76,CLSD
326119,PH Better Life Mohandessin Main Road,701,,,,0.0,unmatched,UNMATCHED,15052026,5265.21,CLSD
326120,Better Lif Mohandessin Mall,731,,,,0.0,unmatched,UNMATCHED,27052026,4098.43,
326121,el silver ccre agami 011,760,,,,0.0,unmatched,UNMATCHED,08052026,2560.09,
326122,el seha first,732,,,,0.0,unmatched,UNMATCHED,17052026,6219.15,CLSD
326123,EL EL TOURATH MOHANDESSIN (2),739,,,,0.0,unmatched,UNMATCHED,26052026,6784.39,CLSD
326125,EL BLUE WH-784,755,,,,0.0,unmatched,UNMATCHED,12-May-2026,3043.75,
326127,El-Sunrise (2),704,,,,0.0,unmatched,UNMATCHED,11052026,4899.39,CLSD
326128,EL SUNRISE 04,708,,,,0.0,unmatched,UNMATCHED,06-May-2026,931.8,
326130,Ph/NILE CARE MOHANDESIN158,762,,,,0.0,unmatched,UNMATCHED,12052026,2190.05,CLSD
326132,sunrise maadi-A,762,,,,0.0,unmatched,UNMATCHED,27052026,3441.86,CLSD
326133,EL SUNRISE MAADI 6th Zone,737,,,,0.0,unmatched,UNMATCHED,27052026,1984.08,CLSD
326135,El-Care 24 Seven Mohandessin 04,735,,,,0.0,unmatched,UNMATCHED,22052026,2583.46,CLSD
326142,Ph/Al Amal Mohandessin Branch 2,781,,,,0.0,unmatched,UNMATCHED,04052026,1988.85,
326143,Ph/Al Aml Mohandessin Branch 2,741,,,,0.0,unmatched,UNMATCHED,02052026,5754.45,CLSD
326144,al amal mohandessin,753,,,,0.0,unmatched,UNMATCHED,12052026,4218.16,
326147,Ph/better life mohandessin Mall92,754,,,,0.0,unmatched,UNMATCHED,21052026,9769.88,
326149,El-Pharma Plus 011,761,,,,0.0,unmatched,UNMATCHED,15052026,1167.27,
326150,PH Phrma Plus 6th Zone,707,,,,0.0,unmatched,UNMATCHED,04052026,2563.22,
326151,El-Pharma Plus 011,752,,,,0.0,unmatched,UNMATCHED,25052026,2415.76,CLSD
326152,EL Pharma Plus 6ht Zone,716,,,,0.0,unmatched,UNMATCHED,18052026,335.24,
326153,El rBaka Shubra,730,,,,0.0,unmatched,UNMATCHED,08052026,7744.75,
326155,el Health Gate Mohandessin Branch 1835,703,,,,0.0,unmatched,UNMATCHED,06052026,6164.27,
326156,El-ELITE SHUBRA Branch 1,776,,,,0.0,unmatched,UNMATCHED,03052026,3256.97,
326157,Ph/elite shurba 011,738,,,,0.0,unmatched,UNMATCHED,01-May-2026,4258.41,
326158,Ph/GOLDEN CARE MOHANDESSIN (2),782,,,,0.0,unmatched,UNMATCHED,16052026,2992.71,
326160,nile care Station tS.904,766,,,,0.0,unmatched,UNMATCHED,13052026,2216.57,
326161,care 24 seven maadi Main Road,707,,,,0.0,unmatched,UNMATCHED,09052026,8171.22,
326162,CARE 24 WH-821,746,,,,0.0,unmatched,UNMATCHED,05052026,3094.26,
326164,El-seha first Main Road,706,,,,0.0,unmatched,UNMATCHED,14-May-2026,4656.9,CLSD
326165,PH SEHA FIRST-A,727,,,,0.0,unmatched,UNMATCHED,22052026,6187.14,CLSD
326167,PH health gate br.2,706,,,,0.0,unmatched,UNMATCHED,25052026,7069.66,CLSD
326168,Health Gat 011,760,,,,0.0,unmatched,UNMATCHED,08052026,2332.02,
326169,Health Gate 011,728,,,,0.0,unmatched,UNMATCHED,05052026,3147.05,
326172,El-misr marg (2),766,,,,0.0,unmatched,UNMATCHED,09-May-2026,5370.77,
326173,EL missr marg 6th Zone,745,,,,0.0,unmatched,UNMATCHED,02052026,5223.24,
326178,EL Angel (2),709,,,,0.0,unmatched,UNMATCHED,06-May-2026,3254.36,CLSD
326179,EL Health Gate Marg,747,,,,0.0,unmatched,UNMATCHED,24052026,6001.67,
326180,PH urise 011,706,,,,0.0,unmatched,UNMATCHED,02052026,1748.85,CLSD
326181,SUNISE br.2,729,,,,0.0,unmatched,UNMATCHED,09052026,2583.07,CLSD
326184,union phrm mohandessin 011,745,,,,0.0,unmatched,UNMATCHED,04-May-2026,591.61,
326185,PH better life mohandessin 011,707,,,,0.0,unmatched,UNMATCHED,15052026,4780.68,
326188,BETTER LIFE MOHANDESSIN 011,767,,,,0.0,unmatched,UNMATCHED,05052026,5639.49,CLSD
326189,EL Better Life-A,738,,,,0.0,unmatched,UNMATCHED,03052026,5813.17,
326192,PH Sunrise-A,759,,,,0.0,unmatched,UNMATCHED,09052026,936.92,CLSD
326193,PY/hope,775,,,,0.0,unmatched,UNMATCHED,06052026,3319.08,
326194,Ph/Hope 6th Zone,711,,,,0.0,unmatched,UNMATCHED,24052026,7882.31,
326200,el Ebn Sina Dokki Station St.,712,,,,0.0,unmatched,UNMATCHED,01052026,1976.07,CLSD
326201,Sunris br.2,776,,,,0.0,unmatched,UNMATCHED,15052026,1691.29,CLSD
326202,Ph/Sunrse 04,724,,,,0.0,unmatched,UNMATCHED,18052026,1765.86,
326204,Seha First Station St.,718,,,,0.0,unmatched,UNMATCHED,18052026,3535.81,CLSD
326205,El-seha first br.2,727,,,,0.0,unmatched,UNMATCHED,24052026,1762.49,CLSD
326208,PH Nile Care oMhandessin (2),738,,,,0.0,unmatched,UNMATCHED,17052026,3237.86,
326209,Ph/NILE CARE MOHNDESSIN (2),739,,,,0.0,unmatched,UNMATCHED,21052026,727.37,CLSD
326212,Al NohzaO ct City771,762,,,,0.0,unmatched,UNMATCHED,01052026,1983.67,
326218,El-care 24 seven 6th Zone,718,,,,0.0,unmatched,UNMATCHED,25052026,2589.85,
326219,el Care 24 Seven,712,,,,0.0,unmatched,UNMATCHED,18052026,1908.97,
326220,PY/SALAMTEK b.2,772,,,,0.0,unmatched,UNMATCHED,12052026,2370.03,
326221,PH Salamtek 011,710,,,,0.0,unmatched,UNMATCHED,25052026,3449.21,
326222,PY/Health Gate620,724,,,,0.0,unmatched,UNMATCHED,01-May-2026,2589.1,CLSD
326223,PY/Health  Gate620,757,,,,0.0,unmatched,UNMATCHED,12052026,2942.71,CLSD
326226,El-METRO MONATZA 6thh Zone,777,,,,0.0,unmatched,UNMATCHED,12052026,2160.64,
326227,Metro Monttaza Mall,740,,,,0.0,unmatched,UNMATCHED,02052026,2278.36,CLSD
