doc_no,account_ref,doc_date,doc_time,doc_type,line_count
303258,P:1013,07/03/2025,23:20,INV,6
303260,P:1018,07/03/2025,19:41,INV,8
303262,P:1021,15/03/2025,19:56,INV,8
303263,P:1025,01/03/2025,21:41,INV,4
303264,P:1026,20/03/2025,20:12,INV,9
303266,P:1039,27/03/2025,23:05,INV,7
303271,P:1048,21/03/2025,23:13,INV,7
303272,P:1049,16/03/2025,17:29,INV,8
303273,P:1049,15/03/2025,19:09,INV,5
303275,P:1051,24/03/2025,23:34,INV,5
303278,P:1064,27/03/2025,19:39,INV,3
303279,P:1064,26/03/2025,22:26,INV,3
303280,P:1067,13/03/2025,22:44,INV,6
303282,P:1071,16/03/2025,19:42,INV,4
303285,P:1074,16/03/2025,22:08,INV,7
303286,P:1076,01/03/2025,22:18,INV,15
303287,P:1076,18/03/2025,15:58,INV,9
303288,P:1076,17/03/2025,21:01,INV,9
303289,P:1076,15/03/2025,22:46,INV,7
303292,P:1079,14/03/2025,22:36,INV,10
303293,P:1080,03/03/2025,21:19,INV,8
303294,P:1083,02/03/2025,22:23,INV,7
303295,P:1083,13/03/2025,16:25,INV,6
303296,P:1083,03/03/2025,23:09,INV,7
303297,P:1086,27/03/2025,19:52,INV,12
303298,P:1087,05/03/2025,23:47,INV,10
303302,P:1091,15/03/2025,23:14,INV,15
303303,P:1093,04/03/2025,21:24,INV,7
303304,P:1100,13/03/2025,23:45,INV,7
303306,P:1106,15/03/2025,21:31,INV,7
303308,P:1106,09/03/2025,21:09,INV,6
303310,P:1116,15/03/2025,23:40,INV,3
303312,P:1116,21/03/2025,14:41,INV,13
9303312,P:1116,21/03/2025,20:41,CR,2
303313,P:1116,28/03/2025,21:03,INV,5
303314,P:1116,15/03/2025,23:47,INV,9
303319,P:1118,26/03/2025,22:16,INV,5
303320,P:1126,19/03/2025,23:34,INV,8
303321,P:1128,17/03/2025,19:15,INV,8
303322,P:1131,18/03/2025,20:27,INV,8
303323,P:1132,11/03/2025,15:53,INV,7
303324,P:1133,15/03/2025,19:49,INV,8
303325,P:1133,10/03/2025,19:40,INV,4
303329,P:1143,26/03/2025,23:59,INV,12
303332,P:1146,23/03/2025,16:58,INV,4
303335,P:1156,11/03/2025,22:50,INV,8
303337,P:1159,10/03/2025,21:59,INV,5
9303337,P:1159,10/03/2025,00:59,CR,2
303339,P:1169,06/03/2025,23:43,INV,11
303342,P:1173,14/03/2025,20:53,INV,5
303343,P:1173,21/03/2025,22:12,INV,8
303344,P:1180,05/03/2025,23:03,INV,10
303345,P:1183,17/03/2025,20:19,INV,11
303346,P:1183,17/03/2025,19:49,INV,10
303347,P:1187,07/03/2025,19:27,INV,7
303348,P:1187,19/03/2025,19:40,INV,6
303349,P:1191,16/03/2025,14:29,INV,8
303350,P:1191,14/03/2025,21:53,INV,9
303354,P:1193,23/03/2025,18:06,INV,7
303356,P:1193,23/03/2025,21:32,INV,4
303357,P:1196,11/03/2025,15:28,INV,15
9303357,P:1196,11/03/2025,20:28,CR,2
303364,P:1209,27/03/2025,21:31,INV,6
303365,P:1216,15/03/2025,17:31,INV,6
303367,P:1227,16/03/2025,23:33,INV,7
303368,P:1230,09/03/2025,11:42,INV,2
303369,P:1232,08/03/2025,14:01,INV,4
303370,P:1232,14/03/2025,21:40,INV,11
303371,P:1232,13/03/2025,18:42,INV,4
303373,P:1233,04/03/2025,18:35,INV,5
303374,P:1236,20/03/2025,12:17,INV,5
303375,P:1237,15/03/2025,22:14,INV,6
303377,P:1237,13/03/2025,23:43,INV,7
303378,P:1241,24/03/2025,21:38,INV,5
303382,P:1249,09/03/2025,20:56,INV,15
303385,P:1250,10/03/2025,17:09,INV,5
303386,P:1251,05/03/2025,19:33,INV,4
303387,P:1251,05/03/2025,23:40,INV,7
303388,P:1253,27/03/2025,14:51,INV,11
303391,P:1259,08/03/2025,23:43,INV,4
303392,P:1259,23/03/2025,13:31,INV,6
303393,P:1261,09/03/2025,16:02,INV,5
303395,P:1262,11/03/2025,19:24,INV,9
9303395,P:1262,11/03/2025,22:24,CR,2
303398,P:1266,20/03/2025,22:56,INV,7
303400,P:1267,07/03/2025,17:38,INV,7
303403,P:1270,14/03/2025,22:19,INV,5
303405,P:1287,15/03/2025,20:46,INV,13
303406,P:1289,13/03/2025,17:53,INV,9
303407,P:1289,17/03/2025,14:33,INV,4
303412,P:1296,13/03/2025,20:08,INV,6
303413,P:1296,08/03/2025,22:25,INV,6
303416,P:1297,13/03/2025,13:18,INV,7
303417,P:1300,28/03/2025,18:20,INV,12
303418,P:1304,28/03/2025,23:14,INV,10
303419,P:1312,12/03/2025,18:58,INV,15
303420,P:1313,16/03/2025,23:04,INV,10
303421,P:1314,19/03/2025,22:25,INV,14
303423,P:1323,07/03/2025,22:46,INV,4
303424,P:1328,10/03/2025,21:51,INV,4
303425,P:1329,17/03/2025,23:47,INV,5
303427,P:1330,15/03/2025,16:57,INV,8
303429,P:1336,28/03/2025,16:22,INV,8
303430,P:1336,08/03/2025,22:09,INV,4
303431,P:1339,22/03/2025,18:10,INV,4
303432,P:1344,11/03/2025,19:15,INV,6
303433,P:1344,27/03/2025,23:50,INV,7
303435,P:1344,13/03/2025,22:44,INV,3
303436,P:1344,05/03/2025,23:10,INV,10
303439,P:1347,01/03/2025,19:06,INV,7
303440,P:1347,26/03/2025,22:02,INV,5
303445,P:1357,20/03/2025,20:38,INV,7
303449,P:1363,27/03/2025,17:27,INV,5
303451,P:1370,04/03/2025,19:08,INV,6
303453,P:1375,21/03/2025,23:10,INV,8
303455,P:1378,25/03/2025,22:44,INV,6
303456,P:1381,16/03/2025,21:35,INV,9
303457,P:1382,26/03/2025,18:45,INV,5
303458,P:1382,20/03/2025,23:43,INV,7
303461,P:1389,08/03/2025,23:44,INV,6
303462,P:1389,26/03/2025,21:04,INV,4
303464,P:1393,06/03/2025,17:53,INV,5
303465,P:1393,01/03/2025,20:37,INV,4
303466,P:1393,04/03/2025,22:17,INV,6
303467,P:1394,21/03/2025,21:34,INV,7
303470,P:1399,05/03/2025,19:34,INV,8
303471,P:1400,23/03/2025,23:35,INV,5
303474,P:1403,07/03/2025,21:25,INV,11
303475,P:1403,16/03/2025,22:22,INV,11
303476,P:1403,17/03/2025,17:02,INV,5
303479,P:1405,23/03/2025,19:54,INV,4
303481,P:1406,02/03/2025,23:07,INV,7
303484,P:1407,10/03/2025,22:30,INV,6
303486,P:1410,21/03/2025,19:04,INV,2
303487,P:1411,06/03/2025,16:40,INV,6
303488,P:1413,21/03/2025,17:56,INV,2
303489,P:1413,19/03/2025,20:15,INV,5
303493,P:1418,07/03/2025,18:12,INV,11
303494,P:1418,19/03/2025,20:55,INV,6
9303494,P:1418,19/03/2025,01:55,CR,2
303495,P:1418,13/03/2025,18:05,INV,8
303496,P:1420,26/03/2025,18:18,INV,4
303498,P:1420,05/03/2025,23:52,INV,3
303499,P:1426,19/03/2025,20:30,INV,5
303502,P:1429,13/03/2025,18:46,INV,5
303504,P:1434,09/03/2025,23:45,INV,4
303505,P:1437,02/03/2025,22:52,INV,6
303508,P:1440,28/03/2025,22:22,INV,10
303509,P:1440,05/03/2025,23:28,INV,9
303510,P:1442,12/03/2025,20:48,INV,6
303513,P:1452,09/03/2025,18:24,INV,5
303515,P:1452,05/03/2025,21:57,INV,7
303518,P:1460,05/03/2025,23:56,INV,4
303521,P:1460,11/03/2025,23:06,INV,8
303522,P:1464,24/03/2025,19:12,INV,3
303525,P:1468,23/03/2025,14:07,INV,5
303527,P:1468,22/03/2025,23:11,INV,4
303529,P:1469,14/03/2025,18:20,INV,5
303530,P:1476,09/03/2025,21:44,INV,6
303535,P:1478,14/03/2025,21:24,INV,5
303537,P:1481,28/03/2025,18:22,INV,7
303538,P:1482,23/03/2025,20:19,INV,5
303539,P:1484,20/03/2025,20:52,INV,7
303543,P:1488,16/03/2025,18:28,INV,6
303545,P:1497,08/03/2025,21:42,INV,9
303547,P:1499,16/03/2025,23:55,INV,7
303551,P:1532,22/03/2025,18:27,INV,6
303554,P:1534,27/03/2025,19:41,INV,7
303556,P:1535,26/03/2025,19:33,INV,7
303557,P:1537,22/03/2025,23:54,INV,3
303562,P:1542,03/03/2025,23:05,INV,4
303564,P:1542,13/03/2025,17:37,INV,3
303566,P:1544,21/03/2025,23:29,INV,8
303568,P:1546,01/03/2025,20:12,INV,5
303569,P:1548,26/03/2025,19:13,INV,8
303570,P:1550,23/03/2025,18:51,INV,11
303572,P:1551,21/03/2025,22:27,INV,4
303573,P:1551,15/03/2025,17:41,INV,8
303574,P:1551,18/03/2025,19:08,INV,5
303575,P:1554,20/03/2025,23:34,INV,6
303577,P:1554,25/03/2025,17:31,INV,5
303582,P:1564,04/03/2025,23:11,INV,6
303583,P:1565,13/03/2025,13:05,INV,13
303586,P:1570,02/03/2025,18:52,INV,8
303587,P:1571,16/03/2025,22:12,INV,2
303588,P:1572,07/03/2025,16:59,INV,2
303589,P:1575,27/03/2025,21:41,INV,9
303591,P:1583,04/03/2025,21:27,INV,10
303595,P:1584,13/03/2025,20:30,INV,13
303596,P:1587,02/03/2025,23:05,INV,3
303597,P:1588,14/03/2025,23:59,INV,8
303600,P:1594,13/03/2025,18:32,INV,9
303602,P:1597,28/03/2025,18:29,INV,15
303604,P:1598,13/03/2025,18:44,INV,5
303605,P:1598,09/03/2025,17:16,INV,3
303606,P:1600,07/03/2025,20:21,INV,6
303607,P:1600,03/03/2025,23:02,INV,7
303613,P:1612,24/03/2025,22:27,INV,6
303614,P:1612,09/03/2025,23:40,INV,4
303616,P:1617,19/03/2025,21:57,INV,4
303617,P:1618,02/03/2025,23:27,INV,5
303618,P:1618,11/03/2025,22:13,INV,9
303619,P:1622,05/03/2025,19:53,INV,9
303620,P:1623,20/03/2025,18:09,INV,6
303621,P:1627,10/03/2025,23:16,INV,8
303622,P:1627,04/03/2025,19:43,INV,5
303623,P:1629,10/03/2025,22:22,INV,9
303625,P:1633,01/03/2025,23:50,INV,9
303627,P:1633,10/03/2025,18:49,INV,4
303628,P:1635,11/03/2025,19:56,INV,14
303631,P:1639,17/03/2025,21:10,INV,9
303632,P:1642,04/03/2025,22:16,INV,15
9303632,P:1642,04/03/2025,01:16,CR,2
303633,P:1647,09/03/2025,18:21,INV,6
303634,P:1648,06/03/2025,19:20,INV,8
303635,P:1648,10/03/2025,15:04,INV,6
303639,P:1653,01/03/2025,21:35,INV,5
303641,P:1656,14/03/2025,22:19,INV,6
303643,P:1656,17/03/2025,19:18,INV,5
303646,P:1669,16/03/2025,23:18,INV,3
303647,P:1669,09/03/2025,18:05,INV,8
303648,P:1669,24/03/2025,18:28,INV,4
303651,P:1671,25/03/2025,19:07,INV,11
303652,P:1673,26/03/2025,19:14,INV,6
303653,P:1674,08/03/2025,22:23,INV,3
303654,P:1675,19/03/2025,22:39,INV,5
303658,P:1696,20/03/2025,23:02,INV,4
303661,P:1697,08/03/2025,23:00,INV,6
303662,P:1701,08/03/2025,17:39,INV,6
303664,P:1701,21/03/2025,16:23,INV,6
303666,P:1703,27/03/2025,23:45,INV,6
303667,P:1705,24/03/2025,20:53,INV,3
303668,P:1705,18/03/2025,22:08,INV,5
303669,P:1705,19/03/2025,18:42,INV,6
303670,P:1706,02/03/2025,22:17,INV,6
303671,P:1706,16/03/2025,23:31,INV,9
303672,P:1706,11/03/2025,16:58,INV,6
303677,P:1710,18/03/2025,21:20,INV,9
303678,P:1714,23/03/2025,16:41,INV,5
303679,P:1717,05/03/2025,23:12,INV,4
303682,P:1718,15/03/2025,21:46,INV,4
303683,P:1718,22/03/2025,23:26,INV,8
303684,P:1720,03/03/2025,20:31,INV,2
303686,P:1721,01/03/2025,18:15,INV,5
303687,P:1722,14/03/2025,19:51,INV,4
303689,P:1722,26/03/2025,23:03,INV,7
303695,P:1738,01/03/2025,21:42,INV,10
303696,P:1748,07/03/2025,16:49,INV,9
303698,P:1750,25/03/2025,21:32,INV,7
303700,P:1750,21/03/2025,23:01,INV,11
303703,P:1760,24/03/2025,21:07,INV,9
303707,P:1777,26/03/2025,23:45,INV,3
303708,P:1777,11/03/2025,18:59,INV,8
303709,P:1780,05/03/2025,22:16,INV,11
303710,P:1780,18/03/2025,17:50,INV,3
303711,P:1780,04/03/2025,16:50,INV,6
303714,P:1790,28/03/2025,18:07,INV,10
303715,P:1790,09/03/2025,23:11,INV,5
303716,P:1795,01/03/2025,23:18,INV,5
303718,P:1795,23/03/2025,20:48,INV,3
303721,P:1801,03/03/2025,14:53,INV,6
303724,P:1803,12/03/2025,20:52,INV,6
303726,P:1805,05/03/2025,19:42,INV,4
303728,P:1807,05/03/2025,16:05,INV,6
303730,P:1810,11/03/2025,22:12,INV,15
303731,P:1812,21/03/2025,20:32,INV,2
303732,P:1818,09/03/2025,23:43,INV,11
303735,P:1822,26/03/2025,23:48,INV,12
303736,P:1823,09/03/2025,23:10,INV,5
303740,P:1831,22/03/2025,20:21,INV,7
303742,P:1839,04/03/2025,15:35,INV,5
303747,P:1842,25/03/2025,20:28,INV,4
303748,P:1843,04/03/2025,14:17,INV,4
303749,P:1845,12/03/2025,18:08,INV,6
303752,P:1848,19/03/2025,23:40,INV,10
303753,P:1853,11/03/2025,11:58,INV,10
303756,P:1872,22/03/2025,21:15,INV,7
303757,P:1874,01/03/2025,23:26,INV,4
9303757,P:1874,01/03/2025,05:26,CR,2
303760,P:1891,23/03/2025,23:40,INV,9
303761,P:1892,26/03/2025,19:54,INV,5
303764,P:1904,10/03/2025,21:33,INV,10
303766,P:1906,24/03/2025,19:57,INV,4
303767,P:1906,02/03/2025,21:26,INV,15
303768,P:1906,10/03/2025,17:55,INV,10
303769,P:1907,25/03/2025,22:31,INV,8
303770,P:1907,26/03/2025,23:44,INV,6
303771,P:1912,13/03/2025,20:27,INV,4
303774,P:1912,14/03/2025,20:40,INV,3
303776,P:1916,08/03/2025,23:48,INV,11
303777,P:1919,28/03/2025,20:00,INV,7
303778,P:1925,06/03/2025,20:53,INV,7
303779,P:1926,25/03/2025,19:28,INV,4
303780,P:1927,28/03/2025,16:59,INV,12
303782,P:1935,25/03/2025,22:34,INV,6
303783,P:1935,03/03/2025,22:49,INV,14
303784,P:1935,14/03/2025,13:54,INV,8
303785,P:1938,10/03/2025,17:19,INV,4
303790,P:1942,28/03/2025,22:01,INV,5
303791,P:1942,01/03/2025,20:58,INV,6
303794,P:1942,09/03/2025,23:35,INV,4
303796,P:1952,09/03/2025,21:32,INV,8
303809,P:1976,23/03/2025,23:09,INV,10
303813,P:1985,07/03/2025,20:59,INV,15
303814,P:1985,04/03/2025,23:26,INV,8
303815,P:1986,12/03/2025,20:00,INV,6
303817,P:1986,18/03/2025,22:09,INV,4
303818,P:1987,16/03/2025,20:59,INV,9
303820,P:1990,23/03/2025,18:42,INV,4
303826,P:1997,02/03/2025,21:14,INV,6
303827,P:2001,10/03/2025,23:38,INV,10
303828,P:2004,14/03/2025,21:57,INV,2
303829,P:2014,06/03/2025,16:09,INV,15
303834,P:2025,02/03/2025,20:48,INV,5
303835,P:2027,24/03/2025,23:11,INV,7
303836,P:2027,07/03/2025,14:12,INV,12
303837,P:2034,18/03/2025,19:09,INV,5
303838,P:2034,15/03/2025,23:22,INV,7
303839,P:2038,18/03/2025,18:59,INV,8
303843,P:2042,08/03/2025,15:33,INV,7
303846,P:2047,11/03/2025,19:10,INV,4
303849,P:2065,15/03/2025,17:46,INV,8
303850,P:2072,01/03/2025,18:56,INV,4
303851,P:2074,16/03/2025,18:19,INV,4
303852,P:2078,19/03/2025,20:15,INV,15
303853,P:2078,23/03/2025,23:29,INV,2
303857,P:2087,24/03/2025,16:33,INV,4
303860,P:2091,20/03/2025,22:51,INV,3
303862,P:2098,10/03/2025,19:51,INV,9
303863,P:2098,24/03/2025,20:35,INV,12
303864,P:2103,18/03/2025,20:48,INV,6
303865,P:2103,14/03/2025,18:28,INV,7
303866,P:2103,08/03/2025,22:23,INV,4
303867,P:2104,11/03/2025,22:24,INV,6
303871,P:2109,17/03/2025,20:47,INV,6
303875,P:2113,24/03/2025,21:44,INV,5
303877,P:2123,17/03/2025,18:58,INV,5
303878,P:2126,14/03/2025,16:15,INV,9
303880,P:2132,06/03/2025,19:49,INV,3
303881,P:2132,21/03/2025,23:59,INV,5
303882,P:2134,25/03/2025,16:24,INV,4
303887,P:2157,18/03/2025,19:46,INV,5
303888,P:2161,13/03/2025,23:45,INV,11
303889,P:2162,06/03/2025,19:43,INV,10
303890,P:2162,11/03/2025,21:59,INV,8
303893,P:2164,01/03/2025,20:26,INV,4
303894,P:2164,04/03/2025,23:23,INV,2
303895,P:2176,20/03/2025,23:18,INV,12
303896,P:2177,03/03/2025,23:40,INV,9
303899,P:2194,18/03/2025,23:51,INV,11
303901,P:2195,22/03/2025,17:13,INV,7
303903,P:2196,24/03/2025,22:31,INV,15
303904,P:2196,15/03/2025,16:04,INV,2
303905,P:2196,25/03/2025,23:46,INV,8
303907,P:2196,17/03/2025,19:30,INV,10
303912,P:2207,19/03/2025,22:05,INV,4
303913,P:2219,13/03/2025,22:32,INV,6
303916,P:2230,23/03/2025,19:15,INV,9
303917,P:2234,12/03/2025,18:45,INV,8
303918,P:2234,14/03/2025,18:46,INV,9
303925,P:2250,03/03/2025,23:37,INV,9
303929,P:2255,12/03/2025,18:00,INV,9
303931,P:2264,22/03/2025,22:13,INV,7
303933,P:2266,16/03/2025,23:34,INV,8
303937,P:2281,21/03/2025,21:43,INV,4
303939,P:2293,17/03/2025,21:29,INV,8
303941,P:2295,16/03/2025,20:45,INV,2
303946,P:2301,27/03/2025,18:10,INV,11
303947,P:2302,18/03/2025,16:14,INV,6
303948,P:2303,27/03/2025,20:29,INV,5
303950,P:2303,07/03/2025,21:13,INV,5
303952,P:2324,21/03/2025,21:52,INV,8
303954,P:2326,20/03/2025,21:40,INV,12
303955,P:2326,23/03/2025,19:56,INV,10
303958,P:2330,04/03/2025,18:37,INV,4
303960,P:2330,01/03/2025,20:00,INV,4
9303960,P:2330,01/03/2025,23:00,CR,2
303961,P:2335,05/03/2025,16:28,INV,7
303968,P:2356,17/03/2025,19:02,INV,2
303970,P:2359,10/03/2025,22:05,INV,3
303971,P:2361,18/03/2025,21:43,INV,12
303972,P:2361,21/03/2025,23:26,INV,8
303973,P:2365,15/03/2025,16:14,INV,14
303974,P:2372,24/03/2025,23:04,INV,4
303979,P:2378,15/03/2025,19:51,INV,5
303980,P:2380,02/03/2025,21:55,INV,9
303983,P:2383,14/03/2025,19:26,INV,8
303984,P:2383,21/03/2025,16:55,INV,9
303985,P:2385,24/03/2025,19:27,INV,5
303986,P:2386,01/03/2025,20:47,INV,5
303988,P:2388,20/03/2025,20:19,INV,8
303990,P:2391,16/03/2025,15:00,INV,7
303993,P:2392,02/03/2025,20:24,INV,5
303995,P:2396,24/03/2025,23:29,INV,3
303999,P:2399,26/03/2025,19:37,INV,11
304000,P:2399,10/03/2025,22:05,INV,9
304001,P:2399,02/03/2025,23:12,INV,13
304002,P:2399,22/03/2025,23:32,INV,5
304003,P:2400,11/03/2025,22:45,INV,9
304005,P:2404,18/03/2025,20:01,INV,8
304006,P:2405,16/03/2025,23:40,INV,8
304009,P:2411,14/03/2025,19:49,INV,4
304012,P:2416,09/03/2025,19:26,INV,3
304013,P:2418,02/03/2025,22:13,INV,5
304014,P:2418,05/03/2025,19:14,INV,8
304016,P:2425,19/03/2025,21:03,INV,8
304018,P:2428,17/03/2025,22:30,INV,2
304020,P:2432,16/03/2025,16:00,INV,10
304023,P:2443,18/03/2025,23:48,INV,8
304024,P:2448,07/03/2025,19:14,INV,7
304025,P:2449,20/03/2025,21:08,INV,6
304026,P:2451,27/03/2025,20:19,INV,3
304027,P:2462,20/03/2025,22:39,INV,13
304029,P:2462,26/03/2025,20:43,INV,2
304031,P:2465,26/03/2025,20:09,INV,9
304032,P:2465,16/03/2025,21:52,INV,4
304036,P:2471,28/03/2025,23:41,INV,5
304043,P:2481,17/03/2025,12:57,INV,4
304044,P:2484,27/03/2025,19:49,INV,3
304045,P:2484,22/03/2025,19:24,INV,4
304046,P:2484,08/03/2025,22:58,INV,9
304048,P:2485,24/03/2025,18:59,INV,3
304050,P:2486,27/03/2025,20:36,INV,6
304052,P:2488,09/03/2025,20:37,INV,4
304053,P:2490,15/03/2025,21:31,INV,8
304054,P:2490,06/03/2025,14:23,INV,10
304056,P:2512,28/03/2025,20:06,INV,5
304062,P:2527,03/03/2025,17:44,INV,8
304063,P:2531,27/03/2025,17:09,INV,11
304064,P:2537,25/03/2025,19:16,INV,9
304065,P:2537,04/03/2025,23:50,INV,8
304070,P:2544,16/03/2025,23:26,INV,4
304071,P:2555,21/03/2025,18:37,INV,9
304073,P:2560,12/03/2025,22:13,INV,7
304076,P:2563,18/03/2025,14:58,INV,6
304077,P:2563,21/03/2025,18:45,INV,7
304080,P:2576,28/03/2025,15:38,INV,9
304081,P:2576,09/03/2025,20:21,INV,9
304082,P:2577,12/03/2025,19:11,INV,5
304084,P:2589,24/03/2025,20:57,INV,3
304085,P:2591,12/03/2025,21:47,INV,4
304086,P:2591,02/03/2025,19:40,INV,6
304091,P:2604,03/03/2025,16:38,INV,3
304095,P:2611,02/03/2025,18:01,INV,4
304096,P:2611,20/03/2025,20:57,INV,11
304097,P:2615,14/03/2025,19:26,INV,7
304098,P:2619,20/03/2025,21:28,INV,2
304099,P:2621,04/03/2025,18:55,INV,8
304104,P:2636,23/03/2025,16:09,INV,11
304107,P:2639,14/03/2025,23:14,INV,7
304112,P:2645,05/03/2025,17:54,INV,5
304113,P:2645,10/03/2025,19:49,INV,12
304118,P:2650,07/03/2025,18:04,INV,10
304119,P:2651,16/03/2025,15:48,INV,5
9304119,P:2651,16/03/2025,18:48,CR,2
304120,P:2652,21/03/2025,18:52,INV,5
304121,P:2655,07/03/2025,23:16,INV,5
304122,P:2657,11/03/2025,21:29,INV,9
304123,P:2662,11/03/2025,23:53,INV,10
304125,P:2668,26/03/2025,21:51,INV,8
304126,P:2669,06/03/2025,16:08,INV,7
304127,P:2669,24/03/2025,20:18,INV,3
304129,P:2670,26/03/2025,18:53,INV,8
304131,P:2673,08/03/2025,21:30,INV,3
304132,P:2673,27/03/2025,23:23,INV,6
304134,P:2674,25/03/2025,17:00,INV,15
304135,P:2675,03/03/2025,21:58,INV,5
304136,P:2675,02/03/2025,19:36,INV,4
304137,P:2675,06/03/2025,19:19,INV,5
304138,P:2681,25/03/2025,20:35,INV,6
304143,P:2691,26/03/2025,23:01,INV,6
304144,P:2693,10/03/2025,19:52,INV,4
304147,P:2697,17/03/2025,17:50,INV,7
304149,P:2703,02/03/2025,15:58,INV,6
304152,P:2705,15/03/2025,21:36,INV,7
304153,P:2705,26/03/2025,19:34,INV,5
304154,P:2710,21/03/2025,19:05,INV,2
304155,P:2712,02/03/2025,23:50,INV,12
304156,P:2712,19/03/2025,16:59,INV,5
304157,P:2713,22/03/2025,19:40,INV,4
304159,P:2718,10/03/2025,20:14,INV,8
304160,P:2718,12/03/2025,23:01,INV,15
304162,P:2720,23/03/2025,22:48,INV,9
304163,P:2720,12/03/2025,21:56,INV,7
304164,P:2723,15/03/2025,23:37,INV,3
304166,P:2726,24/03/2025,22:34,INV,7
304168,P:2726,01/03/2025,20:35,INV,6
304169,P:2729,17/03/2025,23:02,INV,7
304170,P:2730,26/03/2025,18:42,INV,6
304171,P:2730,22/03/2025,20:17,INV,5
304173,P:2735,23/03/2025,23:17,INV,7
304175,P:2743,17/03/2025,17:33,INV,7
304176,P:2744,09/03/2025,20:05,INV,13
304180,P:2750,17/03/2025,23:21,INV,9
304182,P:2752,07/03/2025,20:57,INV,14
304183,P:2752,25/03/2025,21:37,INV,9
304185,P:2752,23/03/2025,21:59,INV,9
304191,P:2765,24/03/2025,22:25,INV,5
304192,P:2765,23/03/2025,20:35,INV,3
304198,P:2780,05/03/2025,19:05,INV,13
304200,P:2780,28/03/2025,23:47,INV,8
304201,P:2786,28/03/2025,16:05,INV,4
304203,P:2790,01/03/2025,22:06,INV,3
304208,P:2798,08/03/2025,21:13,INV,6
304213,P:1011,11/04/2025,12:54,INV,5
304216,P:1015,03/04/2025,09:42,INV,5
304217,P:1016,18/04/2025,08:34,INV,3
304218,P:1017,15/04/2025,10:28,INV,9
304221,P:1019,27/04/2025,08:43,INV,7
304223,P:1021,28/04/2025,14:39,INV,6
304226,P:1024,06/04/2025,09:36,INV,4
304227,P:1025,17/04/2025,12:48,INV,7
304230,P:1028,13/04/2025,14:16,INV,13
304231,P:1028,10/04/2025,19:45,INV,9
9304231,P:1028,10/04/2025,23:45,CR,2
304233,P:1040,10/04/2025,08:22,INV,6
304234,P:1049,14/04/2025,10:35,INV,8
304235,P:1051,10/04/2025,18:12,INV,7
304236,P:1052,18/04/2025,14:59,INV,7
304238,P:1056,05/04/2025,14:21,INV,9
304245,P:1064,02/04/2025,09:18,INV,11
304247,P:1065,15/04/2025,08:24,INV,4
304249,P:1066,17/04/2025,13:24,INV,9
304251,P:1069,07/04/2025,09:55,INV,5
304254,P:1074,16/04/2025,14:08,INV,6
304255,P:1076,06/04/2025,15:55,INV,10
304256,P:1077,28/04/2025,12:47,INV,9
304258,P:1080,07/04/2025,09:02,INV,11
304260,P:1083,22/04/2025,09:32,INV,3
304267,P:1100,06/04/2025,12:10,INV,10
304268,P:1102,17/04/2025,11:43,INV,11
304269,P:1106,09/04/2025,14:08,INV,12
304271,P:1111,10/04/2025,13:42,INV,15
304272,P:1112,09/04/2025,12:32,INV,6
304273,P:1115,02/04/2025,11:51,INV,8
304274,P:1115,18/04/2025,13:06,INV,10
304278,P:1118,13/04/2025,16:56,INV,13
304280,P:1120,08/04/2025,11:46,INV,3
304282,P:1126,13/04/2025,16:32,INV,14
304283,P:1128,23/04/2025,10:39,INV,3
304285,P:1137,17/04/2025,13:20,INV,8
304289,P:1143,02/04/2025,17:56,INV,8
304291,P:1145,09/04/2025,08:31,INV,7
304293,P:1152,06/04/2025,17:19,INV,6
304294,P:1153,16/04/2025,12:58,INV,12
304295,P:1154,02/04/2025,12:49,INV,7
304297,P:1155,21/04/2025,13:34,INV,3
304299,P:1155,09/04/2025,19:34,INV,6
304300,P:1156,07/04/2025,09:58,INV,12
304304,P:1162,02/04/2025,12:06,INV,9
304309,P:1167,07/04/2025,09:37,INV,6
304312,P:1181,03/04/2025,12:38,INV,6
304314,P:1189,14/04/2025,12:18,INV,8
304316,P:1192,03/04/2025,08:17,INV,4
304317,P:1193,27/04/2025,12:34,INV,4
304318,P:1199,09/04/2025,09:24,INV,11
304322,P:1211,12/04/2025,10:28,INV,2
304323,P:1212,28/04/2025,13:48,INV,4
304327,P:1216,11/04/2025,12:47,INV,3
304328,P:1216,03/04/2025,11:44,INV,5
304331,P:1232,04/04/2025,09:03,INV,10
304333,P:1237,05/04/2025,14:29,INV,4
304336,P:1241,12/04/2025,15:19,INV,4
304338,P:1243,08/04/2025,09:14,INV,5
304339,P:1244,05/04/2025,15:33,INV,7
304340,P:1244,17/04/2025,09:04,INV,12
304341,P:1245,27/04/2025,13:00,INV,14
304344,P:1245,26/04/2025,08:43,INV,3
304347,P:1248,01/04/2025,12:04,INV,4
304351,P:1252,21/04/2025,08:59,INV,9
304352,P:1252,10/04/2025,08:06,INV,5
304353,P:1253,21/04/2025,11:50,INV,6
304355,P:1254,20/04/2025,21:46,INV,4
304357,P:1261,28/04/2025,11:43,INV,2
304358,P:1261,05/04/2025,11:53,INV,4
304360,P:1262,22/04/2025,17:21,INV,6
304361,P:1265,02/04/2025,16:30,INV,4
304362,P:1266,06/04/2025,08:02,INV,3
304363,P:1267,19/04/2025,13:22,INV,7
304366,P:1270,18/04/2025,15:55,INV,10
304367,P:1270,09/04/2025,11:19,INV,8
