id,name,class,governorate,area,opens_at_hh,closes_at_hh,sales_rep_id,registered_on,status_code,phone_last4,lat,lon
1729,Golden Care Pharmacy - Montaza,,Cairo,Nasr City,9,23,2,2025-03-23,0,3447,30.045823,31.348848
1730,El Zahraa Pharmacy - Square,,Cairo,Nasr City,9,1,2,2025-02-02,1,2032,30.053663,31.372361
1731,Al Amal Pharmacy,,Cairo,Nasr City,8,23,2,2025-07-02,0,7452,30.064851,31.345285
1732,Misr Pharmacy,,Cairo,Nasr City,9,2,2,2024-12-03,0,8000,30.050348,31.337002
1733,Better Life Pharmacy,,Cairo,Nasr City,9,1,2,2024-09-01,0,1828,30.057154,31.329295
1734,Union Pharm,,Cairo,Nasr City,9,23,2,2024-10-01,0,8469,30.042515,31.361066
1735,Union Pharm,,Cairo,Nasr City,8,23,2,2025-08-12,0,6879,30.061525,31.368755
1736,Pharma Plus,,Cairo,Nasr City,8,1,2,2024-09-25,0,2603,30.052321,31.347043
1737,El Faraby Pharmacy - Nasr,,Cairo,Nasr City,8,2,2,2025-07-04,0,1318,30.04625,31.335132
1738,El Shifa Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2024-12-05,0,8050,30.058943,31.336568
1739,Better Life Pharmacy,,Cairo,Nasr City,9,23,2,2025-03-12,0,9692,30.04816,31.376835
1740,El Shifa Pharmacy - Oct City,,Cairo,Nasr City,9,2,2,2025-02-15,0,9664,30.054356,31.361821
1741,Better Life Pharmacy,,Cairo,Nasr City,9,1,2,2024-11-13,0,4172,30.05881,31.351959
1742,Hope Pharmacy,,Cairo,Nasr City,9,23,2,2025-05-30,0,6113,30.047022,31.37112
1743,Metro Pharmacy - Dokki,,Cairo,Nasr City,9,23,2,2025-04-10,0,2624,30.056487,31.343764
1744,Star Care Pharmacy - Smouha,,Cairo,Nasr City,10,2,2,2024-11-16,0,7618,30.045488,31.364472
1745,El Zahraa Pharmacy,,Cairo,Nasr City,10,2,2,2025-06-21,0,5347,30.062638,31.357701
1746,El Hokama Pharmacy - Nasr,,Cairo,Nasr City,8,23,2,2025-09-15,0,2666,30.04884,31.329713
1747,Hope Pharmacy - Nozha,,Cairo,Nasr City,10,1,2,2025-06-21,0,9717,30.044406,31.357621
1748,Sunrise Pharmacy,,Cairo,Nasr City,8,1,2,2024-09-30,0,4331,30.057545,31.365834
1749,Dr Medhat Pharmacy - Montaza,,Cairo,Nasr City,10,23,2,2025-09-03,0,8426,30.045958,31.351518
1750,Care 24 Seven,,Cairo,Nasr City,9,23,2,2024-10-24,1,5877,30.055111,31.372198
1751,Angel Pharmacy,,Cairo,Nasr City,9,23,2,2025-07-31,0,6387,30.062793,31.343894
1752,Al Nozha Pharmacy - Nozha,,Cairo,Nasr City,9,23,2,2024-12-17,2,5946,30.049595,31.341172
1753,Life Line Pharmacy - Dokki,,Cairo,Nasr City,9,1,2,2025-07-18,1,8690,30.055778,31.330317
1754,El Zahraa Pharmacy - Nozha,,Cairo,Nasr City,9,23,2,2025-08-03,0,1353,30.044943,31.362959
1755,Care 24 Seven,,Cairo,Nasr City,10,23,2,2025-01-06,0,9558,30.061399,31.369816
1756,Angel Pharmacy,,Cairo,Nasr City,8,23,2,2025-04-19,0,1448,30.050576,31.34432
1757,Better Life Pharmacy,,Cairo,Nasr City,9,23,2,2025-03-12,0,5375,30.042721,31.332383
1758,El Zahraa Pharmacy,,Cairo,Nasr City,9,23,2,2024-10-28,2,7225,30.05874,31.336822
1759,Family Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-03-29,0,5155,30.04796,31.371806
1760,El Baraka Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-02-13,0,9536,30.053377,31.361451
1761,Ebn Sina Pharmacy,,Cairo,Nasr City,9,23,2,2025-04-09,0,9286,30.058786,31.350082
1762,Alpha Pharma,,Cairo,Nasr City,9,23,2,2025-01-17,0,4606,30.046072,31.370511
1763,Omega Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-01-04,0,5753,30.055431,31.343435
1764,Golden Care Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-05-13,0,7027,30.046212,31.363743
1765,Golden Care Pharmacy,,Cairo,Nasr City,8,23,2,2025-07-23,0,6267,30.060439,31.359251
1766,El Zahraa Pharmacy,,Cairo,Nasr City,9,23,2,2025-06-04,0,2449,30.047886,31.332856
1767,Al Amal Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-09-14,0,9012,30.043441,31.35605
1768,Al Amal Pharmacy - Haram,,Cairo,Nasr City,9,23,2,2025-01-12,0,4889,30.06047,31.365332
1769,Omega Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-03-22,0,4950,30.046463,31.348359
1770,Hope Pharmacy - Nasr,,Cairo,Nasr City,9,2,2,2025-03-09,0,9285,30.054934,31.371765
1771,El Tourath Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-06-11,0,6200,30.062207,31.344389
1772,Sunrise Pharmacy,,Cairo,Nasr City,9,23,2,2025-04-03,0,3781,30.048266,31.340131
1773,Ebn Sina Pharmacy,,Cairo,Nasr City,9,23,2,2025-07-29,0,2896,30.055609,31.331197
1774,El Hokama Pharmacy - Nasr,,Cairo,Nasr City,9,1,2,2024-11-15,0,1447,30.042257,31.360038
1775,Metro Pharmacy - Nasr,,Cairo,Nasr City,10,23,2,2025-06-19,0,4595,30.059368,31.369089
1776,Ebn Sina Pharmacy,,Cairo,Nasr City,10,23,2,2024-12-22,0,1943,30.051371,31.344784
1777,Blue Wave Pharmacy - Dokki,,Cairo,Nasr City,9,23,2,2025-01-02,0,8144,30.045153,31.335492
1778,Union Pharm - Imbaba,,Cairo,Nasr City,8,23,2,2025-06-29,1,8293,30.059659,31.337523
1779,Blue Wave Pharmacy - Nasr,,Cairo,Nasr City,8,1,2,2025-08-05,0,3285,30.049199,31.375582
1780,Star Care Pharmacy - Faisal,,Cairo,Nasr City,8,23,2,2024-09-30,0,4878,30.052683,31.36109
1781,Star Care Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2024-10-10,1,3353,30.056571,31.350734
1782,Golden Care Pharmacy,,Cairo,Nasr City,9,2,2,2024-12-19,0,9373,30.046882,31.369709
1783,Blue Wave Pharmacy,,Cairo,Nasr City,9,1,2,2025-06-01,0,9645,30.055238,31.343087
1784,Mira Pharmacy - Square,,Cairo,Nasr City,9,1,2,2025-09-03,0,8861,30.044595,31.365652
1785,Dr Medhat Pharmacy - Zayed,,Cairo,Nasr City,9,23,2,2025-07-07,0,2047,30.058392,31.357859
1786,El Nasr Pharmacy - Shubra,,Cairo,Nasr City,9,2,2,2025-04-06,0,3457,30.048082,31.331691
1787,Misr Pharmacy - Nasr,,Cairo,Nasr City,8,23,2,2025-02-22,0,1582,30.044585,31.354962
1788,Green Leaf Pharmacy,,Cairo,Nasr City,8,23,2,2025-03-05,0,7293,30.058318,31.365474
1789,Blue Wave Pharmacy - Nasr,,Cairo,Nasr City,8,2,2,2024-09-03,0,7608,30.049176,31.348438
1790,Family Pharmacy - Haram,,Cairo,Nasr City,8,1,2,2025-02-28,1,7369,30.053634,31.372183
1791,Angel Pharmacy - Nasr,,Cairo,Nasr City,9,2,2,2024-10-19,1,8831,30.063994,31.347555
1792,Seha First Pharmacy - Imbaba,,Cairo,Nasr City,10,23,2,2025-05-30,0,1215,30.049007,31.338634
1793,Al Nozha Pharmacy - Nasr,,Cairo,Nasr City,9,1,2,2025-07-19,0,9927,30.056469,31.332684
1794,Al Nozha Pharmacy - Nasr,,Cairo,Nasr City,8,1,2,2025-02-03,0,6075,30.042264,31.36037
1795,Mira Pharmacy - Smouha,,Cairo,Nasr City,8,23,2,2024-10-06,1,9061,30.061942,31.368504
1796,Omega Pharmacy - Nasr,,Cairo,Nasr City,9,1,2,2025-01-30,0,1358,30.052837,31.346494
1797,Seha First Pharmacy - Marg,,Cairo,Nasr City,9,23,2,2024-10-11,0,1441,30.044977,31.334309
1798,Alpha Pharma,,Cairo,Nasr City,10,2,2,2025-02-07,2,6683,30.056738,31.336863
1799,Misr Pharmacy - Zayed,,Cairo,Nasr City,9,23,2,2025-01-16,0,8051,30.048214,31.37653
1800,Better Life Pharmacy - Faisal,,Cairo,Nasr City,9,23,2,2025-07-31,0,4152,30.050802,31.361518
1801,Dr Medhat Pharmacy - Nasr,,Cairo,Nasr City,8,1,2,2025-01-12,1,3067,30.058622,31.350173
1802,Life Line Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-04-10,0,8644,30.046147,31.372221
1803,El Faraby Pharmacy,,Cairo,Nasr City,9,23,2,2025-01-23,0,3789,30.054902,31.340083
1804,Al Amal Pharmacy,,Cairo,Nasr City,8,1,2,2024-12-28,0,9595,30.046576,31.364894
1805,Green Leaf Pharmacy - Square,,Cairo,Nasr City,9,23,2,2024-11-24,1,7557,30.060045,31.359211
1806,Union Pharm - Smouha,,Cairo,Nasr City,9,23,2,2024-12-04,0,4661,30.048987,31.333593
1807,Elite Pharmacy - Banha,,Cairo,Nasr City,9,1,2,2025-03-15,0,6666,30.04643,31.356634
1808,Health Gate Pharmacy,,Cairo,Nasr City,9,1,2,2024-11-17,0,4426,30.057048,31.366031
1809,Health Gate Pharmacy,,Cairo,Nasr City,10,2,2,2025-07-13,0,7626,30.045478,31.347772
1810,El Baraka Pharmacy,,Cairo,Nasr City,10,23,2,2025-01-20,0,3115,30.052471,31.372368
1811,Salamtek Pharmacy - Nasr,,Cairo,Nasr City,8,23,2,2025-09-11,0,6089,30.064984,31.343512
1812,Al Amal Pharmacy - Maadi,,Cairo,Nasr City,9,1,2,2024-11-07,0,8899,30.048885,31.338549
1813,Pharma Plus,,Cairo,Nasr City,8,23,2,2025-02-21,0,9897,30.057497,31.329909
1814,El Shifa Pharmacy - Square,,Cairo,Nasr City,9,23,2,2025-02-03,0,1193,30.04112,31.36279
1815,Al Nozha Pharmacy - Nasr,,Cairo,Nasr City,8,2,2,2024-09-22,0,6139,30.060629,31.368489
1816,Ebn Sina Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-08-10,0,2103,30.050614,31.344883
1817,Angel Pharmacy - Nasr,,Cairo,Nasr City,10,1,2,2025-06-18,0,6848,30.044193,31.334369
1818,Omega Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-03-26,0,2423,30.059198,31.33633
1819,Metro Pharmacy - Obour,,Cairo,Nasr City,9,23,2,2025-02-04,0,8145,30.048097,31.376403
1820,Dr Medhat Pharmacy,,Cairo,Nasr City,9,23,2,2025-03-18,0,2206,30.054043,31.363065
1821,El Faraby Pharmacy - Nasr,,Cairo,Nasr City,8,2,2,2025-03-21,0,1064,30.059157,31.350545
1822,Mira Pharmacy - Dokki,,Cairo,Nasr City,8,23,2,2024-10-22,0,2048,30.050725,31.368541
1823,Salamtek Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2024-12-15,0,6843,30.054401,31.342283
1824,Sunrise Pharmacy - Montaza,,Cairo,Nasr City,9,2,2,2025-07-03,0,4610,30.044134,31.365968
1825,Better Life Pharmacy - Maadi,,Cairo,Nasr City,8,23,2,2025-04-29,0,1165,30.060097,31.357884
1826,Elite Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2024-12-20,0,3579,30.049973,31.330657
1827,Green Leaf Pharmacy,,Cairo,Nasr City,9,23,2,2025-04-05,1,2987,30.04404,31.357096
1828,Seha First Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-07-13,0,7711,30.05464,31.365461
1829,Silver Care Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-06-02,0,3609,30.047152,31.347179
1830,Union Pharm - Nasr,,Cairo,Nasr City,9,2,2,2024-12-07,1,1833,30.050632,31.37152
1831,El Faraby Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2024-09-27,0,7201,30.064599,31.345606
1832,Sunrise Pharmacy - Smouha,,Cairo,Nasr City,9,23,2,2025-07-11,0,5503,30.048147,31.336013
1833,El Tourath Pharmacy,,Cairo,Nasr City,8,1,2,2024-09-15,0,3446,30.054479,31.331251
1834,Blue Wave Pharmacy - Nasr,,Cairo,Nasr City,8,23,2,2025-01-25,1,8207,30.044122,31.362464
1835,City Care Pharmacy,,Cairo,Nasr City,9,23,2,2025-03-10,1,2347,30.058322,31.369406
1836,Elite Pharmacy - Nasr,,Cairo,Nasr City,10,2,2,2025-07-22,0,2546,30.049926,31.344975
1837,Al Amal Pharmacy - Nasr,,Cairo,Nasr City,10,23,2,2025-08-07,0,5831,30.042633,31.333449
1838,Sunrise Pharmacy - Marg,,Cairo,Nasr City,10,23,2,2025-02-21,0,6337,30.057823,31.336056
1839,Al Amal Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2024-11-05,0,4577,30.048855,31.376183
1840,Better Life Pharmacy - Helwan,,Cairo,Nasr City,9,23,2,2025-03-09,0,6758,30.052307,31.360386
1841,Better Life Pharmacy,,Cairo,Nasr City,9,23,2,2025-08-26,0,6427,30.06022,31.349182
1842,Pharma Plus - Nasr,,Cairo,Nasr City,9,2,2,2025-02-21,0,6688,30.04902,31.369735
1843,El Faraby Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2024-12-10,0,4252,30.054715,31.340383
1844,Mira Pharmacy - Imbaba,,Cairo,Nasr City,10,2,2,2025-09-11,0,6652,30.045995,31.367479
1845,Health Gate Pharmacy - Rehab View,,Cairo,Nasr City,10,1,2,2024-10-28,0,4021,30.058339,31.357649
1846,Nile Care Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-02-25,0,2216,30.050672,31.332087
1847,Alpha Pharma - Rehab View,,Cairo,Nasr City,9,2,2,2025-01-25,0,7971,30.042431,31.354665
1848,El Faraby Pharmacy,,Cairo,Nasr City,8,23,2,2025-01-30,2,8647,30.057647,31.364934
1849,Alpha Pharma - Nasr,,Cairo,Nasr City,9,23,2,2025-02-02,0,2940,30.048182,31.349866
1850,El Baraka Pharmacy,,Cairo,Nasr City,8,23,2,2025-08-06,0,4876,30.05356,31.371452
1851,Al Nozha Pharmacy - Montaza,,Cairo,Nasr City,9,1,2,2025-09-01,0,9672,30.064582,31.345411
1852,Sunrise Pharmacy - Marg,,Cairo,Nasr City,9,23,2,2025-03-11,0,9493,30.047827,31.339706
1853,El Hokama Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2024-11-13,0,1836,30.056072,31.330023
1854,Misr Pharmacy - Nasr,,Cairo,Nasr City,9,1,2,2025-04-07,0,5481,30.043266,31.363145
1855,Union Pharm - Montaza,,Cairo,Nasr City,9,23,2,2024-11-15,0,4829,30.060677,31.368066
1856,Sunrise Pharmacy - Nasr,,Cairo,Nasr City,8,2,2,2025-01-25,0,6825,30.049042,31.346891
1857,Misr Pharmacy - Nasr,,Cairo,Nasr City,10,23,2,2025-04-20,0,9792,30.044634,31.334287
1858,Ebn Sina Pharmacy - Nasr,,Cairo,Nasr City,10,1,2,2025-08-26,0,3310,30.058705,31.337033
1859,Star Care Pharmacy - Square,,Cairo,Nasr City,9,23,2,2025-04-16,2,3650,30.046226,31.376209
1860,Better Life Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2024-11-25,0,3622,30.053569,31.362172
1861,Salamtek Pharmacy - Nasr,,Cairo,Nasr City,8,2,2,2025-06-06,0,7017,30.05852,31.351311
1862,Hope Pharmacy - Zayed,,Cairo,Nasr City,9,23,2,2024-09-26,0,6144,30.046316,31.370219
1863,Pharma Plus - Oct City,,Cairo,Nasr City,9,23,2,2025-06-05,0,5515,30.056853,31.341259
1864,Omega Pharmacy,,Cairo,Nasr City,8,2,2,2025-03-28,0,9850,30.045123,31.364662
1865,Golden Care Pharmacy - Montaza,,Cairo,Nasr City,9,23,2,2025-04-15,0,7860,30.060032,31.35712
1866,Elite Pharmacy,,Cairo,Nasr City,9,1,2,2024-09-21,2,1699,30.048564,31.33074
1867,Seha First Pharmacy,,Cairo,Nasr City,8,1,2,2025-07-01,0,4014,30.043683,31.355709
1868,El Hokama Pharmacy - Shubra,,Cairo,Nasr City,8,2,2,2025-03-02,0,3334,30.057102,31.362158
1869,City Care Pharmacy - Faisal,,Cairo,Nasr City,10,23,2,2024-11-28,0,4771,30.046919,31.346691
1870,Omega Pharmacy - Nasr,,Cairo,Nasr City,9,1,2,2025-06-07,0,4624,30.054775,31.372051
1871,Star Care Pharmacy - Square,,Cairo,Nasr City,9,23,2,2025-06-30,0,7942,30.063086,31.343185
1872,Al Nozha Pharmacy,,Cairo,Nasr City,8,23,2,2024-09-04,0,9180,30.048833,31.337358
1873,Star Care Pharmacy,,Cairo,Nasr City,8,23,2,2025-07-19,0,6658,30.057958,31.331982
1874,Metro Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-01-25,0,8602,30.043104,31.363752
1875,El Baraka Pharmacy - Obour,,Cairo,Nasr City,8,23,2,2024-10-07,0,4018,30.061555,31.369091
1876,El Baraka Pharmacy,,Cairo,Nasr City,9,23,2,2025-02-22,0,8515,30.052721,31.344021
1877,Dr Medhat Pharmacy,,Cairo,Nasr City,9,23,2,2025-08-06,0,2132,30.043428,31.33295
1878,Elite Pharmacy - Maadi,,Cairo,Nasr City,8,23,2,2025-04-20,0,4108,30.057717,31.337965
1879,Life Line Pharmacy - Faisal,,Cairo,Nasr City,9,23,2,2024-10-30,0,8048,30.049548,31.374782
1880,Health Gate Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-05-14,0,2265,30.053675,31.360966
1881,El Nasr Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-05-24,0,7218,30.059512,31.351241
1882,Nile Care Pharmacy - Banha,,Cairo,Nasr City,8,23,2,2025-07-01,0,6631,30.046645,31.370402
1883,Salamtek Pharmacy,,Cairo,Nasr City,10,1,2,2025-04-15,0,2561,30.05646,31.34308
1884,Misr Pharmacy - Haram,,Cairo,Nasr City,9,1,2,2025-04-30,1,5829,30.044797,31.364443
1885,Life Line Pharmacy,,Cairo,Nasr City,9,23,2,2024-12-31,0,5650,30.062202,31.358241
1886,El Tourath Pharmacy - Maadi,,Cairo,Nasr City,9,1,2,2024-10-20,0,4352,30.051477,31.329901
1887,El Hokama Pharmacy,,Cairo,Nasr City,8,23,2,2024-11-26,0,2339,30.04386,31.354155
1888,City Care Pharmacy,,Cairo,Nasr City,8,1,2,2024-10-26,0,6339,30.057773,31.365149
1889,Mira Pharmacy,,Cairo,Nasr City,9,23,2,2025-05-07,0,3539,30.047068,31.348771
1890,Metro Pharmacy,,Giza,Faisal,8,23,3,2024-10-07,0,2697,30.003577,31.17046
1891,Green Leaf Pharmacy - Faisal,,Giza,Faisal,9,2,3,2025-02-05,0,2512,30.005697,31.163952
1892,Nile Care Pharmacy - Faisal,,Giza,Faisal,9,23,3,2024-09-05,2,2825,29.998123,31.175308
1893,Family Pharmacy - Faisal,,Giza,Faisal,10,23,3,2025-02-15,1,6133,30.011602,31.157112
1894,El Nasr Pharmacy,,Giza,Faisal,8,23,3,2025-08-05,0,5514,29.999155,31.18191
1895,Care 24 Seven - Square,,Giza,Faisal,9,1,3,2025-06-30,0,7035,30.009389,31.160808
1896,El Zahraa Pharmacy,,Giza,Faisal,10,1,3,2025-05-28,0,3617,29.995601,31.167819
1897,Al Amal Pharmacy,,Giza,Faisal,9,23,3,2024-10-25,0,2080,30.013528,31.152374
1898,Mira Pharmacy - Maadi,,Giza,Faisal,10,23,3,2025-04-22,1,6052,30.004669,31.187308
1899,El Zahraa Pharmacy - Faisal,,Giza,Faisal,8,2,3,2025-05-21,0,2638,29.994503,31.164346
1900,Golden Care Pharmacy - Faisal,,Giza,Faisal,10,23,3,2024-09-12,1,5476,30.01323,31.165821
1901,Hope Pharmacy,,Giza,Faisal,8,1,3,2024-12-30,0,9489,30.001933,31.15795
1902,El Zahraa Pharmacy - Helwan,,Giza,Faisal,9,23,3,2025-04-11,0,7739,30.007098,31.178633
1903,Green Leaf Pharmacy,,Giza,Faisal,10,23,3,2024-10-05,0,5286,30.015055,31.162585
1904,Golden Care Pharmacy,,Giza,Faisal,9,23,3,2025-02-14,0,6776,29.999163,31.174427
1905,Sunrise Pharmacy - Faisal,,Giza,Faisal,8,23,3,2024-10-17,0,4756,30.01085,31.170675
1906,Salamtek Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-02-14,0,6200,29.994578,31.156468
1907,Angel Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-02-11,0,5188,30.012856,31.176873
1908,Family Pharmacy - Faisal,,Giza,Faisal,9,23,3,2024-12-20,0,1201,30.004056,31.155217
1909,Metro Pharmacy - Zayed,,Giza,Faisal,9,1,3,2025-04-10,0,9977,30.008682,31.182983
1910,El Baraka Pharmacy - Square,,Giza,Faisal,9,1,3,2025-06-03,0,8281,30.00329,31.168513
1911,Pharma Plus - Maadi,,Giza,Faisal,10,2,3,2024-09-09,0,6577,30.008864,31.164927
1912,Alpha Pharma - Faisal,,Giza,Faisal,9,23,3,2024-11-13,0,2621,29.998559,31.172872
1913,Mira Pharmacy,,Giza,Faisal,8,23,3,2025-08-07,0,1185,30.011739,31.156929
1914,Hope Pharmacy - Obour,,Giza,Faisal,9,1,3,2025-01-28,0,9712,30.000524,31.182446
1915,Better Life Pharmacy - Maadi,,Giza,Faisal,8,2,3,2025-08-21,0,4810,30.009155,31.162716
1916,El Baraka Pharmacy - Rehab View,,Giza,Faisal,10,23,3,2025-02-09,0,2857,29.99784,31.168493
1917,Health Gate Pharmacy,,Giza,Faisal,9,1,3,2025-06-03,0,3037,30.016637,31.151407
1918,Golden Care Pharmacy,,Giza,Faisal,9,23,3,2025-05-14,0,7184,30.003642,31.188447
1919,Mira Pharmacy - Agami,,Giza,Faisal,9,23,3,2024-10-19,0,6478,29.997571,31.161315
1920,Silver Care Pharmacy,,Giza,Faisal,9,23,3,2025-05-28,0,7869,30.010846,31.165642
1921,Life Line Pharmacy - Faisal,,Giza,Faisal,10,1,3,2025-07-01,0,4117,30.0025,31.157874
1922,El Faraby Pharmacy - Oct City,,Giza,Faisal,9,23,3,2025-01-20,0,3609,30.009457,31.17914
1923,Mira Pharmacy - Faisal,,Giza,Faisal,9,23,3,2024-09-25,0,8347,30.016499,31.15838
1924,El Baraka Pharmacy,,Giza,Faisal,8,2,3,2025-06-28,1,1244,30.000303,31.171885
1925,Family Pharmacy,,Giza,Faisal,9,23,3,2024-10-29,2,3371,30.010777,31.168889
1926,Al Amal Pharmacy - Haram,,Giza,Faisal,9,23,3,2024-10-04,0,5635,29.996542,31.156191
1927,Pharma Plus,,Giza,Faisal,9,2,3,2025-01-03,0,4444,30.011962,31.175529
1928,Seha First Pharmacy - Agami,,Giza,Faisal,8,23,3,2024-09-16,2,3491,30.00758,31.153728
1929,Star Care Pharmacy - Imbaba,,Giza,Faisal,8,23,3,2025-03-01,0,3019,30.010353,31.18516
1930,Sunrise Pharmacy - Faisal,,Giza,Faisal,8,23,3,2025-07-23,1,9170,30.004406,31.168473
1931,Silver Care Pharmacy - Helwan,,Giza,Faisal,9,23,3,2024-12-02,1,8634,30.005631,31.163893
1932,Metro Pharmacy,,Giza,Faisal,8,23,3,2025-06-17,0,5340,29.998375,31.177365
1933,Ebn Sina Pharmacy - Haram,,Giza,Faisal,9,1,3,2025-04-20,0,3086,30.012018,31.156664
1934,Dr Medhat Pharmacy - Faisal,,Giza,Faisal,9,23,3,2024-10-14,0,5255,29.999083,31.181293
1935,Ebn Sina Pharmacy - Faisal,,Giza,Faisal,8,23,3,2024-10-16,0,1075,30.008728,31.161176
1936,El Faraby Pharmacy - Faisal,,Giza,Faisal,9,1,3,2025-08-17,0,4909,29.996625,31.16903
1937,Misr Pharmacy - Imbaba,,Giza,Faisal,10,23,3,2025-08-09,1,3355,30.014257,31.153541
1938,Life Line Pharmacy - Faisal,,Giza,Faisal,9,23,3,2024-11-30,0,8878,30.006101,31.18867
1939,Sunrise Pharmacy,,Giza,Faisal,9,1,3,2025-06-16,0,2893,29.997727,31.162351
1940,El Nasr Pharmacy,,Giza,Faisal,10,23,3,2025-06-30,0,4826,30.013076,31.164953
1941,Dr Medhat Pharmacy - Faisal,,Giza,Faisal,9,23,3,2024-10-19,0,2326,30.003984,31.156472
1942,El Hokama Pharmacy - Smouha,,Giza,Faisal,8,23,3,2024-12-20,0,9732,30.008298,31.179564
1943,Omega Pharmacy,,Giza,Faisal,9,23,3,2025-02-21,0,3621,30.016621,31.160632
1944,El Hokama Pharmacy - Banha,,Giza,Faisal,9,23,3,2025-01-27,0,3927,30.00113,31.176123
1945,Seha First Pharmacy,,Giza,Faisal,9,23,3,2025-04-02,0,6068,30.010091,31.170451
1946,Al Nozha Pharmacy - Faisal,,Giza,Faisal,8,1,3,2025-01-09,0,8423,29.993487,31.156715
1947,Angel Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-05-16,0,1923,30.013977,31.175257
1948,Pharma Plus - Zayed,,Giza,Faisal,9,23,3,2024-10-08,0,8147,30.001355,31.150392
1949,Health Gate Pharmacy,,Giza,Faisal,8,23,3,2024-12-31,0,2938,30.009969,31.184225
1950,El Zahraa Pharmacy - Dokki,,Giza,Faisal,9,23,3,2025-05-20,0,4886,30.003379,31.16951
1951,Mira Pharmacy,,Giza,Faisal,8,23,3,2024-12-27,0,8989,30.007875,31.161797
1952,El Hokama Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-02-11,0,4248,29.997188,31.175602
1953,Dr Medhat Pharmacy - Nozha,,Giza,Faisal,9,23,3,2024-09-05,0,2101,30.011506,31.157627
1954,Family Pharmacy - Maadi,,Giza,Faisal,9,23,3,2024-09-27,0,9045,30.001698,31.180762
1955,Pharma Plus - Faisal,,Giza,Faisal,9,1,3,2025-05-02,0,4089,30.008546,31.160758
1956,Star Care Pharmacy - Faisal,,Giza,Faisal,8,23,3,2025-06-28,0,6319,29.997698,31.167676
1957,Mira Pharmacy,,Giza,Faisal,9,23,3,2025-01-30,2,2271,30.01354,31.15433
1958,Nile Care Pharmacy,,Giza,Faisal,9,1,3,2024-12-02,0,3870,30.007507,31.185977
1959,El Tourath Pharmacy,,Giza,Faisal,8,23,3,2024-10-21,0,6902,29.997489,31.162635
1960,Misr Pharmacy,,Giza,Faisal,9,23,3,2025-03-22,2,8697,30.010336,31.165225
1961,Family Pharmacy - Agami,,Giza,Faisal,8,23,3,2025-04-22,0,6301,30.001004,31.157427
1962,Misr Pharmacy - Faisal,,Giza,Faisal,8,23,3,2025-05-05,0,9818,30.007611,31.180312
1963,El Faraby Pharmacy - Maadi,,Giza,Faisal,9,23,3,2025-03-04,0,9932,30.018048,31.161015
1964,Better Life Pharmacy - Faisal,,Giza,Faisal,9,23,3,2025-05-30,0,2217,30.000483,31.173486
1965,Al Amal Pharmacy - Smouha,,Giza,Faisal,9,23,3,2025-08-30,0,1925,30.010433,31.169931
1966,Life Line Pharmacy - Agami,,Giza,Faisal,9,1,3,2024-10-23,0,8061,29.994136,31.155304
1967,Golden Care Pharmacy - Faisal,,Giza,Faisal,10,2,3,2024-09-30,1,3446,30.013515,31.174168
1968,Salamtek Pharmacy - Obour,,Giza,Faisal,9,23,3,2025-09-15,0,8686,30.003644,31.154223
1969,Mira Pharmacy - Zayed,,Giza,Faisal,9,1,3,2025-03-17,0,8165,30.010922,31.184075
1970,Better Life Pharmacy - Faisal,,Giza,Faisal,9,1,3,2025-05-05,0,9870,30.003317,31.171565
1971,El Faraby Pharmacy,,Giza,Faisal,9,23,3,2025-09-15,0,9581,30.006399,31.165832
1972,Ebn Sina Pharmacy - Faisal,,Giza,Faisal,9,23,3,2024-10-24,0,4362,29.996437,31.175345
1973,Metro Pharmacy - Haram,,Giza,Faisal,10,23,3,2025-08-18,0,1837,30.010301,31.156689
