invoice_no,account_name,branch_code,entry_date,entry_time,account_address,governorate,area,gross_value,total_discount,total_after_discount,line_count,record_state
327170,Green Leaf Squaree Main Road,771,22062026,14:55:17,56 hospital Faisal,,,5341.33,808.89,4532.44,10,
327171,El-alamal Branch 2,764,16062026,10:05:58,,,,2883.99,562.93,2321.06,5,CLSD
327174,el EL HOAMA (2),715,14062026,10:04:50,,,,2566.86,308.02,2258.84,4,CLSD
327175,EL HOKAMAA 6th Zone,723,21062026,11:49:02,,,,10565.42,1274.87,9290.55,13,CLSD
327176,Ph/Nie Cae Mall,771,27062026,10:01:31,195 bridge Faiasl,Giza,Faisal,4772.17,538.32,4233.85,8,CLSD
327177,PH LIFE LINE MONTAZA 6th Zone,727,16062026,15:03:18,,,,4246.09,945.70,3300.39,6,CLSD
327179,PH Metro Faisaal (2),701,26062026,14:20:36,,,,5527.90,852.32,4675.58,9,
327180,Ph/Metro aisal,707,02062026,11:59:22,,,,3159.07,383.90,2775.17,11,CLSD
327183,El Baraka Statio nSt.,770,03062026,12:56:30,188 gas station Faaisal,,,6884.66,759.17,6125.49,7,CLSD
327184,Ph/Life Line Faisal BBranch 1,727,09062026,08:21:12,Industrial Zone 224 - Faisal,,,2493.64,424.80,2068.84,3,
327185,Ph/el hokamaab r.2,707,25062026,13:26:48,Zayed 4 - faisal,,,2687.40,297.50,2389.90,11,
327186,EL el zahraa haram (2),738,15062026,13:01:11,Faaisal 1 Abbas st. market,,,1512.34,333.32,1179.02,6,CLSD
327187,Ph/seha first faisal 6th Zone,754,10062026,11:12:47,,,,2422.22,311.58,2110.64,2,
327188,Seha First Faisal Station St.,728,25062026,12:25:24,,,,2904.34,372.32,2532.02,6,CLSD
327189,Seha First Faisal Station St.,756,01062026,08:31:08,Faiisal 126 Sudan st. market,Giza,Faisal,1280.50,260.58,1019.92,4,
327191,Ph/Seha First Faisal Branch 1,722,15062026,13:55:09,93 mosque Faisal,Giza,Faisal,7845.35,742.43,7102.92,15,CLSD
327192,El-SEHA FIRST FAISAL Mall,742,12062026,09:40:32,,,,1373.59,266.31,1107.28,3,
327194,El-Health Gate Banha 04,725,01062026,11:44:56,,,,2445.09,516.24,1928.85,3,CLSD
327195,EBN SINA NOZHA Mall413,751,14062026,08:30:25,215 square faisal,,,807.76,171.55,636.21,4,CLSD
327199,elAl Nozha Faisal Branch 2762,727,06-Jun-2026,08:03:53,77 square Faisal,Giza,Faisal,3620.17,856.01,2764.16,4,
327200,EL AL NOZHA FAISAL Branch 2246,773,06062026,12:03:05,,,,760.53,98.40,662.13,4,
327201,al nozha faisal Main Road,755,06062026,10:01:39,,,,5422.47,540.55,4881.92,10,CLSD
327203,Seha FirstFaisal (2),768,10062026,15:51:09,67 metro faisal,,,9108.12,1503.86,7604.26,12,CLSD
327204,anngel 6th Zone,772,06062026,08:02:06,Corniche 196 - Faisal,,,4688.14,616.69,4071.45,9,
327205,el EL SHIFA 04,724,07062026,12:34:24,,Giza,Mohandessin,3270.99,363.90,2907.09,5,CLSD
327210,Ph/pharma plus-A,767,01-Jun-2026,08:49:10,,,,3953.59,537.57,3416.02,12,CLSD
327211,Better Life Faisal Branch 1,711,17062026,09:27:14,,,,5558.54,726.95,4831.59,7,CLSD
327212,Ph/Silver Care Haram (2),729,18062026,11:15:34,51 police st. Faisal,,,6682.78,1068.55,5614.23,7,
327213,PY/Silver Care Haram,727,26062026,13:23:57,,,,4181.50,855.96,3325.54,7,
327214,Ph/Silver Care Haram (2),720,08062026,10:20:56,"176 Sudan st., near park, Faial",,,3879.86,926.25,2953.61,3,
327215,PY/silver care haram Station St.,702,13062026,11:13:45,76 park faisal,,,3706.97,527.65,3179.32,9,
327217,Nile Care 04,708,03062026,13:29:20,,Giza,Mohandessin,8945.47,2400.28,6545.19,7,CLSD
327218,EL Nile Care-A,774,08062026,12:14:52,,Giza,Mohandessin,2532.48,415.87,2116.61,3,CLSD
327219,Famliy Nozha,782,13062026,16:51:37,9th District 197 - Faisal,,,4825.38,821.63,4003.75,8,
327220,Family Nozha-A,764,07062026,17:01:57,,,,1220.61,290.90,929.71,4,CLSD
327221,FAMILY NOZHA WH-903,735,15-Jun-2026,13:43:28,,,,3258.51,468.29,2790.22,5,CLSD
327222,FAMILY NOZHA WH-904,781,25062026,11:34:03,"210 Corniche st., near gas station, Faaisal",,,2612.00,463.60,2148.40,8,
327224,PH FAMILY NOZHA Mall,755,26062026,13:22:11,,,,1515.84,218.37,1297.47,4,
327225,SUNRISE IMBABA WH-907,714,15062026,08:45:06,101 bridge Faisal,,,4628.57,453.36,4175.21,9,
327226,el Sunirse Imbaba Main Road549,766,28062026,08:18:39,"214 Faisal st., near mosque, Faisal",,,1746.84,387.96,1358.88,2,
327227,Ph/el baraka faisal 6th Zone,730,06062026,13:49:19,,,,7586.44,1555.41,6031.03,11,
327229,El Sihfa,714,05062026,14:19:55,,,,3121.15,312.22,2808.93,5,CLSD
327230,PH NILE CARE 04,725,07062026,14:20:34,,,,2299.23,521.67,1777.56,5,
327231,PH NILE CARE 04,758,10-Jun-2026,12:14:07,28 police st. faisal,Giza,Faisal,2294.00,426.09,1867.91,3,
327232,Nile Care Mall152,756,15-Jun-2026,11:32:57,,,,1955.82,520.37,1435.45,2,CLSD
327233,ebn sina faisal,713,06062026,11:00:35,Fiasal 91 Corniche st. market,,,5125.45,844.80,4280.65,10,
327234,PhNILE CARE-A,746,08062026,09:17:38,Fisal 223 Nile st. park,,,2409.84,303.75,2106.09,5,CLSD
327235,PY/NILLE CARE 04,742,22062026,13:30:59,,,,10410.18,2188.51,8221.67,8,CLSD
327236,Omega Oct City 6th Zone,766,26062026,12:45:54,,,,3182.43,804.42,2378.01,5,CLSD
327238,Ph/better life faisal 6th Zone911,767,19-Jun-2026,14:14:09,Gamet Dewal 26 - faisal,Giza,Faisal,3707.97,478.45,3229.52,5,CLSD
327239,el NGE LBranch 2,709,16062026,12:24:07,,Giza,Faisal,2118.72,570.22,1548.50,7,
327240,PH Angel Branch 2,749,28062026,13:10:40,,,,6453.12,421.21,6031.91,8,CLSD
327241,el Elite Haram Main Road,737,13062026,10:49:30,,,,1469.91,319.97,1149.94,5,
327242,PY/EL NASR 6th Zone,729,02062026,15:11:03,"151 Abbas st., near metro, faisal",,,7287.36,1129.52,6157.84,5,
327243,ANGEL NOZHA brr.2,775,15062026,13:08:18,Port Said 24 - Fiasal,,,7318.28,1576.42,5741.86,7,CLSD
327244,PY/union phar mzayed,744,02062026,08:19:17,,Giza,Mohandessin,2137.15,214.26,1922.89,7,CLSD
327246,BETTER LIFE NOZHA Branch 2736,710,04062026,11:49:45,38 metro Faisal,,,6803.79,1676.12,5127.67,6,
327247,Phh/better life nozha Main Rad,767,10062026,09:38:13,Salah Salem 145 - faisal,,,10265.33,1071.77,9193.56,13,CLSD
327248,PY/Mira (2)300,714,14062026,13:24:35,Horreya 214 - Faisal,,,3167.96,416.24,2751.72,6,
327250,Mira (2),733,23062026,11:43:29,faisal 31 Geish st. market,,,933.64,126.76,806.88,6,
327251,Nile Care Faisal rb.2,729,15062026,12:06:39,"42 Autostrad st., near bridge, Faisal",,,4063.15,599.15,3464.00,12,CLSD
327252,PH el nasr square Main Road,723,13062026,13:40:44,,Alexandria,Smouha,2805.44,379.13,2426.31,3,CLSD
327254,PH union pharm faisal Branch 1,779,26062026,17:19:56,"234 Gamet Dewal st., near market, Faiasl",,,1837.53,428.88,1408.65,4,
327256,El-Salmtek Faisal Station St.,719,14062026,11:34:22,Abbas 27 - Fisal,,,7263.76,1734.78,5528.98,7,CLSD
327257,el shifa agaami976,749,17062026,10:49:12,"24 Horreya st., near market, Faisal",,,5395.58,474.63,4920.95,11,CLSD
327259,Ph/el shifa helwan 04,733,19062026,08:58:08,,,,4234.35,761.91,3472.44,7,
327260,P/METRO OBOUR 011,742,03062026,09:02:04,,,,1385.02,276.87,1108.15,4,CLSD
327261,METRO BOURR Station St.,724,13062026,13:12:09,29 metro Faisal,,,4081.59,501.61,3579.98,6,
327262,Ph/ile care faisal Mall809,715,21062026,08:25:06,,,,5363.87,467.73,4896.14,7,
327263,ELn ile care faisal,710,14062026,12:32:52,,,,4949.33,1305.58,3643.75,9,
327266,green  leaf,721,13062026,12:37:07,,Giza,Faisal,1693.08,229.46,1463.62,2,CLSD
327267,El-Green Leaf 6th Zone,736,22062026,20:51:27,Horreya 51 - faisal,,,4868.76,658.77,4209.99,7,
327268,El-GREEN LEAF-A,730,13062026,08:48:41,215 school Faisal,,,4047.51,770.35,3277.16,5,CLSD
327269,green lleaf Branch 1,709,18-Jun-2026,16:39:58,,,,4864.31,1176.41,3687.90,8,CLSD
327271,El-alpha  pharma rehab view 011,727,14062026,15:44:50,Zayed 164 - faisal,,,2819.68,656.05,2163.63,8,
327272,El-alpha pharma rehab view-A,762,18062026,11:15:43,,,,5827.46,983.12,4844.34,5,
327273,el golden care imbaba Main Road,779,17062026,17:00:05,36 hospital FAISAL,,,2913.14,682.63,2230.51,4,CLSD
327274,El Hokma Faisal,749,17062026,08:15:18,Horreya 232 - Faisal,,,2248.96,191.39,2057.57,5,
327275,El-NILE CARE FAISA-LA,743,16062026,16:27:50,182 police st. Faaisal,,,1440.39,98.44,1341.95,3,
327276,SEHA FIRST 011,748,10062026,12:55:20,,,,2864.60,186.50,2678.10,5,
327277,PY/Star Care-A183,781,24062026,12:13:59,,,,7314.95,1189.24,6125.71,11,
327278,El-Nile Care 6t Zone,777,26062026,14:08:31,,Cairo,Nasr City,4453.93,799.91,3654.02,5,CLSD
327279,Ph/Nilee Care,772,05062026,08:12:06,,Giza,Faisal,4800.13,579.08,4221.05,6,
327282,Mira Square 6th Zone,763,24062026,12:42:24,"97 Sudan st., near bridge, faisal",,,2722.19,543.50,2178.69,4,
327285,el ssilver care 011740,761,16-Jun-2026,10:33:02,,,,4707.31,812.31,3895.00,10,
327286,EL el nasr imbaba 6th Zone,756,13062026,15:48:18,"182 Faisal st., near mosque, Faiisal",,,5700.73,1379.13,4321.60,9,CLSD
327288,Angel Imbaba Main Road,736,26-Jun-2026,10:24:00,220 gas station Faisal,,,2778.26,437.36,2340.90,9,
327289,el el zahraa faisal Station St.,778,10-Jun-2026,10:36:51,,,,6693.08,1122.92,5570.16,10,CLSD
327290,el city care faisal Branch 2,732,10062026,11:48:29,"199 Salah Salem st., near market, Fiasal",,,3112.84,773.39,2339.45,3,CLSD
327296,EL Sunrise Agami,780,19062026,13:46:38,"170 Tahrir st., near bridge, Faiasl",,,4846.25,908.83,3937.42,8,CLSD
327297,sunris eagami,714,24062026,10:19:53,137 police st. Faisal,,,1727.23,145.21,1582.02,6,CLSD
327298,el CITY CARE,781,05062026,11:43:58,"185 Gamet Dewal st., near bridge, Faisal",,,3047.04,645.46,2401.58,4,
327302,P angel-A835,765,15062026,19:02:08,Faisal 223 Nasr st. hospital,,,3991.68,1091.08,2900.60,8,CLSD
327303,Misr (2),722,26062026,13:59:51,Port Said 44 - Faisal,Cairo,Nasr City,5030.27,387.18,4643.09,5,
327306,EL El Shifa 04,768,06062026,18:35:07,"141 Mustafa Nahhas st., near police st., faisal",,,3195.00,477.54,2717.46,7,CLSD
327310,el Pharma Plus Faisal br.2261,748,23062026,13:05:45,,,,215.21,24.97,190.24,2,CLSD
327312,EL Metr o04,773,05062026,08:11:47,,,,7814.37,889.94,6924.43,11,CLSD
327313,Seha First 04,714,17062026,08:17:04,"34 Nasr st., near mosque, faisal",,,4063.34,323.69,3739.65,6,CLSD
327314,SEHA FIRRST Branch 2,721,15062026,17:02:20,"216 Gamet Dewal st., near metro, FAISAL",,,2334.81,231.51,2103.30,4,CLSD
327315,Seeha First 04,759,16062026,10:46:40,Industrial Zone 52 - Faisal,Giza,Faisal,3024.93,523.40,2501.53,9,
327318,SEHA FIRST 04,764,18062026,15:53:02,,,,4199.70,967.61,3232.09,8,CLSD
327319,Seha First 04,725,07062026,15:55:37,,Giza,Mohandessin,2815.64,625.41,2190.23,6,
327320,hope maadi 6th Zone,705,17062026,12:12:38,,,,8538.40,700.98,7837.42,15,
327322,PY/El Baraka Faisal br.2,715,16062026,18:19:12,"133 Port Said st., near park, Faisal",,,6944.51,668.88,6275.63,7,
327323,PH GREEN LEAF IMBABA Mll,722,15062026,11:53:07,"167 Port Said st., near school, Faisal",,,5022.14,632.61,4389.53,8,
327324,el tourath rehab view 6th Zone628,722,22-Jun-2026,13:41:01,,Giza,Mohandessin,5730.73,589.12,5141.61,8,
327326,El Tourath Rehab View,719,12062026,09:23:17,,,,6883.53,1451.95,5431.58,10,CLSD
327327,EL Angel Dokki-A,731,20062026,13:41:33,,Giza,Faisal,1316.65,245.94,1070.71,4,
327328,angel dokki Branch 1,774,06-Jun-2026,15:51:06,,,,5830.80,912.33,4918.47,8,CLSD
327330,EL SALAMTEK WH-35,725,13062026,13:19:19,139 park Faisal,,,1628.64,389.39,1239.25,2,CLSD
327331,EL Salamtek Branch 1,745,21062026,14:21:27,,,,4336.87,639.83,3697.04,7,
327332,EL salamtek Branch 1,705,25062026,12:30:59,Nile 101 - Faisal,Giza,Faisal,1623.85,125.17,1498.68,3,CLSD
327333,SALAMTEK Main RRoad,704,20062026,13:45:00,189 gas station Faisal,,,4290.73,393.58,3897.15,6,
327335,Ph/health gate faisal Station St.,721,23062026,08:45:55,Corniche 71 - faisal,,,3655.71,344.86,3310.85,6,
327339,El-city care br.2,742,11-Jun-2026,12:24:41,Faisal 41 Salah Salem st. bridge,,,7741.49,1597.87,6143.62,5,
327341,Green Leaf 011684,740,19-Jun-2026,13:57:16,,,,4727.00,979.27,3747.73,11,
327342,Ph/Al Noza br.2126,753,07062026,10:02:57,30 mosque Faisal,,,3356.76,807.56,2549.20,4,
327343,Ph/Al Nozha (2),733,25062026,15:20:00,"130 Corniche st., near gas station, faisal",,,4971.55,749.35,4222.20,9,
327344,Ph/AL NOZHA FAISAL Branch 2,716,07062026,16:44:57,Faisal 65 Gamet Dewal st. hospital,Cairo,Nasr City,9758.51,978.95,8779.56,13,
327346,PH Metro,757,14062026,09:33:35,Faisal 219 9th District st. gas station,,,2106.61,443.66,1662.95,4,
327347,el CARE 2 SEVEN,712,13062026,13:33:07,165 mosque Faial,,,443.84,53.71,390.13,3,
327348,MIRA REHAB VVIEW Station St.,777,17062026,10:19:56,,Giza,Faisal,2086.60,378.29,1708.31,4,CLSD
327349,BETTER LIFE MONTAZA 6th Zone,775,11-Jun-2026,11:32:06,,Cairo,Nasr City,4005.59,998.17,3007.42,4,CLSD
327350,OMEGA SSHUBRA,758,13062026,10:37:39,,,,1229.82,164.14,1065.68,2,
327351,el omega shubra (2),736,16062026,09:08:11,156 metro Fasal,,,6350.11,965.47,5384.64,10,
327353,Ph/Nille Care Main Road,780,21062026,12:26:44,,,,2518.47,460.62,2057.85,2,CLSD
327354,PY/DR MEDHAT Mall,776,14062026,09:01:23,,,,2158.71,394.46,1764.25,5,CLSD
327355,nile care br.2,711,22062026,10:18:40,118 market FAISAL,,,3737.49,604.29,3133.20,9,
327357,GOLDEN CARE OBOUR,778,15062026,09:49:28,FAISAL 39 Autostrad st. bridge,,,4013.36,621.28,3392.08,5,
327359,El-Goldeen Care Obour,776,04062026,09:07:55,"125 Corniche st., near school, Faisal",,,7149.94,1161.82,5988.12,5,CLSD
327360,el Golden Care Obour Mall,723,05062026,11:54:28,Autostrad 179 - FAISAL,,,11723.54,1029.42,10694.12,15,CLSD
327363,FAMILY AISAL,765,24062026,14:23:41,Abbas 87 - Faiisal,,,3005.22,828.31,2176.91,6,CLSD
327364,El-FAMILYY FAISAL 04,708,07-Jun-2026,14:38:10,Faissal 8 Haram st. school,,,5171.13,1322.80,3848.33,5,CLSD
327365,el Sunrise Branch 2,737,16062026,11:33:06,,,,4225.41,954.63,3270.78,9,CLSD
327366,el HOPE FAISAL Brnach 2,715,14062026,08:14:17,Fiasal 62 Mustafa Nahhas st. school,,,2625.42,250.32,2375.10,6,
327368,el hope faisal Main Road,778,10062026,14:04:40,"7 Nile st., near police st., Faisal",,,16955.44,2780.66,14174.78,14,CLSD
327369,EL Hope Faisal 04,780,17062026,13:15:09,Faisal 159 Nile st. police st.,,,2526.71,455.32,2071.39,9,
327370,EL Hope Faisaal 04,747,01062026,08:34:54,Faissal 43 Mustafa Nahhas st. school,,,868.19,118.48,749.71,4,
327371,Al Nozh Maadi Main Road941,722,11062026,08:48:19,Faisal 129 Faisal st. mosque,,,2706.85,189.68,2517.17,5,
327372,Ph/al onzha maadi-A,772,09062026,11:58:21,168 metro Fisal,,,2106.66,319.30,1787.36,5,
327374,EL Elite Faisal br.2,724,19062026,10:28:10,226 hospital Fasial,,,2398.27,257.02,2141.25,8,CLSD
327375,PY/elite faisal Mall,742,07062026,10:50:46,Salah Salem 191 - Faisal,,,3296.32,543.69,2752.63,3,
327376,El-Angel Faisal br.2,715,12062026,09:09:32,90 mosque Faisal,,,3376.56,359.87,3016.69,6,CLSD
327377,EL Star Care,725,11062026,10:41:52,Faisal 185 Sudan st. park,,,4114.83,931.86,3182.97,5,
327379,Ph/family faisal Station St.,755,26062026,11:34:20,,,,4403.77,524.46,3879.31,5,CLSD
327380,EL family faisal Main Road,740,08062026,11:49:02,,,,1133.60,212.33,921.27,3,CLSD
327382,EL golden care faisal 6th Zone480,768,22062026,09:05:24,184 market Fisal,Cairo,Nasr City,2307.96,354.42,1953.54,3,CLSD
327383,e seha first dokki br.2,726,08062026,09:23:51,120 hospital Faisal,,,943.82,212.54,731.28,5,CLSD
327384,e el shifa,745,13062026,13:52:41,,,,5119.95,678.11,4441.84,7,
327385,PY/Al Noha-A,762,06-Jun-2026,13:19:44,,,,2520.06,454.04,2066.02,8,CLSD
327389,PH elite 011,777,19062026,09:39:41,Geish 118 - Fiasal,,,6560.08,975.35,5584.73,11,
327390,PH Elite 6th Zone,760,16062026,11:28:21,,,,1957.40,423.09,1534.31,6,CLSD
327391,El Nasr Maad (2),724,23062026,14:58:04,,,,4073.00,444.41,3628.59,6,
327392,E El Tourath Faisal,749,02062026,10:41:10,90 hospital Faisal,,,1261.58,96.31,1165.27,4,CLSD
327394,DR MEDHAT FAISAL Branch 1,770,13062026,08:37:45,Faial 187 Nasr st. police st.,,,2988.06,276.87,2711.19,5,CLSD
327395,el baraka dokki Branch 1,767,02062026,08:19:21,FAISAL 104 Zayed st. gas station,,,6246.82,819.47,5427.35,10,CLSD
327398,PH Alpha Pharma,761,13062026,12:26:24,Sudan 40 - faisal,,,5350.02,700.75,4649.27,11,
327400,Ph/Life Line-A,758,10062026,08:14:15,,,,3141.27,624.34,2516.93,8,CLSD
327401,EL El Hokama Faisal Branch 2,721,23062026,16:30:28,FAISAL 45 Sudan st. square,,,7387.89,584.40,6803.49,7,
327403,EL Nile Care31,732,23062026,12:01:31,,Giza,Faisal,7317.63,1579.60,5738.03,13,CLSD
327405,el ANGEL FAISAL,703,23062026,08:02:44,"228 Corniche st., near market, Faissal",,,4916.26,456.92,4459.34,9,CLSD
327406,El-angel faisal-A,759,18062026,13:44:26,"135 Mustafa Nahhas st., near school, FAISAL",,,1785.01,295.34,1489.67,5,CLSD
327408,angel nozha 04,778,28062026,13:16:34,133 hospital Faisal,Giza,Faisal,4669.23,815.51,3853.72,5,CLSD
327409,PH angel nozzha,778,18062026,15:29:38,16 hospital FAISAL,Giza,Faisal,5008.65,758.85,4249.80,9,
327411,PHARMA PLUS Braanch 2,735,23062026,12:01:55,Faisal 44 Nile st. square,,,574.91,72.74,502.17,4,CLSD
327412,DR MEDHAT MONTAZA  Station St.,778,20062026,16:15:09,"226 Nasr st., near park, Faisal",,,6051.84,968.66,5083.18,9,
327413,Dr MedhattMontaza 6th Zone120,773,08062026,11:44:19,,,,4377.35,720.00,3657.35,4,
327414,EL EL HOKAMA6 th Zone,737,10062026,15:29:00,,,,8939.89,1991.65,6948.24,13,
327415,Ph/GREEN LEAFS QUARE Main Road,747,20062026,12:21:58,faisal 153 9th District st. park,,,4120.74,520.11,3600.63,3,
327416,PY/El Zahraa Faisal 6th Zone,715,10062026,11:52:02,Fiasal 231 Horreya st. park,,,8572.83,1026.25,7546.58,14,
327417,Ph/El Hokama Faisal,782,23062026,10:35:58,,,,3135.59,612.75,2522.84,7,CLSD
327418,Silver Care oMontaza Main Road,778,08062026,14:21:00,Tahrir 109 - Faisal,,,5387.41,1091.99,4295.42,8,
327419,el El Nasr 6th Zone195,759,14062026,09:02:12,,,,2000.69,344.03,1656.66,5,CLSD
327420,Ph/FAMILY FAISAL667,733,22062026,08:06:38,Geish 228 - Faisal,,,4307.29,590.02,3717.27,7,CLSD
327422,PY/al nozha faisal br.2341,715,07062026,13:34:03,,,,1650.99,158.71,1492.28,3,CLSD
327423,Ph/al nozha faisal Station St.,747,25062026,08:06:11,FAISAL 51 Sudan st. school,,,8587.06,1074.08,7512.98,9,
327424,Sunrse br.2,723,12062026,09:52:04,Faisal 212 Tahrir st. mosque,,,5552.85,624.91,4927.94,6,CLSD
327425,EL Angel Nozha Branch 2,733,26062026,13:15:28,Corniche 191 - Faisal,,,1336.95,212.48,1124.47,6,
327426,EL Angel Nozha Branch 2,732,01062026,09:04:31,"200 Sudan st., near square, Faissal",,,6604.13,1257.70,5346.43,12,CLSD
327427,ELGreen Leaf Faial,749,09062026,08:30:45,faisal 100 Salah Salem st. bridge,,,4480.35,130.33,4350.02,7,
327428,ELGreen Leaf Faisal,718,04062026,14:46:39,Faissal 233 Abbas st. gas station,,,8749.20,969.62,7779.58,11,
327429,EL Dr Medhat  Faisal (2),751,27062026,13:13:58,Horreya 144 - Faiisal,,,1961.62,502.17,1459.45,5,
327430,El-ELITE Staion t.,711,26-Jun-2026,16:00:40,,,,9516.21,1681.78,7834.43,14,CLSD
327431,Seha First 011,729,19062026,15:35:00,,,,4659.05,643.43,4015.62,7,
327433,el UNION PHARM 04,757,13062026,10:43:14,,Giza,Faisal,2105.21,462.44,1642.77,3,
327434,El Barraka,734,08062026,10:08:04,faisal 140 Abbas st. square,,,2372.74,270.22,2102.52,4,
327437,el Sunrise,756,08062026,11:46:11,,,,975.82,255.73,720.09,5,
327442,SEHA FIRST SMOUHA Main Road,770,21062026,12:38:16,,,,1637.64,238.70,1398.94,4,CLSD
327444,El TourathZ ayed 011,738,11-Jun-2026,17:17:47,Industrial Zone 175 - Faiasl,,,1452.36,319.49,1132.87,3,
327445,METRO NOZZHA,749,19062026,15:54:52,Faial 163 Industrial Zone st. bridge,,,2217.24,120.10,2097.14,8,
327446,METRO NOZHA,728,08062026,13:09:26,Fasal 8 Tahrir st. market,,,2068.87,345.04,1723.83,6,CLSD
327449,el Green Leeaf Main Road,745,04062026,15:01:57,,,,2635.88,276.46,2359.42,5,CLSD
327453,Ph/Lief Line Helwan,766,24062026,15:07:53,126 square Fasial,,,1222.44,358.00,864.44,4,
327455,Sea First Mohandessin 011,772,20062026,14:28:40,,,,4661.10,696.61,3964.49,7,
327459,SILVER CARE HARA Branch 2352,778,21062026,17:39:03,Mohandessin 106 Nasr st. police st.,Giza,Mohandessin,9814.93,1622.46,8192.47,12,CLSD
327460,alpha pharma (2),700,23062026,13:23:07,"151 Corniche st., near square, Mohandessin",,,4566.14,576.33,3989.81,9,
327461,alphapharma 04,700,17062026,09:40:00,Zayed 156 - Mhoandessin,,,6743.60,1014.72,5728.88,9,CLSD
327462,alpha pharma (2),711,09062026,12:23:12,"210 Faisal st., near square, Mohadessin",,,2486.40,366.37,2120.03,7,CLSD
327463,EL AngelMohandessin 04,721,08062026,13:06:23,,,,10388.21,1029.77,9358.44,13,
327464,green leaf agami (2),782,18062026,15:20:43,,,,4835.52,860.98,3974.54,13,
327465,el green leaf agami Station St.,781,15062026,09:05:02,Mohandessin 157 Port Said st. square,,,10303.99,1780.81,8523.18,7,
327466,GREEN LEAF AGAMI Branch 2,737,10062026,12:23:40,,,,1156.48,235.60,920.88,3,CLSD
327467,El-Family Mohandessin,778,19062026,10:26:56,,,,7363.12,1408.50,5954.62,7,CLSD
327468,Family Mohandessin Main Road,727,13-Jun-2026,11:58:38,,,,2783.13,488.47,2294.66,5,
327469,hope maadi-A,753,28062026,13:46:22,,,,856.86,187.24,669.62,3,CLSD
327471,EL LIFE LNE FAISAL25,773,26062026,14:57:43,Mustafa Nahhas 67 - MOHANDESSIN,,,4166.40,625.05,3541.35,5,
327473,EL LIFE LINE FAISAL 04,752,28062026,12:09:32,,,,3501.41,777.47,2723.94,3,CLSD
327474,EL MISR WH-179,750,14062026,13:35:14,mohandessin 226 Abbas st. school,,,4401.90,577.81,3824.09,6,
327476,AL OZHA IMBABA 011,776,19062026,16:12:33,,,,5128.20,1094.81,4033.39,6,CLSD
327477,el ALN OZHA IMBABA Branch 1,775,19062026,14:05:13,,,,4701.55,1144.94,3556.61,6,CLSD
327481,seha firts dokki (2),737,15062026,09:06:34,,,,901.75,187.82,713.93,7,
327482,PY/Seha irst Maadi-A,704,12062026,12:20:04,,Giza,Faisal,3498.66,331.06,3167.60,7,
327483,P/YSEHA FIRST MAADI Main Road,770,28062026,10:48:39,Mohandessin 218 Sudan st. mosque,,,500.91,71.54,429.37,2,
327485,el METRO 6th Zone,747,08062026,10:36:47,,,,1931.48,246.28,1685.20,7,
327486,el metro Braanch 1,781,16062026,12:26:54,,,,4917.45,613.85,4303.60,8,
327487,EL SHIFA MONTAZA 6th Zone,745,24-Jun-2026,09:52:22,177 mosque Mohandessin,,,6177.70,715.66,5462.04,15,CLSD
327488,el Omega Nozha 011557,722,18062026,10:01:27,mohandessin 201 Horreya st. mosque,,,9578.03,978.22,8599.81,15,
327490,El Tourath Imbaba 6th one,775,01062026,14:51:47,,,,2773.38,674.71,2098.67,2,CLSD
327491,Betteer Life Banha Branch 2,708,03062026,13:34:20,,,,3449.47,921.32,2528.15,8,CLSD
327492,Ph/Better Life Banha Branch 2,775,27062026,14:45:56,,,,6580.94,1595.04,4985.90,10,CLSD
327493,EL HOPE MOHANDESSIN Main Road,779,23062026,10:09:19,Geish 20 - Mohandesssin,,,1814.73,470.20,1344.53,5,
327496,PH green leaf mohandessin (2),753,04062026,15:40:12,"202 Tahrir st., near school, Mohandessin",,,2526.71,563.30,1963.41,4,
327497,Ph/Green Leaf Mohandessin Mall669,757,19062026,14:37:27,Mohandessin 45 Nile st. mosque,,,1166.49,296.61,869.88,4,
327498,El-Green Leaf Mohadnessin Branch 2995,701,26062026,13:09:01,,,,4031.51,620.96,3410.55,6,
327500,Nile Care Mohandessin-A,705,03-Jun-2026,11:16:21,"153 9th District st., near park, MOHANDESSIN",,,4256.07,321.46,3934.61,8,
327502,NILE CARE MOHANDESSI N04,754,09062026,08:48:05,,,,4325.85,438.78,3887.07,8,
327504,Care 24 Seven Mohandessin 04,742,28062026,11:49:38,,,,4683.75,875.69,3808.06,5,CLSD
327505,PH care 24 seven mohandessin Main Road,717,13062026,16:14:28,"165 Abbas st., near metro, Mohandessin",,,1489.91,136.78,1353.13,4,
327506,EL CARE 24 SEVEN MOHANDESSIN,759,23062026,11:38:42,96 park Mohandessin,,,7570.44,1419.44,6151.00,10,
327507,Angel Mohandessin,755,28062026,09:00:23,126 park Moahndessin,,,5942.73,749.14,5193.59,6,
327509,Sta Care Rehab View MainRoad,771,03062026,13:29:50,,Giza,Mohandessin,782.58,100.88,681.70,3,CLSD
327510,PH Elite Branch 2,746,14-Jun-2026,11:54:16,,,,1706.52,230.19,1476.33,6,CLSD
327511,EL BETTER LIFE,735,26062026,08:45:53,,,,1682.56,288.31,1394.25,2,
327512,Al Amal ohandessin,724,22062026,16:56:09,Moandessin 199 Nile st. bridge,,,6828.99,850.01,5978.98,8,CLSD
327513,PH al amal mohandessin 011,703,28062026,14:13:51,,Cairo,Nasr City,3726.77,324.53,3402.24,10,CLSD
