doc_no,qty,unit_price,line_value,vat_flag
305657,2,13.08,22.25,
305657,3,122.60,328.17,
305657,4,95.23,333.05,
305657,6,534.48,2883.67,
305657,5,143.18,639.77,
305657,2,79.13,136.20,
305657,4,7.63,27.90,
305661,2,11.33,20.35,
305661,4,158.08,545.36,
305661,5,153.82,662.54,
305661,4,23.16,85.04,
305661,3,8.06,21.68,
305661,3,161.12,438.36,
305661,4,126.46,450.75,
305661,4,11.80,43.61,
305662,6,161.12,701.37,
305662,5,312.80,1165.94,
305662,3,34.65,77.76,
305662,2,80.31,112.06,
305662,4,500.31,1337.51,
305662,6,11.80,50.35,
305662,5,189.83,722.05,
305662,3,64.90,149.83,
305662,3,22.61,48.63,
305662,3,259.44,626.72,
305662,6,118.12,509.51,
305662,3,183.74,363.75,
305662,4,12.36,34.32,
305663,4,223.68,696.26,
305663,5,123.78,479.80,
305663,3,227.28,526.73,
305663,5,136.95,549.33,
305663,2,412.02,680.95,
305663,5,24.58,100.47,
305663,5,145.20,557.44,
305663,3,434.70,970.40,
305663,4,42.66,138.75,
305663,4,87.94,266.05,
305663,7,89.18,482.06,
305663,4,120.60,432.05,
305663,3,434.28,1058.01,
305666,6,44.28,239.81,
305666,3,440.16,1261.01,
305666,5,61.85,276.19,
305666,5,12.46,58.18,
305668,5,121.66,499.18,
305668,10,188.40,1566.97,
305668,5,90.91,397.27,
305668,4,145.92,501.66,
305668,1,62.95,52.26,
305668,3,19.64,50.03,
305668,5,464.61,1931.65,
305668,4,41.67,143.55,
305668,3,78.11,198.93,
305668,2,122.60,214.10,
305668,3,124.96,320.54,
305668,5,12.71,52.59,
305671,5,13.74,59.48,
305671,5,115.88,478.79,
305671,3,170.02,430.41,
305671,3,45.54,127.29,
305672,6,103.39,527.28,
305672,6,101.86,558.79,
305672,4,18.38,63.24,
305672,3,526.32,1370.70,
305672,1,12.79,11.80,
305672,5,12.50,58.46,
305672,7,138.02,832.10,
305674,8,13.13,83.08,
305674,4,160.69,473.15,
305674,5,12.50,48.71,
305674,9,7.85,55.89,
305675,7,98.98,608.61,
305675,3,308.07,741.26,
305676,4,406.98,1328.14,
305676,4,44.87,134.47,
305676,6,12.98,61.33,
305676,2,261.60,398.83,
305676,2,26.38,39.30,
305677,5,75.52,267.89,
305677,2,86.78,129.62,
305677,3,173.18,406.15,
305677,4,125.66,377.15,
305677,1,24.14,17.48,
305677,2,125.93,190.83,
305677,6,132.26,603.43,
305677,2,18.04,26.46,
305677,3,21.96,49.98,
305677,3,17.30,38.24,
305684,1,114.46,98.27,
305684,6,19.51,102.39,
305684,5,62.04,281.02,
305684,3,48.96,134.88,
305684,6,17.62,90.25,
305684,3,24.50,65.69,
305684,5,487.05,2032.64,
305684,5,466.14,2108.93,
305684,8,23.66,165.35,
305684,1,398.16,328.09,
305684,8,58.07,385.25,
305684,5,100.70,452.34,
305685,4,165.22,509.58,
305685,5,12.58,50.27,
305685,3,235.20,559.51,
305685,4,123.55,410.25,
305685,4,45.41,140.70,
305685,7,44.73,247.09,
305685,8,417.90,2723.74,
305685,3,112.45,266.69,
305687,3,34.82,97.26,
305687,4,8.52,31.14,
305687,4,8.66,32.75,
305687,5,252.72,1139.38,
305687,2,237.12,420.86,
305687,3,8.38,22.63,
305687,6,142.03,789.08,
305688,6,23.76,111.83,
305688,4,60.39,178.31,
305688,3,162.18,389.53,
305688,6,34.72,160.17,
305688,4,192.54,657.20,
305688,3,141.37,329.67,
305688,6,24.00,112.54,
305688,4,547.23,1802.55,
305688,8,47.79,308.61,
305688,7,24.86,140.32,
305688,5,249.60,1004.03,
305688,6,485.52,2337.82,
305688,8,16.72,111.68,
305688,6,30.56,148.27,
305689,7,23.69,138.40,
305689,7,545.70,2896.60,
305689,2,78.19,119.80,
305689,3,21.74,48.30,
305689,4,78.26,258.85,
305689,6,79.29,373.54,
305689,6,21.84,101.38,
305693,6,153.82,783.83,
305693,3,44.28,115.45,
305693,3,104.54,264.71,
305693,4,40.91,145.43,
305693,6,17.39,84.84,
305693,3,60.51,150.30,
305693,4,419.58,1399.29,
305693,5,182.34,785.72,
305693,2,23.74,37.42,
305694,7,13.03,67.35,
305694,4,256.08,770.75,
305694,5,255.84,934.38,
305694,5,85.57,337.73,
305694,2,44.55,67.05,
305694,4,79.36,250.96,
305694,5,94.37,369.14,
305694,7,258.24,1484.21,
305694,3,479.91,1178.55,
305694,2,187.17,281.37,
305694,5,63.26,239.77,
305694,4,22.25,68.83,
305695,3,181.63,510.46,
305695,2,62.22,113.52,
305695,6,83.21,458.44,
305695,4,309.65,1007.90,
305696,6,57.04,265.65,
305696,6,93.70,498.85,
305696,3,522.75,1306.69,
305696,3,35.21,87.78,
305697,5,12.95,52.28,
305697,7,529.38,2958.45,
305697,4,146.07,465.38,
305697,4,63.14,205.44,
305697,6,11.41,56.83,
305697,5,66.12,272.85,
305697,3,81.17,190.29,
305697,5,316.58,1253.51,
305697,1,140.45,120.64,
305697,4,19.06,63.89,
305698,6,163.68,858.60,
305698,2,75.20,132.07,
305698,5,92.16,415.47,
305698,6,466.65,2505.34,
305698,9,234.48,1837.94,
305698,3,242.64,639.69,
305701,7,87.94,538.23,
305701,6,17.98,94.12,
305701,2,533.97,948.90,
305701,6,394.38,2087.39,
305701,5,121.04,551.85,
305701,2,115.05,208.35,
305701,2,184.62,309.81,
305701,6,23.35,119.55,
305701,3,181.10,465.56,
305701,1,227.04,195.16,
305701,4,239.04,822.86,
305701,3,18.90,47.31,
305701,4,161.42,538.95,
305703,4,41.94,136.07,
305703,6,41.36,195.42,
305703,2,109.27,178.55,
305707,4,34.88,116.44,
305707,6,23.90,130.48,
305707,4,208.90,675.85,
305707,4,45.63,158.83,
305707,7,186.96,1136.76,
305710,5,153.98,614.10,
305710,5,140.84,564.76,
305710,9,449.40,3103.07,
305710,3,23.23,59.09,
305710,3,110.33,256.31,
305710,6,138.73,653.77,
305713,5,160.66,674.10,
305713,5,63.87,280.56,
305713,2,18.86,33.34,
305713,2,17.71,29.80,
305713,4,8.44,29.86,
305713,5,315.00,1350.63,
305714,3,25.73,57.02,
305714,2,26.06,36.11,
305714,6,434.28,1952.21,
305714,3,162.64,378.23,
305714,9,42.57,263.88,
305714,5,528.87,2010.45,
305714,5,95.81,354.71,
305714,2,163.15,239.72,
305714,5,306.18,1150.29,
305714,6,216.48,1000.98,
305714,5,31.68,113.35,
305714,2,96.38,150.21,
305715,2,109.03,200.91,
305715,4,178.29,663.29,
305715,4,11.93,41.69,
305715,8,128.96,869.13,
305715,2,88.32,160.90,
305715,3,63.20,163.44,
305715,5,81.48,376.24,
305715,5,23.02,99.13,
305716,3,485.01,1220.28,
305716,4,140.71,497.27,
305716,5,144.67,640.54,
305716,5,139.23,612.02,
305716,7,13.25,76.20,
305716,5,60.57,262.64,
305716,3,8.22,22.24,
305716,4,24.53,84.71,
305719,3,123.43,327.08,
305719,8,12.31,88.64,
305719,6,78.03,408.49,
305719,4,22.78,80.54,
305719,5,308.70,1287.77,
305719,2,17.14,32.28,
305719,5,60.15,265.60,
305719,3,86.40,238.54,
305719,3,55.21,142.11,
305719,8,127.32,893.02,
305719,5,77.32,345.19,
305720,8,168.78,1179.70,
305720,3,205.21,606.53,
305720,4,105.12,366.86,
305720,5,191.27,816.62,
305720,3,33.53,86.22,
305721,4,8.13,24.84,
305721,4,148.50,483.25,
305721,4,411.60,1374.42,
305721,6,64.54,320.55,
305721,2,11.41,17.55,
305721,5,25.27,108.71,
305722,4,111.86,435.92,
305722,4,11.49,41.62,
305722,6,55.45,300.12,
305722,1,134.51,120.12,
305722,3,176.18,463.14,
305722,3,13.24,36.12,
305722,2,159.60,295.05,
305723,5,13.39,53.17,
305723,2,30.62,44.13,
305723,6,96.19,408.95,
305723,4,126.02,358.11,
305724,3,551.31,1472.16,
305724,4,48.74,171.85,
305724,6,25.87,141.71,
305724,6,120.24,641.33,
305724,4,139.00,521.07,
305724,2,42.21,73.76,
305724,6,194.55,984.44,
305724,5,199.06,900.98,
305724,7,7.40,45.09,
305724,5,208.90,867.51,
305724,10,93.12,855.36,
305726,3,287.60,646.70,
305726,3,11.53,29.79,
305726,5,252.00,1023.47,
305726,3,139.00,308.95,
305726,4,19.30,57.23,
305726,3,225.30,464.19,
305726,4,159.81,478.50,
305726,4,338.31,1081.88,
305727,5,120.12,545.44,
305727,3,43.83,111.97,
305727,6,36.17,183.71,
305727,5,181.98,842.83,
305727,4,342.41,1234.63,
305728,4,13.49,43.08,
305728,5,243.60,916.89,
305728,2,157.32,253.29,
305728,2,136.95,204.51,
305728,2,8.51,13.70,
305728,7,161.12,936.93,
305728,5,207.67,824.99,
305728,1,256.08,191.92,
305728,3,158.69,390.33,
305729,6,158.84,725.07,
305729,5,17.35,59.78,
305730,3,13.53,36.52,
305730,1,71.67,62.08,
305730,3,12.13,31.43,
305730,5,242.40,1066.87,
305730,5,34.25,156.40,
305730,2,23.09,40.47,
305730,2,101.76,189.31,
305731,4,60.02,228.49,
305731,3,343.98,933.39,
305731,4,17.86,58.89,
305731,4,41.58,146.93,
305734,4,7.86,25.61,
305734,5,158.23,689.45,
305734,5,63.20,257.78,
305734,7,452.76,2363.34,
305734,5,104.16,433.79,
305734,5,118.47,487.40,
305734,9,58.87,467.17,
305734,4,145.20,502.25,
305734,2,12.75,20.69,
305734,7,138.02,787.10,
305734,5,139.08,546.06,
305735,3,402.78,1063.80,
305735,6,7.75,39.86,
305735,4,40.95,142.26,
305735,6,16.22,82.43,
305735,4,66.43,216.33,
305735,3,192.54,455.13,
305736,3,182.69,399.11,
305736,2,144.10,223.33,
305736,5,66.19,239.38,
305736,4,496.74,1467.01,
305736,7,80.70,423.62,
305736,2,84.54,126.99,
305736,3,132.92,282.73,
305736,5,153.52,544.53,
305736,4,11.54,35.21,
305737,3,559.47,1425.82,
305737,4,79.60,266.43,
305737,5,440.16,1932.68,
305739,4,41.04,137.13,
305739,2,155.34,266.68,
305739,3,17.53,42.22,
305739,3,104.64,270.61,
305739,5,129.68,532.71,
305741,4,22.10,70.57,
305741,6,41.31,203.58,
305741,6,216.28,1039.93,
305741,2,32.64,51.97,
305741,6,71.59,341.61,
305741,4,254.40,819.19,
305742,3,192.29,415.47,
305742,3,300.51,694.79,
305742,3,79.52,182.35,
305742,3,31.55,74.60,
305742,1,146.38,111.99,
305743,5,109.27,439.34,
305743,7,193.25,1060.68,
305743,5,92.64,384.11,
305743,2,223.66,316.86,
305743,5,325.71,1272.29,
305743,3,11.78,29.83,
305743,5,477.36,1763.07,
305743,5,58.07,224.56,
305743,5,263.28,985.75,
305743,5,464.10,1846.65,
305743,4,16.65,52.75,
305743,1,100.80,77.47,
305743,3,383.04,1020.64,
305743,6,432.60,2150.54,
305744,4,12.85,47.47,
305744,4,19.04,68.87,
305744,2,510.51,904.17,
305744,3,211.36,590.11,
305746,4,100.13,364.34,
305746,6,8.22,43.59,
305746,2,8.69,15.49,
305746,2,23.23,41.45,
305747,5,393.12,1519.31,
305747,4,82.19,246.30,
305748,5,121.66,551.65,
305748,1,103.58,98.16,
305748,2,198.24,340.47,
305748,2,197.21,333.35,
305748,5,7.30,33.06,
305752,7,126.85,630.69,
305752,4,174.24,544.83,
305752,4,33.59,91.19,
305752,2,201.11,310.45,
305752,11,24.50,208.29,
305752,5,190.43,696.85,
305753,6,25.70,126.71,
305753,5,17.03,70.22,
305753,2,57.52,94.78,
305753,3,207.05,538.63,
305753,6,12.95,64.17,
305753,6,217.71,1128.89,
305753,4,164.91,573.12,
305753,2,209.92,374.70,
305753,8,133.45,881.76,
305755,2,22.10,35.34,
305755,4,201.11,696.59,
305755,3,13.58,33.89,
305755,4,420.00,1396.53,
305755,4,7.50,25.50,
305755,4,12.20,39.37,
305757,4,7.34,26.24,
305757,5,120.38,584.52,
305757,2,188.19,361.98,
305757,3,30.49,78.16,
305757,3,66.49,183.16,
305757,4,48.92,179.53,
305757,5,57.10,247.57,
305757,3,12.63,35.46,
305757,7,43.34,279.99,
305757,5,31.48,142.07,
305758,5,181.81,828.94,
305758,4,19.22,70.25,
305758,4,119.77,383.60,
305758,2,24.41,42.31,
305758,4,146.07,521.29,
305758,2,501.84,906.50,
305758,4,101.57,337.88,
305758,2,81.40,138.55,
305760,3,70.81,169.27,
305760,4,96.19,338.49,
305760,4,128.27,429.05,
305760,3,31.12,77.35,
305760,5,82.90,330.92,
305760,5,96.96,413.92,
305760,4,140.58,495.34,
305763,2,80.54,141.77,
305763,4,191.31,601.38,
305763,5,155.34,624.16,
305763,4,17.30,55.37,
305763,3,315.00,767.03,
305764,4,140.30,461.55,
305764,5,142.03,594.28,
305766,1,308.07,278.07,
305766,4,206.85,772.43,
305766,5,35.87,172.27,
305766,4,81.01,308.86,
305766,4,116.35,433.55,
305766,4,22.46,87.03,
305766,4,228.48,859.82,
305767,5,16.67,59.56,
305767,7,421.26,2363.49,
305767,4,139.52,427.80,
305767,5,16.94,63.57,
305767,3,258.00,533.19,
305767,4,453.18,1411.86,
305767,5,415.80,1575.74,
305767,8,198.85,1229.82,
305767,3,452.76,1058.32,
305767,7,393.12,2218.99,
305767,6,7.92,38.10,
305767,2,96.29,149.62,
305769,3,167.20,444.58,
305769,7,201.72,1206.04,
305769,3,78.89,196.24,
305772,3,133.98,333.17,
305772,7,109.98,601.15,
305774,2,8.69,15.46,
305774,3,12.85,36.48,
305774,6,161.58,929.79,
305774,4,151.39,562.15,
305776,4,187.97,594.40,
305776,4,341.46,1216.58,
305776,5,169.31,681.82,
305778,5,305.87,1319.05,
305778,4,123.95,421.94,
305778,4,556.41,2037.62,
305778,3,123.29,341.55,
305778,3,454.02,1278.90,
305778,6,219.97,1243.31,
305778,6,49.01,271.88,
305778,4,23.62,84.76,
305781,1,17.41,14.92,
305781,3,30.79,78.05,
305781,2,13.46,23.06,
305781,3,12.05,31.67,
305781,3,21.86,59.85,
305781,2,547.23,888.69,
305781,5,13.09,57.14,
305781,1,213.00,180.97,
305781,4,550.29,1809.63,
305781,5,25.10,114.22,
305781,5,107.38,463.47,
305782,5,91.30,392.42,
305782,2,16.70,27.17,
305782,5,22.94,95.15,
305782,1,453.18,397.44,
305782,2,13.63,21.43,
305782,4,102.62,354.65,
305784,4,230.88,705.17,
305784,6,7.55,34.22,
305784,4,81.40,244.33,
305786,2,76.07,122.16,
305786,4,91.01,296.89,
305786,3,188.50,429.42,
305786,2,120.60,183.18,
305786,7,12.78,67.69,
305786,4,380.52,1190.23,
305786,4,98.11,314.57,
305788,3,138.73,324.98,
305788,6,41.90,206.62,
305788,3,61.61,155.18,
305798,6,316.26,1651.30,
305798,5,151.85,679.63,
305798,4,507.45,1711.02,
305798,4,120.78,404.63,
305798,3,307.13,812.33,
305798,5,81.25,348.00,
305798,5,386.40,1567.04,
305798,3,7.75,19.32,
305798,2,409.50,691.86,
305798,6,11.66,58.12,
305798,4,160.16,562.10,
305798,5,523.26,2156.66,
305799,3,74.34,198.11,
305799,2,105.02,197.36,
305799,4,193.25,660.79,
305799,5,17.80,83.66,
305799,3,8.50,24.53,
305799,3,43.88,112.11,
305799,4,49.50,182.14,
305799,4,524.28,1816.43,
305799,2,33.66,59.16,
305800,5,119.06,450.02,
305800,4,222.43,637.94,
305800,1,236.40,183.30,
305800,5,162.80,595.87,
305800,4,62.40,178.25,
305800,4,503.88,1535.81,
305805,2,141.24,230.36,
305805,3,257.52,620.82,
305805,2,45.05,64.79,
305805,3,393.96,887.49,
305806,3,7.54,17.49,
305806,6,542.13,2391.38,
305806,1,12.61,10.09,
305806,5,87.46,310.63,
305806,3,131.74,326.99,
305806,3,533.46,1319.13,
305806,3,147.74,339.98,
305806,5,22.87,95.63,
305807,5,136.80,576.56,
305807,6,97.44,511.08,
305807,3,115.64,275.33,
305811,4,87.36,284.69,
305811,4,16.94,57.23,
305813,3,123.55,264.78,
305813,4,12.10,34.92,
305813,5,64.97,239.65,
305813,5,199.88,718.39,
305813,5,125.79,458.64,
305813,4,308.07,909.18,
305813,3,35.90,84.32,
305813,3,171.95,375.01,
305813,4,16.97,50.78,
305813,4,11.80,36.16,
305815,3,26.02,59.29,
305815,3,62.28,139.58,
305815,4,65.76,191.05,
305815,8,92.16,563.89,
305817,4,134.90,495.88,
305817,2,456.12,859.29,
305817,4,126.85,492.31,
305817,3,313.43,834.05,
305817,2,109.39,202.25,
305817,6,25.92,145.28,
305817,6,89.95,459.08,
305818,3,42.98,98.76,
305818,3,77.17,187.48,
305818,6,158.38,706.74,
305818,3,217.92,496.92,
305819,7,8.43,45.95,
305819,3,146.07,337.17,
305819,5,67.10,278.43,
305819,3,558.45,1304.50,
305820,2,102.05,168.20,
305820,7,62.04,389.47,
305820,4,227.52,720.16,
305820,6,393.54,2019.86,
305820,3,501.33,1283.13,
305820,3,41.54,104.81,
305820,3,206.03,522.80,
305820,3,18.95,52.81,
305820,3,32.74,85.95,
305821,2,136.62,213.26,
305821,4,120.24,419.85,
305821,4,446.88,1381.62,
305821,4,143.35,461.99,
305821,5,19.12,73.11,
305824,3,16.40,40.06,
305824,3,93.89,228.42,
305824,5,345.24,1475.97,
305824,5,98.69,421.24,
305824,3,234.72,610.01,
305824,2,43.29,71.05,
305824,3,145.46,376.48,
305825,4,107.14,344.95,
305825,2,199.47,315.54,
305825,4,43.97,132.41,
305825,2,402.78,599.60,
305825,5,23.71,89.86,
305825,4,63.50,200.76,
305825,5,189.42,783.93,
305825,5,26.26,89.29,
305827,10,217.20,1707.87,
305827,3,467.16,1262.39,
305827,3,295.79,761.35,
305827,5,12.26,55.51,
305827,5,325.08,1437.66,
305827,5,332.64,1525.09,
305827,4,224.07,816.50,
305827,6,18.94,97.34,
305827,3,380.52,1034.83,
305827,2,139.84,248.62,
305829,5,132.13,537.51,
305829,3,314.37,766.03,
305829,1,18.20,16.00,
305829,3,127.25,328.25,
305829,3,149.11,358.45,
305829,7,88.99,506.15,
305829,3,112.57,272.51,
305829,6,292.95,1433.32,
305833,6,8.78,46.54,
305833,6,176.70,971.73,
305833,3,86.69,232.95,
305833,5,139.13,589.50,
305833,4,16.65,62.12,
305833,8,142.27,1049.42,
305833,3,104.26,272.99,
305833,6,11.83,63.84,
305833,4,18.07,67.95,
305833,5,41.72,196.02,
305835,2,24.43,39.54,
305835,6,190.45,862.65,
305835,5,78.19,313.38,
305835,6,137.28,645.08,
305836,4,43.92,152.01,
305836,3,84.39,205.38,
305836,6,7.62,37.48,
305836,3,35.51,96.73,
305836,3,61.67,162.71,
305836,6,307.44,1484.54,
305836,2,41.36,67.19,
305836,6,63.01,338.59,
305837,4,331.07,1178.81,
305837,2,7.80,13.46,
305837,3,66.86,171.15,
305837,4,121.54,432.40,
305838,7,203.98,1194.78,
305838,2,16.63,25.52,
305838,7,176.53,992.07,
305838,3,36.00,86.30,
305838,4,7.50,22.64,
305838,2,94.94,149.44,
305838,2,72.61,117.42,
305838,4,191.06,600.16,
305844,4,101.18,344.83,
305844,4,295.47,1019.51,
305844,4,528.36,1681.37,
305844,5,11.91,51.18,
305844,6,221.61,1092.10,
305844,5,17.28,71.73,
305844,3,217.92,520.44,
305844,6,8.40,41.69,
305846,7,196.19,1054.64,
305846,6,56.79,247.67,
305846,2,229.44,360.84,
305846,6,323.51,1523.70,
305846,3,205.62,467.30,
305846,2,34.78,56.77,
305846,8,231.60,1528.13,
305846,3,7.22,16.08,
305846,3,234.96,551.07,
305846,2,25.42,38.59,
305848,3,130.15,346.76,
305848,4,186.14,673.70,
305848,6,219.35,1114.26,
305848,2,530.40,876.98,
305848,6,165.97,828.77,
305848,6,71.51,350.43,
305848,5,63.14,299.94,
305848,4,75.36,254.80,
305850,4,13.06,42.27,
305850,7,86.11,445.76,
305850,5,23.86,97.32,
305850,4,137.68,415.71,
305850,3,7.33,16.58,
305850,6,42.39,179.72,
305850,3,196.60,427.10,
305850,4,48.96,145.23,
305850,7,108.68,566.02,
305851,2,18.11,26.77,
305851,4,122.37,401.98,
305851,3,33.20,75.09,
305851,3,44.82,95.87,
305851,3,31.22,71.92,
305851,4,21.84,65.06,
305852,4,13.55,46.29,
305852,2,76.62,134.02,
305852,8,258.00,1857.21,
305852,5,468.18,2074.36,
305852,6,128.97,684.89,
305855,5,337.05,1465.28,
305855,2,193.52,337.94,
305855,5,33.59,156.21,
305855,3,46.71,125.56,
305855,2,419.16,752.71,
305857,2,46.35,73.73,
305857,3,7.43,17.76,
305857,4,253.20,791.26,
305857,6,498.27,2314.49,
305857,1,74.89,57.55,
305857,3,33.69,79.87,
305857,7,72.14,398.24,
305857,4,299.25,1006.83,
305857,5,103.78,384.51,
305857,4,24.41,72.10,
305857,3,8.66,19.75,
305857,4,174.94,531.80,
305859,9,17.96,118.45,
305859,4,284.76,900.95,
305859,4,186.91,572.56,
305859,5,103.97,415.12,
305859,6,44.96,206.30,
305862,2,139.38,246.06,
305862,7,249.60,1437.57,
305862,2,315.95,540.26,
305862,5,133.19,581.65,
305862,3,322.56,810.15,
305864,5,11.40,51.47,
305864,4,454.86,1778.90,
305864,4,24.38,89.46,
305864,5,30.56,130.74,
305864,3,30.53,81.93,
305864,2,64.42,107.80,
305864,4,47.48,168.09,
305865,4,519.18,1766.92,
305865,2,139.39,233.53,
305869,5,79.76,353.71,
305869,3,253.44,684.43,
305869,6,154.13,771.26,
305870,7,206.23,1242.30,
305870,4,22.32,75.21,
305870,2,177.94,301.96,
305870,6,8.70,47.29,
305870,1,189.38,162.96,
305870,7,19.37,119.31,
305870,4,35.67,114.80,
305870,8,22.01,156.56,
305872,2,497.76,795.73,
305872,1,189.38,143.37,
305872,5,8.73,34.26,
305872,5,61.43,242.33,
305872,1,22.82,17.31,
305872,4,121.70,386.79,
305872,4,33.76,109.59,
305872,5,247.92,957.80,
305872,7,181.10,988.62,
305872,6,542.13,2526.76,
305872,5,539.07,2014.84,
305873,3,45.14,122.78,
305873,4,378.84,1322.83,
305873,2,107.03,194.31,
305873,9,44.73,343.78,
305873,5,442.26,1958.14,
305873,4,190.08,667.84,
305873,3,324.14,887.61,
305873,1,23.83,21.06,
305873,3,146.53,386.16,
305875,4,59.60,201.97,
305875,2,58.38,96.67,
305875,3,417.90,1017.24,
305875,4,416.22,1378.35,
305875,4,74.89,267.35,
305875,2,44.51,68.72,
305875,3,250.56,591.25,
305875,5,49.05,193.70,
305877,1,44.55,37.88,
305877,4,7.62,26.16,
305877,5,475.32,1997.29,
305877,3,65.76,170.82,
305877,7,60.76,398.95,
305877,7,8.15,51.32,
305877,4,12.53,44.75,
305878,3,64.84,177.78,
305878,2,22.90,39.38,
305878,3,517.14,1289.17,
305878,3,166.90,461.95,
305878,4,249.84,878.39,
305878,2,17.87,30.89,
305880,5,17.46,64.08,
305880,1,22.63,18.52,
305880,5,34.06,126.71,
305880,2,389.76,558.08,
305880,6,557.94,2627.32,
305880,2,165.22,234.53,
305880,2,8.44,13.96,
305880,4,45.09,132.96,
305881,2,457.38,766.31,
305881,4,63.81,214.38,
305881,7,86.78,530.19,
305881,4,203.98,634.25,
305881,3,198.44,479.25,
305881,4,123.55,409.66,
305881,5,56.97,242.92,
305881,3,459.06,1219.44,
305882,2,154.13,257.94,
305882,5,24.22,101.27,
305882,4,16.97,59.60,
305882,4,176.00,596.16,
305882,4,31.19,112.10,
305888,3,49.14,127.44,
305888,9,231.84,1768.95,
305888,4,457.80,1413.02,
305888,3,333.27,786.79,
305888,2,61.43,97.17,
305892,5,334.53,1386.49,
305892,4,12.23,42.28,
305892,3,24.96,62.85,
305892,4,161.39,555.17,
305892,6,65.15,321.78,
305892,3,12.75,34.24,
305892,5,12.61,48.54,
305892,6,35.84,182.79,
305892,2,77.40,132.98,
305892,7,125.91,777.83,
305892,2,308.07,535.93,
305892,3,251.76,670.96,
305893,4,507.45,1845.73,
305893,2,94.56,176.10,
305893,5,296.10,1296.82,
305894,8,458.64,2901.38,
305894,6,61.73,298.98,
305897,5,129.68,545.98,
305897,2,11.43,19.60,
305897,5,7.60,32.05,
305897,3,208.08,547.31,
305897,2,16.22,28.44,
305897,5,136.88,614.21,
305898,6,11.28,48.26,
305898,2,65.15,101.90,
305898,3,335.16,762.67,
305898,2,185.33,293.75,
305898,6,42.66,211.98,
305898,2,8.74,13.49,
305898,3,12.25,30.45,
305898,4,334.22,1121.28,
305898,1,481.95,389.46,
305899,4,557.94,1841.46,
305899,6,174.77,903.61,
305899,5,392.28,1642.90,
305899,5,495.21,2380.84,
305899,3,82.35,208.58,
305899,4,224.27,774.87,
305899,4,242.88,789.90,
305901,9,13.70,103.68,
305901,4,8.12,26.54,
305901,2,132.92,219.03,
305901,4,46.49,152.53,
305902,3,168.43,438.10,
305902,3,303.66,771.09,
305902,5,140.71,650.89,
305902,3,175.65,461.25,
305902,7,100.32,611.56,
305902,5,450.66,1946.84,
305902,8,13.21,92.20,
305902,3,47.61,126.95,
305902,6,11.94,63.37,
305902,4,8.52,30.94,
305902,2,8.29,14.05,
305902,1,112.45,98.22,
305902,3,519.18,1376.75,
305907,6,339.57,1635.82,
305907,5,44.01,173.79,
305907,5,47.75,187.25,
305907,7,7.90,47.90,
305907,6,11.29,52.31,
305907,5,460.74,1958.16,
305907,4,90.34,297.04,
305910,5,499.80,2116.39,
305910,3,133.06,319.27,
305910,4,23.09,81.93,
305910,3,165.44,421.01,
305910,4,417.90,1442.16,
305910,2,79.36,135.14,
305913,6,23.59,101.25,
305913,4,13.53,39.11,
305913,4,123.07,362.86,
305913,4,31.28,97.52,
305913,4,430.50,1320.48,
305913,1,326.34,243.40,
305913,4,33.10,94.80,
305913,4,219.97,667.62,
305913,4,167.20,518.85,
305914,3,58.80,135.46,
305914,2,18.70,29.77,
305914,2,177.58,257.41,
305914,2,215.25,327.09,
305914,6,57.95,273.47,
305914,3,433.86,1007.04,
305914,4,33.56,103.37,
305914,4,18.85,54.57,
305916,4,31.81,93.20,
305916,4,153.98,455.92,
305916,3,13.16,30.37,
305916,3,17.55,41.67,
305916,4,207.46,653.96,
305916,4,490.11,1558.76,
305916,6,106.32,507.76,
305916,3,88.22,194.13,
305916,4,22.42,66.77,
305917,5,123.07,447.51,
305917,5,113.63,438.02,
305917,4,203.36,610.93,
305917,3,110.68,250.58,
305918,3,119.59,303.29,
305918,2,55.45,96.93,
305918,5,192.54,839.54,
305918,3,11.40,30.66,
305918,7,82.03,519.90,
305918,5,207.87,965.91,
305922,2,46.26,84.96,
305922,5,25.66,116.53,
305922,2,210.13,395.26,
305922,8,41.45,317.34,
305922,7,44.78,287.80,
305922,3,129.56,356.27,
305922,3,159.30,407.60,
305922,3,187.44,500.64,
305922,5,75.67,339.19,
305922,4,109.74,406.89,
305922,6,8.38,46.78,
305924,4,23.93,74.00,
305924,2,189.38,288.12,
305924,2,76.69,115.50,
305924,5,65.76,250.55,
305924,4,34.42,111.88,
305924,3,64.11,152.81,
305924,4,21.96,64.53,
305925,4,186.55,579.46,
305925,3,59.78,141.66,
305925,5,234.72,949.33,
305928,4,86.19,242.95,
305928,3,146.98,323.89,
305928,4,133.98,417.94,
305928,5,129.56,489.84,
305928,5,22.25,86.15,
305928,5,218.33,794.79,
305928,3,22.01,51.23,
305928,5,534.48,2141.88,
305929,3,47.75,124.82,
305929,2,194.14,334.11,
305929,2,424.20,724.64,
305929,4,121.30,397.56,
305929,2,117.29,207.39,
305931,4,11.54,38.91,
305931,4,539.07,1862.78,
305931,5,186.74,746.56,
305931,4,12.18,42.54,
305938,4,152.15,544.04,
305938,2,404.04,691.71,
305938,3,12.70,35.61,
305938,2,235.20,434.09,
305938,5,316.58,1489.92,
305939,3,241.44,581.38,
305939,4,58.19,200.53,
305940,3,391.86,862.50,
305940,3,31.68,73.64,
305940,6,133.45,631.83,
305940,4,8.40,25.07,
305940,5,16.65,61.40,
305943,2,7.53,13.71,
