invoice_id,customer_id,placed_at_utc,delivery_slot,grand_total,paid_total,declared_items,campaign_ref,order_status
322694,2334,2026-03-09T17:38:08Z,,4482.21,4482.21,11,NONE,canceled
322697,2336,2026-03-23T14:39:28Z,,2772.68,2772.68,3,WINTER-FLYER,paid
322698,2336,2026-03-08T14:19:58Z,,1660.11,1660.11,3,LUX-R6,shipped
322701,2341,2026-03-28T08:25:31Z,,3956.86,3956.86,8,RAMADAN-BUNDLE,paid
322702,2341,2026-03-07T18:14:48Z,,5459.93,5459.93,7,,canceled
322706,2348,2026-03-28T07:30:21Z,,3727.9,,10,,paid
322711,2351,2026-03-01T19:25:21Z,,1156.97,1156.97,6,WINTER-FLYER,paid
322712,2351,2026-03-28T06:26:43Z,,591.61,,5,,paid
322715,2354,2026-03-17T14:03:05Z,,9112.3,,11,NONE,shipped
322724,2368,2026-03-12T21:43:18Z,,1793.42,1793.42,2,NONE,paid
322725,2374,2026-03-28T13:56:01Z,,1607.52,,4,LUX-R6,paid
322726,2375,2026-03-21T06:40:18Z,,1659.34,1659.34,2,LUX-R6,shipped
322733,2382,2026-03-08T21:38:57Z,,1805.33,,5,WINTER-FLYER,pending_hold
322738,2383,2026-03-26T11:00:29Z,,2676.28,2676.28,5,NONE,pending_hold
322739,2383,2026/03/03 21:28,,5794.02,,13,LUX-R6,canceled
322740,2386,2026-03-22T07:05:08Z,,9989.18,9989.18,10,NONE,paid
322743,2392,2026-03-26T10:24:33Z,,1460.3,,3,,canceled
322744,2392,2026-03-13T21:03:11Z,,1492.21,1492.21,4,NONE,paid
322754,2402,2026-03-18T19:07:28Z,,1342.04,,4,WINTER-FLYER,paid
322756,2404,2026-03-02T16:54:45Z,,4364.07,,10,,shipped
322757,2405,2026-03-03T20:18:59Z,,5265.29,5265.29,8,,paid
322760,2407,2026-03-05T19:59:16Z,,5567.7,5567.70,12,RAMADAN-BUNDLE,paid
322762,2407,2026-03-21T10:52:17Z,,4495.64,,7,NONE,paid
322767,2413,2026-03-05T21:03:26Z,,5368.3,,5,,shipped
322768,2421,2026-03-03T17:01:51Z,,1182.1,,3,LUX-R6,paid
322771,2427,2026-03-15T18:07:16Z,,2449.19,2449.19,5,RAMADAN-BUNDLE,shipped
322775,2430,2026-03-28T10:41:29Z,,1123.57,1123.57,4,LUX-R6,pending_hold
322778,2430,2026-03-15T20:00:06Z,,6366.96,,8,LUX-R6,pending_hold
322786,2437,2026-03-27T06:38:55Z,,6700.04,,12,WINTER-FLYER,paid
322791,2443,2026-03-26T08:47:54Z,,2269.34,,7,WINTER-FLYER,paid
322794,2446,2026-03-21T14:33:40Z,,2604.53,,8,RAMADAN-BUNDLE,paid
322795,2447,2026-03-16T18:08:08Z,,904.15,904.15,2,WINTER-FLYER,paid
322796,2448,2026-03-14T17:22:53Z,,2919.15,,5,RAMADAN-BUNDLE,paid
322802,2458,2026-03-21T06:50:39Z,,2984.89,2984.89,5,NONE,pending_hold
322803,2458,2026-03-07T16:13:54Z,,3748.54,,9,WINTER-FLYER,pending_hold
322804,2458,2026/03/13 21:40,,2797.75,,6,,shipped
322809,2462,2026-03-13T21:09:15Z,,5841.5,,8,NONE,paid
322812,2464,2026-03-11T14:54:57Z,,3341.93,,6,LUX-R6,canceled
322813,2464,2026-03-10T16:39:17Z,,6115.1,,12,NONE,paid
322814,2467,2026-03-20T10:05:21Z,,2223.29,2223.29,6,RAMADAN-BUNDLE,pending_hold
322817,2472,2026-03-03T19:35:32Z,,2909.52,2909.52,6,NONE,shipped
322826,2481,2026-03-24T10:34:38Z,,2813.98,2813.98,8,,paid
322837,2492,2026-03-14T18:28:45Z,,3258.11,3258.11,5,NONE,paid
322839,2495,2026-03-25T08:13:34Z,,2112.35,,5,LUX-R6,paid
322843,2502,2026-03-04T20:35:09Z,,3862.9,,8,WINTER-FLYER,shipped
322857,2515,2026-03-16T21:29:08Z,,3052.4,,6,LUX-R6,shipped
322859,2515,2026-03-21T15:47:31Z,,1734.15,1734.15,5,WINTER-FLYER,paid
322865,2519,2026-03-04T21:15:13Z,,1722.23,,4,NONE,pending_hold
322871,2533,2026-03-26T06:37:07Z,,1567.06,1567.06,4,LUX-R6,paid
322877,2539,2026-03-05T17:05:50Z,,3595.54,,6,,pending_hold
322878,2540,2026-03-25T12:06:14Z,,1828.02,,6,RAMADAN-BUNDLE,canceled
322881,2542,2026-03-07T19:51:40Z,,3752.36,,11,LUX-R6,paid
322882,2547,2026-03-25T11:28:31Z,,1648.55,,6,,shipped
322883,2547,2026/03/15 22:52,,1124.59,1124.59,3,NONE,paid
322884,2548,2026-03-13T21:41:42Z,,2769.42,,6,RAMADAN-BUNDLE,paid
322893,2561,2026-03-20T08:18:18Z,,1748.57,,4,RAMADAN-BUNDLE,paid
322905,2570,2026-03-04T19:19:42Z,,684.21,,3,NONE,shipped
322908,2575,2026-03-07T15:51:09Z,,3253.71,3253.71,5,NONE,paid
322909,2576,2026/03/16 18:11,,2848.71,,7,,shipped
322912,2579,2026-03-26T06:23:20Z,,6305.32,,6,NONE,pending_hold
322913,2580,2026-03-03T19:52:03Z,,2806.72,2806.72,8,NONE,paid
322916,2588,2026/03/10 20:54,,1244.41,,6,RAMADAN-BUNDLE,paid
322917,2589,2026-03-25T12:10:28Z,,3691.9,3691.90,8,NONE,paid
322921,2595,2026-03-24T10:05:17Z,,5775.32,5775.32,10,,canceled
322922,2596,2026-03-04T17:32:23Z,,2207.05,,3,RAMADAN-BUNDLE,pending_hold
322925,2602,2026-03-07T18:23:57Z,,1045.2,1045.20,6,,canceled
322930,2605,2026/03/24 13:27,,2511.56,2511.56,3,,paid
322931,2605,2026-03-23T06:41:21Z,,2638.25,,5,RAMADAN-BUNDLE,pending_hold
322935,2607,2026-03-12T19:51:40Z,,2826.19,2826.19,5,RAMADAN-BUNDLE,paid
322937,2609,2026-03-23T09:06:22Z,,2870.54,2870.54,6,RAMADAN-BUNDLE,paid
322938,2609,2026-03-01T09:10:24Z,,7779.25,,9,,paid
322944,2616,2026-03-20T07:36:39Z,,2681.93,,5,NONE,paid
322945,2616,2026-03-01T21:16:17Z,,8800.61,,6,,pending_hold
322946,2616,2026-03-05T21:19:10Z,,2578.01,,6,RAMADAN-BUNDLE,pending_hold
322948,2619,2026-03-26T08:42:24Z,,2109.08,,7,,pending_hold
322950,2622,2026-03-23T09:44:07Z,,3607.16,3607.16,7,RAMADAN-BUNDLE,paid
322955,2628,2026-03-20T07:46:49Z,,7420.39,,10,NONE,paid
322956,2633,2026-03-19T15:58:24Z,,12094.57,12094.57,7,LUX-R6,paid
322959,2643,2026-03-13T18:21:11Z,,6572.35,,9,RAMADAN-BUNDLE,paid
322964,2646,2026-03-28T06:53:45Z,,3514.12,3514.12,5,WINTER-FLYER,pending_hold
322965,2646,2026-03-14T19:08:37Z,,5319.61,5319.61,10,LUX-R6,shipped
322973,2658,2026-03-22T11:28:10Z,,3966.68,,7,LUX-R6,paid
322978,2663,2026-03-03T21:36:14Z,,8483.63,,6,NONE,paid
322985,2678,2026/03/28 08:53,,2735.9,,4,LUX-R6,pending_hold
322989,2681,2026-03-11T17:16:15Z,,5082.91,,8,NONE,paid
322994,2689,2026-03-05T21:18:20Z,,1547.73,1547.73,5,LUX-R6,canceled
322997,2695,2026-03-15T19:05:58Z,,1498.72,,7,WINTER-FLYER,shipped
322999,2697,2026/03/12 20:44,,2271.04,2271.04,3,NONE,canceled
323003,2703,2026-03-09T18:30:03Z,,4802.82,4802.82,9,RAMADAN-BUNDLE,paid
323004,2703,2026-03-19T19:16:40Z,,3339.83,,5,NONE,canceled
323006,2703,2026-03-11T21:16:26Z,,553.72,,2,RAMADAN-BUNDLE,pending_hold
323007,2706,2026-03-26T06:44:29Z,,4616.7,,7,NONE,paid
323008,2707,2026-03-05T21:43:37Z,,3427.63,,9,LUX-R6,shipped
323012,2709,2026-03-18T21:13:24Z,,5331.87,,15,NONE,paid
323019,2724,2026-03-28T10:44:08Z,,10946.23,10946.23,14,NONE,paid
323020,2725,2026-03-02T20:46:04Z,,1660.33,,5,LUX-R6,pending_hold
323022,2729,2026-03-08T20:08:20Z,,1798.14,,6,WINTER-FLYER,canceled
323028,2737,2026-03-11T18:26:56Z,,4796.89,,11,RAMADAN-BUNDLE,paid
323029,2740,2026/03/19 15:26,,7347.68,,9,WINTER-FLYER,paid
323033,2746,2026-03-13T16:38:28Z,,4654.81,,3,NONE,shipped
323036,2750,2026-03-23T13:55:22Z,,9579.22,,12,,canceled
323038,2753,2026-03-16T21:11:19Z,,5763.46,5763.46,7,NONE,canceled
323046,2761,2026-03-11T21:37:20Z,,2741.37,,6,NONE,canceled
323050,2763,2026-03-23T09:32:14Z,,7423.29,,15,,paid
323052,2769,2026-03-19T15:50:08Z,,2030.1,,3,WINTER-FLYER,shipped
323056,2773,2026-03-04T17:25:58Z,,2865.54,2865.54,7,NONE,canceled
323058,2781,2026-03-05T18:48:16Z,,2519.04,,7,WINTER-FLYER,shipped
323063,2790,2026-03-16T19:11:55Z,,4899.31,,11,NONE,pending_hold
323064,2791,2026-03-13T21:49:06Z,,2960.82,,5,WINTER-FLYER,paid
323067,2795,2026-03-03T21:15:42Z,,2360.75,2360.75,4,,paid
323072,2804,2026-03-10T21:32:03Z,,320.61,,2,NONE,paid
323073,2805,2026-03-24T12:38:40Z,,5902.99,5902.99,9,LUX-R6,paid
323076,2807,2026-03-15T20:58:06Z,,1175.4,,3,NONE,paid
323083,2816,2026-03-08T19:58:41Z,,3239.38,,6,WINTER-FLYER,paid
323089,2819,2026-03-11T10:38:13Z,,4072.62,4072.62,8,,canceled
323093,2824,2026-03-06T20:23:21Z,,1263.05,,4,LUX-R6,paid
323096,1004,2026-04-22T11:04:12Z,,4862.32,4862.32,10,NONE,paid
323099,1007,2026-04-01T06:57:01Z,,1935.56,,6,WINTER-FLYER,pending_hold
323105,1013,2026-04-28T10:31:25Z,,2294.42,2294.42,5,WINTER-FLYER,paid
323108,1017,2026-04-05T06:12:47Z,,6202.12,6202.12,7,,canceled
323111,1019,2026-04-11T12:18:59Z,,4161.68,,10,,paid
323112,1019,2026/04/16 17:35,,1501.24,,5,NONE,paid
323113,1019,2026-04-22T12:33:22Z,,3736.05,,7,NONE,shipped
323117,1021,2026-04-25T12:57:07Z,,2165.52,,6,RAMADAN-BUNDLE,paid
323118,1021,2026-04-13T16:49:08Z,,3437.47,3437.47,8,NONE,paid
323122,1021,2026-04-09T09:55:53Z,,7513.35,,7,WINTER-FLYER,paid
323123,1022,2026-04-04T11:02:25Z,,4729.11,4729.11,11,NONE,paid
323125,1031,2026-04-24T07:24:11Z,,1315.06,1315.06,6,RAMADAN-BUNDLE,paid
323129,1035,2026-04-25T10:01:01Z,,3262.04,3262.04,7,LUX-R6,paid
323131,1043,2026-04-25T06:58:44Z,,1459.72,,4,NONE,paid
323134,1047,2026-04-16T08:00:53Z,,1990.29,1990.29,2,WINTER-FLYER,shipped
323135,1047,2026-04-10T10:55:55Z,,2939.56,2939.56,5,WINTER-FLYER,paid
323136,1048,2026-04-12T15:13:09Z,,6329.29,6329.29,5,,paid
323137,1048,2026-04-28T12:16:49Z,,6757.43,,13,NONE,canceled
323143,1053,2026-04-04T07:52:12Z,,3759.91,,6,,pending_hold
323148,1054,2026-04-12T10:20:09Z,,1386.12,,4,RAMADAN-BUNDLE,paid
323150,1058,2026-04-18T10:31:26Z,,2813.76,2813.76,6,,paid
323153,1064,2026-04-27T10:52:50Z,,6698.94,6698.94,13,WINTER-FLYER,pending_hold
323157,1069,2026-04-25T15:08:47Z,,6635.19,6635.19,11,NONE,paid
323160,1075,2026-04-04T09:48:52Z,,736.59,,4,RAMADAN-BUNDLE,pending_hold
323163,1083,2026-04-21T10:31:08Z,,1276.38,1276.38,3,LUX-R6,paid
323166,1089,2026-04-22T06:28:22Z,,2994.86,2994.86,4,RAMADAN-BUNDLE,canceled
323170,1094,2026-04-25T06:24:54Z,,3145.18,3145.18,6,NONE,paid
323171,1094,2026-04-07T09:18:40Z,,2398.47,2398.47,6,LUX-R6,canceled
323173,1097,2026-04-13T09:43:41Z,,3410.69,,7,WINTER-FLYER,canceled
323176,1099,2026-04-07T07:07:12Z,,5841.71,,12,WINTER-FLYER,paid
323181,1105,2026-04-20T07:07:13Z,,849.24,,2,WINTER-FLYER,paid
323184,1116,2026-04-05T13:58:11Z,,1964.66,,6,RAMADAN-BUNDLE,paid
323186,1118,2026-04-06T12:56:16Z,,2049.79,,6,,shipped
323190,1123,2026-04-12T11:51:35Z,,2365.8,2365.80,8,,paid
323195,1134,2026-04-11T06:01:23Z,,9590.09,,15,RAMADAN-BUNDLE,paid
323198,1135,2026-04-22T14:57:41Z,,2594.01,2594.01,8,WINTER-FLYER,shipped
323200,1137,2026-04-22T12:40:50Z,,5890.65,5890.65,11,WINTER-FLYER,canceled
323201,1139,2026-04-13T11:58:52Z,,2132.74,,7,,paid
323203,1145,2026-04-09T19:46:37Z,,2867.46,,7,NONE,paid
323207,1151,2026-04-25T06:40:37Z,,1695.33,,5,NONE,paid
323210,1154,2026-04-07T11:29:37Z,,2329.84,2329.84,7,LUX-R6,canceled
323213,1159,2026-04-25T10:37:14Z,,4849.53,4849.53,10,NONE,paid
323214,1159,2026-04-17T11:29:34Z,,3989.74,,6,NONE,pending_hold
323222,1169,2026-04-03T12:03:47Z,,2568.12,2568.12,6,LUX-R6,shipped
323225,1178,2026-04-21T13:01:15Z,,7325.03,,9,LUX-R6,paid
323230,1181,2026-04-10T08:22:08Z,,3667.19,3667.19,7,LUX-R6,paid
323234,1184,2026-04-08T08:09:35Z,,6923.32,,8,,pending_hold
323236,1188,2026-04-05T13:00:41Z,,2865.72,,9,,canceled
323239,1194,2026-04-19T10:50:28Z,,1769.51,,4,WINTER-FLYER,shipped
323240,1196,2026-04-24T08:52:44Z,,2316.06,,2,WINTER-FLYER,paid
323244,1199,2026-04-23T07:14:01Z,,1821.07,,6,NONE,shipped
323245,1200,2026-04-28T09:51:33Z,,3046.54,,7,NONE,paid
323246,1201,2026-04-19T06:51:59Z,,4375.43,,8,NONE,paid
323251,1209,2026-04-04T08:14:39Z,,2054.04,,4,RAMADAN-BUNDLE,shipped
323264,1222,2026-04-23T09:22:25Z,,1969.59,1969.59,8,,paid
323265,1223,2026-04-20T14:33:33Z,,2564.32,,8,WINTER-FLYER,shipped
323267,1225,2026-04-24T06:07:35Z,,4379.92,4379.92,9,RAMADAN-BUNDLE,paid
323268,1226,2026-04-26T10:52:16Z,,2250.43,,5,RAMADAN-BUNDLE,canceled
323270,1226,2026-04-04T14:27:31Z,,2975.5,2975.50,9,NONE,paid
323275,1232,2026-04-16T10:09:16Z,,2946.43,,5,,pending_hold
323279,1237,2026-04-15T11:09:13Z,,2303.57,,5,WINTER-FLYER,paid
323282,1237,2026-04-15T10:26:26Z,,2086.18,,7,NONE,pending_hold
323287,1244,2026-04-28T13:57:17Z,,716.67,,3,NONE,canceled
323289,1250,2026-04-18T13:40:51Z,,4308.09,,10,LUX-R6,shipped
323292,1257,2026-04-23T06:32:44Z,,5906.29,5906.29,10,NONE,paid
323294,1258,2026-04-28T10:29:23Z,,3419.01,3419.01,4,RAMADAN-BUNDLE,pending_hold
323297,1261,2026-04-17T12:15:22Z,,4390.38,,5,,paid
323299,1262,2026/04/08 10:12,,4376.42,,9,,paid
323304,1273,2026/04/22 11:46,,2088.96,2088.96,7,WINTER-FLYER,pending_hold
323305,1276,2026-04-26T10:24:28Z,,2265.76,,7,LUX-R6,pending_hold
323307,1285,2026-04-28T09:28:51Z,,2102.0,2102.00,5,NONE,paid
323321,1298,2026-04-12T12:03:35Z,,3921.63,3921.63,6,NONE,paid
323322,1298,2026-04-02T08:10:26Z,,2632.04,2632.04,3,RAMADAN-BUNDLE,paid
323328,1305,2026-04-14T09:45:39Z,,2497.64,2497.64,5,NONE,canceled
323331,1306,2026-04-25T14:44:24Z,,6827.64,6827.64,10,NONE,shipped
323332,1309,2026-04-01T08:17:49Z,,1354.25,1354.25,6,RAMADAN-BUNDLE,shipped
323340,1322,2026-04-27T08:59:47Z,,1859.65,,6,NONE,canceled
323345,1325,2026-04-06T06:56:27Z,,4668.79,,11,LUX-R6,pending_hold
323347,1326,2026-04-27T08:24:34Z,,3260.43,3260.43,7,,paid
323348,1326,2026-04-18T11:44:01Z,,2707.23,2707.23,5,WINTER-FLYER,paid
323359,1334,2026-04-20T10:05:58Z,,4517.19,,11,LUX-R6,paid
323364,1339,2026/04/01 08:31,,1732.42,1732.42,4,,shipped
323365,1341,2026-04-25T11:40:30Z,,6083.75,,13,NONE,canceled
323366,1342,2026-04-20T11:24:28Z,,2102.84,,9,NONE,canceled
323367,1344,2026-04-07T14:33:18Z,,7518.0,,14,WINTER-FLYER,canceled
323374,1347,2026-04-08T10:54:07Z,,1683.21,1683.21,6,RAMADAN-BUNDLE,paid
323377,1352,2026-04-08T09:41:08Z,,2345.31,2345.31,7,RAMADAN-BUNDLE,canceled
323385,1364,2026-04-26T06:54:28Z,,4823.29,4823.29,12,LUX-R6,paid
323386,1365,2026-04-02T09:16:22Z,,5729.14,5729.14,14,WINTER-FLYER,paid
323387,1367,2026-04-18T08:58:07Z,,1825.95,1825.95,6,NONE,pending_hold
323392,1371,2026-04-26T06:54:32Z,,833.57,833.57,4,WINTER-FLYER,pending_hold
323395,1375,2026-04-03T10:10:16Z,,1516.72,,4,LUX-R6,canceled
323397,1379,2026-04-23T06:32:02Z,,2734.3,2734.30,3,WINTER-FLYER,paid
323398,1379,2026-04-04T14:13:17Z,,1596.01,,4,RAMADAN-BUNDLE,shipped
323399,1382,2026-04-03T13:56:07Z,,1271.15,1271.15,3,NONE,shipped
323404,1384,2026-04-07T12:36:02Z,,3377.52,,7,,pending_hold
323406,1388,2026-04-04T06:51:18Z,,3369.66,3369.66,6,RAMADAN-BUNDLE,canceled
323418,1401,2026-04-02T11:12:53Z,,7632.69,,7,NONE,canceled
323419,1403,2026-04-12T11:53:30Z,,7628.91,,9,NONE,paid
323422,1410,2026-04-15T08:04:05Z,,2216.36,,5,LUX-R6,paid
323432,1424,2026-04-16T07:41:28Z,,2498.11,,6,WINTER-FLYER,paid
323433,1427,2026-04-26T06:27:57Z,,2107.76,2107.76,5,WINTER-FLYER,canceled
323434,1427,2026-04-17T10:57:54Z,,1898.46,1898.46,8,NONE,canceled
323443,1435,2026-04-02T14:44:38Z,,11991.37,11991.37,14,,canceled
323444,1435,2026-04-16T11:34:59Z,,3200.65,,11,RAMADAN-BUNDLE,paid
323455,1448,2026-04-04T06:25:12Z,,4993.27,4993.27,8,RAMADAN-BUNDLE,paid
323457,1448,2026-04-08T10:43:09Z,,7299.26,7299.26,8,RAMADAN-BUNDLE,shipped
323463,1454,2026-04-25T13:07:27Z,,1576.8,,5,LUX-R6,paid
323465,1455,2026-04-26T06:22:53Z,,3302.88,,6,,pending_hold
323474,1466,2026-04-23T12:48:50Z,,5918.82,,10,WINTER-FLYER,shipped
323477,1471,2026-04-06T12:39:28Z,,1679.46,,2,,paid
323482,1475,2026/04/13 14:36,,1866.13,,4,RAMADAN-BUNDLE,canceled
323489,1483,2026-04-15T08:12:20Z,,2829.97,2829.97,6,,paid
323490,1483,2026-04-09T10:38:23Z,,3628.62,,5,NONE,paid
323491,1484,2026-04-23T10:43:46Z,,2078.62,,4,LUX-R6,pending_hold
323492,1484,2026-04-21T10:06:10Z,,4201.34,4201.34,12,RAMADAN-BUNDLE,canceled
323494,1488,2026-04-19T15:51:54Z,,3128.73,,5,,canceled
323497,1490,2026-04-09T15:02:05Z,,699.55,,3,RAMADAN-BUNDLE,paid
323498,1491,2026-04-14T10:56:27Z,,1848.88,,3,,paid
323501,1493,2026-04-03T15:08:22Z,,5042.54,5042.54,10,WINTER-FLYER,pending_hold
323510,1506,2026/04/15 10:59,,2980.72,,5,RAMADAN-BUNDLE,pending_hold
323514,1507,2026-04-10T13:30:59Z,,1819.14,1819.14,4,WINTER-FLYER,shipped
323515,1507,2026-04-22T06:28:10Z,,3170.93,,4,NONE,shipped
323521,1507,2026-04-27T06:55:29Z,,9276.72,,8,NONE,canceled
323530,1516,2026-04-19T14:05:35Z,,878.42,,6,,shipped
323531,1516,2026-04-01T06:38:02Z,,4905.47,4905.47,10,WINTER-FLYER,canceled
323534,1519,2026-04-06T11:54:11Z,,1661.15,1661.15,5,WINTER-FLYER,paid
323540,1524,2026-04-05T13:19:01Z,,3406.64,3406.64,6,NONE,paid
323541,1525,2026/04/23 18:17,,3449.1,,11,WINTER-FLYER,paid
323544,1536,2026-04-12T11:53:04Z,,1640.74,1640.74,4,RAMADAN-BUNDLE,paid
323545,1536,2026-04-25T16:09:40Z,,1381.07,,5,NONE,pending_hold
323548,1539,2026-04-20T13:23:05Z,,4384.02,,8,RAMADAN-BUNDLE,shipped
323549,1539,2026-04-21T07:21:16Z,,4309.15,,9,RAMADAN-BUNDLE,paid
323551,1540,2026-04-28T06:10:50Z,,3306.18,3306.18,8,WINTER-FLYER,canceled
323552,1540,2026-04-06T08:39:37Z,,2471.25,2471.25,6,LUX-R6,pending_hold
323555,1541,2026-04-15T10:31:16Z,,1691.53,1691.53,4,,paid
323563,1546,2026-04-25T09:35:57Z,,1859.41,1859.41,3,RAMADAN-BUNDLE,paid
323570,1554,2026-04-14T08:16:15Z,,6767.82,,6,NONE,shipped
323572,1554,2026-04-18T14:11:45Z,,4104.03,,7,RAMADAN-BUNDLE,paid
323581,1558,2026-04-09T11:27:43Z,,4285.1,,10,NONE,shipped
323600,1580,2026-04-06T11:52:34Z,,1895.07,,5,WINTER-FLYER,paid
323602,1581,2026-04-23T06:18:44Z,,267.97,,2,,shipped
323604,1584,2026-04-08T09:24:36Z,,1339.79,,5,NONE,canceled
323621,1601,2026-04-06T11:44:02Z,,2948.6,,8,LUX-R6,canceled
323625,1603,2026-04-18T06:54:52Z,,530.75,530.75,2,,pending_hold
323626,1604,2026-04-21T09:26:42Z,,1911.89,1911.89,4,NONE,canceled
323632,1610,2026-04-08T14:21:52Z,,2065.46,,5,NONE,paid
323635,1618,2026-04-10T09:29:27Z,,6363.56,,11,,paid
323637,1619,2026-04-01T06:19:33Z,,2127.63,2127.63,4,RAMADAN-BUNDLE,canceled
323639,1620,2026-04-14T09:59:53Z,,607.14,607.14,3,WINTER-FLYER,shipped
323642,1625,2026-04-09T06:15:25Z,,2559.48,,3,LUX-R6,pending_hold
323645,1632,2026-04-02T12:55:49Z,,2979.35,2979.35,3,NONE,paid
323646,1633,2026-04-25T08:56:47Z,,1777.76,,5,,paid
323647,1634,2026/04/23 15:09,,3680.59,,10,,shipped
323650,1637,2026-04-10T13:03:35Z,,2120.88,2120.88,7,LUX-R6,canceled
323653,1637,2026-04-13T10:27:30Z,,2302.41,,5,NONE,paid
323655,1641,2026-04-08T16:20:35Z,,1317.42,,6,NONE,paid
323657,1643,2026-04-22T07:00:40Z,,1441.11,,6,RAMADAN-BUNDLE,shipped
323659,1644,2026-04-12T06:53:40Z,,3430.68,,8,WINTER-FLYER,pending_hold
323661,1646,2026/04/18 12:57,,4766.92,4766.92,5,WINTER-FLYER,paid
323664,1650,2026-04-18T12:55:09Z,,280.69,280.69,3,,paid
323665,1655,2026-04-06T13:06:25Z,,3090.12,,5,LUX-R6,canceled
323677,1665,2026-04-08T09:01:00Z,,2137.73,,7,NONE,paid
323684,1669,2026-04-13T15:37:52Z,,5429.84,5429.84,5,NONE,paid
323686,1669,2026-04-06T06:46:11Z,,4617.09,4617.09,5,NONE,paid
323690,1671,2026-04-01T10:27:45Z,,2156.09,,5,RAMADAN-BUNDLE,paid
323695,1682,2026-04-23T13:19:54Z,,4031.76,4031.76,10,,paid
323696,1682,2026-04-13T11:19:14Z,,2643.74,,3,RAMADAN-BUNDLE,paid
323704,1686,2026-04-28T13:09:17Z,,11160.1,,15,,paid
323705,1686,2026-04-06T08:57:15Z,,3605.11,,8,,pending_hold
323706,1687,2026/04/28 08:54,,11352.68,,12,LUX-R6,pending_hold
323707,1689,2026-04-18T08:25:56Z,,2384.47,,4,NONE,pending_hold
323708,1693,2026-04-07T09:46:41Z,,3718.77,,9,LUX-R6,canceled
323711,1697,2026-04-19T12:16:01Z,,4622.18,,6,RAMADAN-BUNDLE,paid
323714,1703,2026-04-15T09:52:16Z,,5930.88,,5,NONE,canceled
323715,1703,2026-04-12T13:31:14Z,,3739.56,,10,LUX-R6,paid
323716,1703,2026-04-28T08:46:48Z,,4623.41,4623.41,11,WINTER-FLYER,paid
323717,1704,2026-04-01T09:40:17Z,,3916.78,,5,,paid
323718,1704,2026-04-02T08:35:45Z,,3084.97,,4,NONE,pending_hold
323729,1713,2026-04-02T06:14:54Z,,2236.07,2236.07,8,,paid
323733,1721,2026-04-28T10:44:17Z,,2685.64,,15,LUX-R6,shipped
323740,1729,2026-04-05T09:56:15Z,,1532.23,,2,NONE,shipped
323741,1729,2026-04-04T12:20:23Z,,8078.87,8078.87,10,LUX-R6,pending_hold
323743,1733,2026-04-16T15:45:01Z,,1704.04,1704.04,6,NONE,pending_hold
323744,1734,2026-04-20T07:30:12Z,,2149.39,2149.39,7,LUX-R6,paid
323746,1734,2026-04-27T13:10:34Z,,2892.04,2892.04,6,,shipped
323758,1754,2026-04-01T11:25:35Z,,4035.94,,8,NONE,shipped
323763,1759,2026-04-27T13:34:23Z,,4863.94,,7,RAMADAN-BUNDLE,shipped
323765,1764,2026-04-02T11:41:06Z,,10632.91,10632.91,10,LUX-R6,pending_hold
323772,1767,2026-04-07T06:02:11Z,,4167.45,4167.45,7,,paid
323774,1769,2026-04-10T10:02:12Z,,4668.07,4668.07,6,NONE,shipped
323778,1776,2026-04-23T13:44:26Z,,2304.54,,6,RAMADAN-BUNDLE,canceled
323784,1783,2026-04-10T08:38:35Z,,2934.03,2934.03,9,,shipped
323787,1785,2026-04-02T09:31:23Z,,3495.25,,7,WINTER-FLYER,paid
323790,1791,2026-04-01T08:25:44Z,,1538.09,1538.09,3,WINTER-FLYER,shipped
323793,1795,2026-04-08T09:43:24Z,,913.25,913.25,2,RAMADAN-BUNDLE,paid
323794,1795,2026-04-16T07:43:29Z,,5620.25,5620.25,12,NONE,pending_hold
323799,1799,2026-04-16T13:19:16Z,,3370.93,,7,LUX-R6,paid
323800,1803,2026-04-18T09:20:59Z,,8365.07,8365.07,13,NONE,shipped
323801,1804,2026-04-27T12:43:26Z,,1541.96,1541.96,7,RAMADAN-BUNDLE,pending_hold
323807,1810,2026-04-27T09:45:50Z,,7754.26,,11,WINTER-FLYER,shipped
323808,1811,2026-04-22T10:20:36Z,,1250.91,,3,LUX-R6,paid
323809,1812,2026-04-16T06:38:47Z,,2735.23,2735.23,7,WINTER-FLYER,paid
323810,1812,2026-04-27T14:48:12Z,,841.97,841.97,4,RAMADAN-BUNDLE,paid
323815,1815,2026-04-12T08:29:00Z,,3341.13,3341.13,5,WINTER-FLYER,pending_hold
323817,1820,2026-04-06T13:30:39Z,,3209.71,,4,NONE,pending_hold
323822,1825,2026-04-26T14:15:34Z,,4591.41,,7,NONE,pending_hold
323823,1825,2026-04-18T09:11:21Z,,2358.56,2358.56,8,WINTER-FLYER,shipped
323827,1825,2026-04-20T06:56:38Z,,2714.85,2714.85,6,NONE,paid
323832,1832,2026-04-13T12:50:30Z,,1238.02,,5,RAMADAN-BUNDLE,paid
323834,1835,2026-04-15T16:13:28Z,,2558.76,,6,WINTER-FLYER,paid
323836,1837,2026-04-04T11:43:38Z,,1938.98,,5,NONE,shipped
323837,1838,2026-04-09T09:24:30Z,,3832.64,,9,RAMADAN-BUNDLE,canceled
323839,1840,2026-04-03T15:31:11Z,,1279.85,,6,NONE,shipped
323840,1840,2026-04-13T10:09:26Z,,4466.29,,11,NONE,paid
