alias_id,account_name,branch_id,supplier_code
A62384,EL SHIFA HELWAN (2),737,102
A62385,PH El Shfa Helwan-A,761,86
A62386,EL TOURATH 6th Zone,701,100
A62387,el tourtah Mall,705,100
A62388,El-el tourath-A,705,100
A62389,El-E LTOURATH Branch 1,709,95
A62390,El-EL TOURATH 011,718,91
A62391,PY/El Tourath 01197,718,91
A62392,PH ell tourath br.2531,722,96
A62393,el tourath Station St.,722,96
A62394,PH el tourath 011,738,107
A62395,el tourath Banch 2,740,108
A62396,EL El Tourath880,740,108
A62397,PY/salamtek,705,101
A62398,El-SALAMTEK 04,709,96
A62399,Ph/SALAMTEK br.2,709,96
A62400,ell SALAMTEK (2)898,720,108
A62401,EL SALAMTEK 04,720,108
A62402,Ph/ASLAMTEK 011,728,102
A62403,Ph/Salamtek Sattion St.,728,102
A62404,salamtek Mall,730,108
A62405,PH SALLAMTEK (2),732,116
A62406,Salamtekk Mall,744,117
A62407,PH salamtek Branch 125,744,117
A62408,Salamtek 04,763,103
A62409,Al Amal Mohandessin 6th Zone80,727,119
A62410,el Al Amal Mohandessin 011,759,89
A62411,PH a amal mohandessin Branch 1123,759,89
A62412,el al amal mohandessin,772,102
A62413,PH star care Mall,711,92
A62414,Star Care Branch 1,711,92
A62415,El-Star Care Main Road,712,109
A62416,Ph/Star Care 6th Zone,712,109
A62417,Star Care (2),737,103
A62418,star care 04,739,96
A62419,El-star care br.2,739,96
A62420,Ph/Star Care,755,107
A62421,Star Care Mall,757,105
A62422,EL star care,761,87
A62423,EL GGreen Leaf,708,97
A62424,green leaf,708,97
A62425,PY/GREEN LEAF Main Road,733,98
A62426,Ph/Green Leaf 6th Zone,733,98
A62427,el Green Leaf 04,745,89
A62428,PH Green Leaf242,753,97
A62429,green leaf 04,758,100
A62430,Green Leaf 04,766,98
A62431,e GREEN LEAF 6th Zone,778,100
A62432,el GREEN LEAF Main Road,779,96
A62433,PH Green Leaf Mall405,779,96
A62434,el nile care oct city,704,104
A62435,el Nile Care Oct City 6th Zone,737,104
A62436,el nile carre oct city Branch 1825,745,90
A62437,El-NILE CARE OCT CITY 6th Znoe,745,90
A62438,Ph/Nile Care Oct City,753,98
A62439,EL NILE CARE OCT CITY Main Road,772,103
A62440,nile care oct city,772,103
A62441,EL nile care oct city-A,776,85
A62442,METRO 6th Zone,705,102
A62443,PH metro (2),705,102
A62444,Mettro,712,110
A62445,EL metro Mall,712,110
A62446,Ph/Metro (2),723,96
A62447,El-metro131,723,96
A62448,Ph/METRO Station SSt.,729,109
A62449,EL Metro Main Road121,741,103
A62450,PY/metro br.2697,744,118
A62451,Metro-A,744,118
A62452,PY/Metro Mall,750,103
A62453,metro 011,754,96
A62454,PH METRO,754,96
A62455,EL EL HOKAMA MOHANDESSIN 6th Zone,732,117
A62456,EL El Hokama Mohandessin Branch 1,732,117
A62457,Ph/El Hokama Mohandessin Branch 2,735,99
A62458,PY/El Hokama Mohandessin 6th Zone,763,104
A62459,PH El Hokama Mohandessin Staiton St.,763,104
A62460,EL el hokama mohandessin,766,99
A62461,El Hokama Mohandessin 04,766,99
A62462,Union Pharm Branch 1,729,110
A62463,Union Pharm 6tth Zone,729,110
A62464,EL UNION PHARM-A601,740,109
A62465,union pharm-A,744,119
A62466,Ph/union pharm 6th Zone,744,119
A62467,Union Pahrm br.2,772,104
A62468,EL Union Pharm (2),781,109
A62469,el SUNRISE MOHANDESSIN Main Road437,706,113
A62470,SUNRISE MOHANDESSIN 6th Zone507,706,113
A62471,el Sunrise Mohandessin 04,734,96
A62472,Ph/Sunrise Mohandessin 6th Zone,768,107
A62473,PY/Sunrise Mohandessin 04,768,107
A62474,Sunris eMohandessin 04245,782,113
A62475,EL HOKAMA MOHANDESSIN,708,98
A62476,PH El Hokama ohandessin br.2800,709,97
A62477,Ph/el hokama mohanedssin 011,709,97
A62478,Ph/EL HOKAMA MOHANDESSIN 6th Zone,720,109
A62479,el EL HOKAMA MOHANDESSIN,723,97
A62480,El-el hokama mohandessin Branch 1,723,97
A62481,EL El Hokama Mohandessin Branch 1,745,91
A62482,el El Hokama Mohandessin,749,98
A62483,EL HOKAM MOHANDESSIN,762,107
A62484,Ph/Dr Medhat Haram704,705,103
A62485,el r Medhat Haram,705,103
A62486,Ph/Dr Medhat Haram,716,85
A62487,Dr Medhat Haram,716,85
A62488,PY/DR MEDAHT HARAM Main Road,728,103
A62489,PY/DR MEDHAT HARAM,734,97
A62490,el Dr Medhat Harram,735,100
A62491,D rMedhat Haram (2),735,100
A62492,Ph/DR MEDHAT HARAM 04,737,105
A62493,EL Silver Care Rehab View,703,97
A62494,Silver Care Rehab ViewS tation St.,716,86
A62495,PY/silver care rehab view 04,716,86
A62496,Ph//silver care rehab view Branch 2,725,101
A62497,PH Silver Care Rehab View,725,101
A62498,PY/SILVER CARE REHAB VIEW,758,101
A62499,El-SILVER CARE REHBA VIEW (2),758,101
A62500,EL Silver Care Rehab View Main Road214,767,104
A62501,el SILVER CARE REHAB VIEW br.2727,767,104
A62502,SILVER CARE REHAB VIEW-A,780,104
A62503,PH El Nasr Agami 04,707,81
A62504,EL el nasr agami br.2185,745,92
A62505,PY/EL NASR AGAMI (2),745,92
A62506,El-el nasr agami ranch 2,763,105
A62507,EL el nasr agami Branch 2807,765,96
A62508,El-el nassr agami 011,776,86
A62509,el faraby mohandessin 6th Zone600,705,104
A62510,Ph/EL FARABY MOHANDESSIN975,705,104
A62511,el EL FARABY MOHANDESSIN,735,101
A62512,El-EL FARABY MOHANDESSIN-A677,735,101
A62513,PY/el faraby mohandessin 6th Zone,738,108
A62514,PY/El Faraby Mohandessin Branch 1,750,104
A62515,Ph/El Faraby Mohandessin,750,104
A62516,EL el faraby mohandessin 04,752,97
A62517,el el faraby mohandessin439,752,97
A62518,El Faraby Mohandessin Main Road,764,87
A62519,el faraby mohandessin br.2,764,87
A62520,el faraby mohandessin 04,781,110
A62521,PH EL FARABY MOHANDESSIN 011106,781,110
A62522,El-Pharma Plus Mohandessin Main Road,720,110
A62523,PY/Pharma Plus Mohandessin 6th Zone,720,110
A62524,PHARRMA PLUS MOHANDESSIN,731,92
A62525,Pharma Plus Mohandessin Branch 2,757,106
A62526,PHARMA PLUS MOHANDESSIN,757,106
A62527,Ph/Pharma Plus Mohandessin 6th Zone,778,101
A62528,Ph/pharma plus mohandessin,778,101
A62529,PH Pharma Plus Mohandessin br.2,780,105
A62530,el tourath sshubra 011,701,101
A62531,PH E Tourath Shubra,710,95
A62532,El-el tourath shubra 04,734,98
A62533,El Tourath Shubra Branch 1605,740,110
A62534,el tourath shubra Branch 2,774,90
A62535,EL El Tuorath Shubra105,774,90
A62536,PY/el tourath shubra 6th Zone,782,114
A62537,EL el tourath shubra 011,782,114
A62538,el Ebn Sina Station St.,738,109
A62539,PY/EBN SINA Main Road262,738,109
A62540,EL Ebn Sina 6th Zone861,748,106
A62541,PY/Ebn Sina,764,88
A62542,Ph/ebn sina Branch 1,764,88
A62543,Salatmek,703,98
A62544,SALAMTEK,703,98
A62545,PY/Salamtek Station St.,709,98
A62546,PY/Salamtek,709,98
A62547,salamtek 011,726,126
A62548,el ASLAMTEK (2),726,126
A62549,EL Salamtek Main Road,743,91
A62550,SALAMTEK Stattion St.,766,100
A62551,El-Salmatek 6th Zone230,768,108
A62552,PH Salamtek 011,768,108
A62553,el SALAMTEK Station St.,769,91
A62554,Salamtek,769,91
A62555,EL SALAMTEK Branch 1,779,97
A62556,el Salamtek Station St.,779,97
A62557,Ph/EL SHIFA MOHANDESSIN br.2,742,100
A62558,EL SHIFA MOHANDESSIN 6th Zone,742,100
A62559,el el shifa mohandessin (2)996,745,93
A62560,EL El Shifa Mohandessin,762,108
A62561,el EL SHIFA MOHANDESSIN 6th Zone,762,108
A62562,Hope Imbaba 011,720,111
A62563,Ph/Hope Imbaba (2)570,730,109
A62564,Ph/Hope Imbaba (2),730,109
A62565,Ph/Hope Imbaba Station St.,734,99
A62566,PH Hope Imbaba 6th Zone,734,99
A62567,hope imbaba,777,108
A62568,HOPE IMBABA 6th Zone,777,108
A62569,El-Hope Imbaba Main Road,780,106
A62570,Hope Imbaba (2),780,106
A62571,el faraby Branch 1,736,87
A62572,El-El Faraby Branhc 2,736,87
A62573,El Faraby-A,756,109
A62574,el faraby Main Road,756,109
A62575,PH El Faraby Branch 2,760,93
A62576,PY/El Faraby Branch 2,763,106
A62577,El Faraby Main Road,763,106
A62578,El Faraby Branch 1,776,87
A62579,el El Faraby 011,776,87
A62580,el El Faaraby,779,98
A62581,el faraby (2),779,98
A62582,alphapharma mohandessin 011571,707,82
A62583,Ph/ALPHAA PHARMA MOHANDESSIN 6th Zone,730,110
A62584,Alpha Pharma Mohandessin 04,737,106
A62585,Alpha Pharma Mohandessin Branch 2,746,108
A62586,alpha pharma mohandessin br.2,750,105
A62587,Ph/alpha pharma mohandessin Main Road,750,105
A62588,el Alpha Pharma Mohandessin (2),759,90
A62589,PH El Baraka Faisal 11,713,92
A62590,El-el baraka faisal,734,100
A62591,Ph/EL BARAKA FAISAL 04,734,100
A62592,el baraka faisal Mall,736,88
A62593,el El Baraka Faisal-A,736,88
A62594,PH El Baraka Faisal Branch 2,751,110
A62595,PY/El Baraka Faisal 6th Zone,753,99
A62596,el El Baraka Faisal-A,753,99
A62597,el baraka faisal Branch 2,775,100
A62598,El Baraka Faisal Main Road,775,100
A62599,PH El Baraka Faisal Mall,776,88
A62600,El-ANGEL IMBABA Mall592,723,98
A62601,Ph/Angel Imbaba 6th Zone,752,98
A62602,Angel Imbaba 011,753,100
A62603,El-Angel Imaba-A,753,100
A62604,el Angel Imbaba666,766,101
A62605,Angel Imbaba Branch 1,766,101
A62606,EL angelimbaba,776,89
A62607,EL angel imbaba br.2,776,89
A62608,ebn sina Branch 1508,708,99
A62609,El-Ebn Sina,708,99
A62610,EBN SINA Station St.,718,92
A62611,EBN SINA-A,727,120
A62612,El-en sina,737,107
A62613,Ph/Ebn Sina,749,99
A62614,ebn sina obour-A,718,93
A62615,ebn sina obour Main Road,726,127
A62616,Ebn Sina Obour MMall,726,127
A62617,EL EBN SINA OBOUR Main Road,728,104
A62618,EL Ebn Sina Obour 6th Zone,742,101
A62619,EL Ebn Sina Obour 04,742,101
A62620,el Ebn Sina Obour Main Road,744,120
A62621,EBN SIN AOBOUR-A,752,99
A62622,ebn sina obourM all,752,99
A62623,Ebn Sina Obour (2),761,88
A62624,EL Ebn Sina Obour Station St.,768,109
A62625,Ph/el nasr shubra,706,114
A62626,Ph/El Nasr Shubra br.2,706,114
A62627,EL NASR SHUBRA 6th Zone,748,107
A62628,El Nasr Shubra Branch 1,748,107
A62629,EL El Nasr Shubra 6th Zone,755,108
A62630,EL NASR SHUBRA Main Road,755,108
A62631,PY/EL NASR SHUBRA-A359,775,101
A62632,EL El Nasr Shubra 04,775,101
A62633,Union Pharm Mohandessin,736,89
A62634,El-UUnion Pharm Mohandessin (2),767,105
A62635,El-union pharm mohandessin,767,105
A62636,UNION PHARM MOHANDESSIN Station St.,768,110
A62637,El-Union Pharm Mohandessin (2),768,110
A62638,EL UNION PHARM MOHANDESSIN 04,773,114
A62639,PYY/Life Line Branch 2,703,99
A62640,PY/life line Brnch 2,703,99
A62641,Life Line 04,715,87
A62642,PH LIFE LINE Station St.,717,91
A62643,life line-A,739,97
A62644,LIFE LINE 011,739,97
A62645,Ph/Life Line,744,121
A62646,Life Line-A,744,121
A62647,Ph/Life Line,751,111
A62648,PY/LIFE LINE 011,756,110
A62649,Life Line (2),756,110
A62650,blue wave-A784,707,83
A62651,Ph/BLUE WAVE Branch 1,708,100
A62652,EL Blue Wave Station St.139,708,100
A62653,blue wave (2),712,111
A62654,blue wave,714,105
A62655,EL blue wave 011,753,101
A62656,Blue Wave 6th Zone,753,101
A62657,el blue wave Mall,754,97
A62658,Blue Wave Station St.,754,97
A62659,El-Blue Wave 04,772,105
A62660,EL better life mohandessin-A57,706,115
A62661,el BETTER LIFE MOHANDESSIN Branch 2,708,101
A62662,PH Better Life Mohandessin Main Road,708,101
A62663,Better Lif Mohandessin Mall,751,112
A62664,EL Beter Life Mohandessin Mall,751,112
A62665,Better LifeMohandessin 04,771,103
A62666,Better Life Mohandesssin Mall,771,103
A62667,Ph/El Hokama Shubra Main Road,714,106
A62668,El-El HokamaS hubra (2)754,719,101
A62669,El-el hokama shubra 04,719,101
A62670,El-El Hokama Shubra Main Road,726,128
A62671,PY/El Hokama Shubra722,746,109
A62672,el el hokama shubra Station St.,757,107
A62673,EL HOKAMA SHUBRA br.2,757,107
A62674,El-silver care agami Branch 1,731,93
A62675,PY/silver care agami 01145,731,93
A62676,el silver care agami Station St.,732,118
A62677,PH Silver Care Agami,735,102
A62678,SILVER CARE AGAMI,743,92
A62679,Silver Care Agami 04,749,100
A62680,el SILVR CARE AGAMI (2),763,107
A62681,el silver cre agami 011,763,107
A62682,PY/Silver Care Agami Branch 1,774,91
A62683,el Misr Mohadessin-A,718,94
A62684,Ph/MISR MOHANDESSIN 6th Zone,718,94
A62685,Misr Mohandessin Mall,736,90
A62686,El-misr mohandessin Mall,781,111
A62687,PY/MISR MOHANDESSIN Main Road,781,111
A62688,PH Seha First 011,706,116
A62689,Seha First (2)346,706,116
A62690,Seha First 6th Zone,711,93
A62691,seha first (2),711,93
A62692,el seha first,754,98
A62693,PY/SEHA FIRST Main Road,767,106
A62694,Seha First (2),767,106
A62695,el PHARMA PLUS MOHANDESSIN Mall269,731,94
A62696,PH Pharma Plus Mohandessin,731,94
A62697,PY/Pharma Plus Mohandessin Mall,765,97
A62698,pharrma plus mohandessin Branch 2,765,97
A62699,PY/PHARMA PLUS MOHNADESSIN 6th Zone,780,107
A62700,El-Pharma Plus Mohandessin,780,107
A62701,El-El Tourath MohandessinM all,726,129
A62702,El Tourath Mohandessin Branch 1,759,91
A62703,El Touratth Mohandessin,775,102
A62704,EL EL TOURATH MOHANDESSIN (2),775,102
A62705,el DR MEDHAT MOHANDESSIN 011,702,95
A62706,el Dr Medhat Mohandessin Mall,727,121
A62707,Ph/Dr Medhat Mohandessn Branch 1,730,111
A62708,EL Dr Medhat Mohandessin 04,735,103
A62709,El-Dr Mehat Mohandessin Branch 2270,735,103
A62710,DR MEDHAT MOHANDESSIN (2),749,101
A62711,PH dr medhatm ohandessin 04,749,101
A62712,Ph/Dr Medhat Mohandessin br.2,752,100
A62713,El-Dr Medhat Mohandessin Branch 2,752,100
A62714,Dr Medhat Moahndessin (2),756,111
A62715,Ph/Dr Medhat Mohandessin 04,756,111
A62716,DR MEDHAT MOHANDESSIN,780,108
A62717,el silver care maadi Mall,710,96
A62718,el Silver Care Maadi-A,711,94
A62719,PY/SILVER CARE MAADI br.2221,715,88
A62720,El-Silver Care Maadi 011,738,110
A62721,el Silver Care Maadi 2(),738,110
A62722,PY/Silver Care Maadi Mall,744,122
A62723,Sivler Care Maadi,744,122
A62724,EL Silver Care Maadi br.2,757,108
A62725,Ell-SILVER CARE MAADI 04,773,115
A62726,PY/Silver Care Maadi-A,773,115
A62727,el El Tourath Haram 6th Zone,715,89
A62728,EL TOURATH HARAM Branch 2,715,89
A62729,PH EL TOURATH HARAM Station St.,716,87
A62730,el lE Tourath Haram,728,105
A62731,elt ourath haram,728,105
A62732,EL el tourath haram Branch 1,736,91
A62733,PH el tourath haram Main Road,736,91
A62734,El-El Tourath Haram 011,755,109
A62735,PH el baraka nozha 04,705,105
A62736,PY/el baraka nozha-A,728,106
A62737,EL BARAKA NOZHA,728,106
A62738,EL BARAKA NOZHA Mall,759,92
A62739,El-EL BARAKA NOZHA Main Road,769,92
A62740,EL Blue Wave Helwan Mall,700,95
A62741,EL BLUE WAVE HELWAN,700,95
A62742,Blue Wave Helwan,733,99
A62743,PH blue wave helwan-A,733,99
A62744,Ph/BLUE WAVE HELWAN,747,87
A62745,Blue Wave Helwan,762,109
A62746,blue wave helwan Mall,762,109
A62747,El-Blue Wave Helwan,764,89
A62748,PY/Blue Wave Helwan 011258,764,89
A62749,PY/BLUE WAVE HELWAN34,771,104
A62750,El Baraka Faisal 04,703,100
A62751,el El Baraka Faisal-A,708,102
A62752,EL BARAKA FAISAL br.2,708,102
A62753,el El Baraka Faisal,746,110
A62754,EL EL BARAKA FAISAL (2),748,108
A62755,El Baraka Faisal (2),748,108
A62756,El Baraka Faisal br.2,774,92
A62757,EL El BarakaF aisal,774,92
A62758,Sunrise 011,710,97
A62759,PH sunrise,710,97
A62760,EL SUNRISE 04,712,112
A62761,Ph/Sunrise316,740,111
A62762,Sunrise229,740,111
A62763,Sunrise Station St.770,742,102
A62764,Sunrise Branch 1,742,102
A62765,Ph/Sunrise Branch 2,753,102
A62766,ELs unrise Main Road174,763,108
A62767,Sunrise 011,763,108
A62768,sunrise-A,764,90
A62769,PYS/unrise 011,772,106
A62770,El-Sunrise (2),772,106
A62771,El-STAR CARE MOHANDESSIN-A,711,95
A62772,Star Care Mohandessin (2),711,95
A62773,el Star Care Mohandessin Main Road,722,97
A62774,Ph/STAR CARE MOHANDESSIN Station St.,740,112
A62775,NILE CARE MOHANDESSIN 04,708,103
A62776,nile care mohandessin Mall,710,98
A62777,EL NNile Care Mohandessin 011,710,98
A62778,Ph/NILE CARE MOHANDESIN158,716,88
A62779,Ph/nile care mohandessin04,723,99
A62780,el Nile Care Mohandessin 011,724,99
A62781,Ph/Nile Care Mohandessin-A,724,99
A62782,el nile care mohandessin,732,119
A62783,Ph/Nile Care Mohandessi 04,751,113
A62784,El-nile care mohandessin Branch 2,756,112
A62785,PH mira Branch 2,720,112
A62786,Ph/mira br.2,720,112
A62787,El-mira Branch 1,733,100
A62788,Mira,733,100
A62789,mir 6th Zone,773,116
A62790,Ph/El Zahraa Montaza,724,100
A62791,El Zahraa Montaza Branch 2,739,98
A62792,PH el zahraa montaza Mall,757,109
A62793,EL ZAHRAA MONTAZA Branch 1,757,109
A62794,El-El Zahraa Montaza br.2,776,90
A62795,El-Star Care Mohandessin br.2,723,100
A62796,Star Care Mohandessin (2),723,100
A62797,PH Star Care Mohandessin 6th Zone,731,95
A62798,PY/STR CARE MOHANDESSIN (2)897,731,95
A62799,PY/star care mohandessin 04,761,89
A62800,star care mohandessin 04,761,89
A62801,El-STAR CARE MOHANDESSIIN 6th Zone,763,109
A62802,EL star care mohandessin,769,93
A62803,PH Star Care Mohandessin (2),769,93
A62804,sunrise maadi-A,722,98
A62805,El-sunrise maadi br.2,722,98
A62806,PH Sunrise Maadi 011,735,104
A62807,EL SUNRISE MAADI 6th Zone,746,111
A62808,Care 24 Seven Mohandessin Branch 2,711,96
A62809,El-Care 24 Seven Mohandessin 04,712,113
A62810,Care 24 Seven Mohandessin Branch 2354,721,103
A62811,PH care 24 seven mohandessin Mall,721,103
A62812,el Care 24 Seven Mohandessin Main Road,740,113
A62813,EL care 24 seven mohandessin 04,741,104
A62814,Care 24 Seve Mohandessin,753,103
A62815,CARE 24 SEVEN MOHANDESSIN Branch 1,753,103
A62816,care 24 seven mohandessin Branch 2,757,110
A62817,Care 24 Seven Mohandessin Station St.750,763,110
A62818,PH CARE 24 SEVEN MOHANDESSIN975,763,110
A62819,PY/Golden Care Smouha 011,700,96
A62820,ElGOLDEN CARE SMOUHA,708,104
A62821,ell golden care smouha-A,708,104
A62822,GOLDEN CARE SMOUHA (2),719,102
A62823,Goldn Care Smouha,722,99
A62824,PY/GOLDEN CARE SMOUHA Branch 2,726,130
A62825,PH Golden Care Smohua 011,736,92
A62826,EL Hope Mohandessin 6th Zone,702,96
A62827,El--Hope Mohandessin br.2,702,96
A62828,PY/Hope Mohandessin Station St.531,723,101
A62829,e Hope Mohandessin 011,723,101
A62830,El-Hope Mohandessin Station St.,770,109
A62831,EL Hope MMohandessin 6th Zone545,770,109
A62832,el Hope Zayed Main Road,723,102
A62833,el Hope Zayed br.2,723,102
A62834,Hope Zayed-A,746,112
A62835,EL HOPE ZAYED 6th Zone,749,102
A62836,Ph/HOPE ZAYED 04,755,110
A62837,EL HOPE ZAYED Mall,758,102
A62838,Hoep Zayed Branch 1308,758,102
A62839,hope zayed 6th Zone,762,110
A62840,EL green leaf helwan,735,105
A62841,Green Laf Helwan Station St.,735,105
A62842,GREEN LEAF HELWAN Branch 1,743,93
A62843,GREN LEAF HELWAN Branch 1,743,93
A62844,PY/Green Leaf Helwan 6th Zone,744,123
A62845,Green Leaf Helwan br.2,744,123
A62846,Ph/Green Leaf Helwwan (2),746,113
A62847,PY/Green Leaf Helwan 04,746,113
A62848,EL Green Leaf Helwan Main Road,747,88
A62849,PY/Green Leaf Helwan Branch 1,747,88
A62850,EL GREEN LEAF HELWAN (2),756,113
A62851,el GREEN LEAF HELWAN Branch 1,756,113
A62852,Green Leaf Helwan,773,117
A62853,PY/Better Life Mohandessin,701,102
A62854,Better Life Mohandessin Mall,743,94
A62855,el Better Life Mohandessin Main Road,767,107
A62856,Ph/Better Life Mohandessin,767,107
A62857,Ph/Better Life Mohandessin 011,768,111
A62858,PY/Bettr Life Mohandessin 011,770,110
A62859,EL EBN SINA,703,101
A62860,Ph/Ebn Sina 011,703,101
A62861,PY/ebn sina Main Road,704,105
A62862,Ebn Sina Branch 2,704,105
A62863,el ebn sina 011194,723,103
A62864,el ebn sina,743,95
A62865,Ph/Ebn Sina,746,114
A62866,PH ebn sina,768,112
A62867,el Ebn Sina 6th Zone,768,112
A62868,EBN SINA,773,118
A62869,el NILE CARE REHAB VIEW Station St.,704,106
A62870,El-Nile Care Rehab View,705,106
A62871,Nile Care Rehab View Branch 1,705,106
A62872,Nile Care Rehab View 011,717,92
A62873,EL nile care rehab view Station St.,732,120
A62874,PY/nile care rehab view 011555,760,94
A62875,el Nile Care Rehab View Main Road,760,94
A62876,nile care rehab view (2),775,103
A62877,Ph/Al Amal Mohandessin Branch 2,714,107
A62878,al amal mohandessin,752,101
A62879,Al Amal Moohandessin,773,119
A62880,el nasr mohandessin 011,720,113
A62881,El Nasr Mohandessin,740,114
A62882,EL el nasr mohandessin 04,753,104
A62883,EL el nasr mohandessin Station St.,761,90
A62884,El Nasr Moandessin Main Road,761,90
A62885,EL NASR MOHANDESSIN Mall,764,91
A62886,el El Nasr Mohandessin (2)473,775,104
A62887,Ph/El Nasr Mohandessin Station St.,781,112
A62888,el El Nasr Mohandessin 6th Zone853,781,112
A62889,PY/al amaal br.2,709,99
A62890,EL al amal Main Road,754,99
A62891,El-AL AMAL Station St.,763,111
A62892,EL Al Amal,763,111
A62893,AL AMAL 6th Zone,781,113
A62894,EL union pharm mohandessin 6th Zone,731,96
A62895,UNION PHARM MOHANDESSIN 011,731,96
A62896,EL Union Pharm Mohandessin Branch 2,769,94
A62897,Ph/Union Pharm Mohandessin Branch 2,769,94
A62898,PY/union pharm mohandessin 6th Zone,771,105
A62899,El-union pharm mohandessin Main Road,771,105
A62900,El-Dr Medhat Oct City br.2,707,84
A62901,EL DR MEDHAT OCT CITY Mall,707,84
A62902,EL r medhat oct city Main Road,719,103
A62903,PY/Dr Medhat Oct City Mall55,722,100
A62904,PH Dr Medhat Oct City-A,740,115
A62905,PH DR MMEDHAT OCT CITY br.2,740,115
A62906,El-dr medhat oct ciyt Mall,749,103
A62907,PY/dr medhat oct city-A,749,103
A62908,PY/dr medhat oct city (2),756,114
A62909,Dr Medhat Oct City,756,114
A62910,el Dr Medhat Oct City 011,757,111
A62911,el dr medhat oct city 6th Zone,759,93
A62912,El Tourath (2),707,85
A62913,Ph/el tourath (2),707,85
A62914,El Tourath-A,710,99
A62915,EL TOURATH,710,99
A62916,PY/el ourath330,714,108
A62917,el EL TOURATH 04,714,108
A62918,Ph/El Tourath,717,93
A62919,EL TOURTAH,723,104
A62920,El Touurath,723,104
A62921,PY/El Tourath,734,101
A62922,Ph/El Tourath Branch 1228,766,102
A62923,EL El Tourath (2),766,102
A62924,El-Pharma Plus Dokki,700,97
A62925,PY/pharma plus dokki Mall,700,97
A62926,PH Pharma Plus Dokki Branch 1158,706,117
A62927,El-pharma plus dokki br.2,706,117
A62928,PH PHARMMA PLUS DOKKI Station St.,721,104
A62929,PY/pharma plus dokki Branch 1,721,104
A62930,PH pharma plus dokki Branch 2,737,108
A62931,Pharma Plus Dokki Branch 2,737,108
A62932,PY/PHARMA PLUUS DOKKI Mall,738,111
A62933,pharma plus dokki Branch 2,767,108
A62934,Pharma Plus Dokki ((2),767,108
A62935,Bettre Life Mohandessin br.2,700,98
A62936,Ph/better life mohandessin Mall92,708,105
A62937,el BETTER LIFE MOHANDESSIN Mall,712,114
A62938,Ph/better life mohndessin Branch 1,713,93
A62939,Better Life Mohandessin Branch 2,713,93
A62940,better life mohandessin Branch 2,729,111
A62941,Ph/BETTER LIFE MOHANDESSIN Branch 2,729,111
A62942,Ph/Better Life Mohandessin br.2,739,99
A62943,PY/liffe line rehab view 04620,702,97
A62944,life line rehab view 6th Zone,703,102
A62945,PY/life line rehab view Branch 2546,703,102
A62946,Ph/LIFE LINE REHAB VIEW Main Road,715,90
A62947,PH Life Line Rehab View Branch 1,718,95
A62948,El-life line rehab view 04,730,112
A62949,PH LIFE LINE REHAB VIEW 6th Zone,756,115
A62950,EL Life Line Rehab View 011,756,115
A62951,PH liife line rehab view 04,759,94
A62952,El--Life Line Rehab View Branch 2,759,94
A62953,PH Life Line Rehab View 011,760,95
A62954,angel mohadessin 04,711,97
A62955,angel mohandessin br.2,719,104
A62956,Angel Mohandessin 011152,732,121
A62957,Ph/Angel Mohandessin (2)945,732,121
A62958,anel mohandessin 6th Zone,734,102
A62959,El-ANGEL MMOHANDESSIN,734,102
A62960,ANGEL MOHANDESSIN br.2,768,113
A62961,ANGEL MOHANDESSIN Mall,768,113
A62962,Ph/Angel Mohandessin Branch 1,779,99
A62963,el Angel Mohandessin Mall,782,115
A62964,Ph/Pharma Plus Branch 2,702,98
A62965,PHARMA PLUS103,702,98
A62966,PY/Pharma Plus,706,118
A62967,Pharma Plus Station St.,741,105
A62968,El-Pharma Plus 011,758,103
A62969,PHARMA PLUS Branch 2883,760,96
A62970,EL Pharma Plus Braanch 1,760,96
A62971,El-Pharma Plus ((2),766,103
A62972,PH Pharma Plus 6th Zone,766,103
A62973,EL Pharma Plus 6ht Zone,771,106
A62974,el pharma lpus,777,109
A62975,PY/Pharma Plus (2),777,109
A62976,Ph/Salamtek Haram br.2,702,99
A62977,EL Salamtek Haram Branch 2,702,99
A62978,EL salamtek haram Main Road948,710,100
A62979,PY/Salamtek Haram Station St.,726,131
A62980,PH Salamtek Haram 6th Zone,769,95
A62981,PY/Salamtek Haram 6th Zone,780,109
A62982,salamtek haram 6th Zone,780,109
A62983,PH MISR NOZHA,719,105
A62984,misr nozha 04,728,107
A62985,el MISR NOZHA 6th Zone,728,107
A62986,Misr Nozha579,735,106
A62987,PY/MISR NOZHA Branch 2,751,114
A62988,Misr Nozha 011,751,114
A62989,EL El Baraka Shubra Station St.598,704,107
A62990,PY/El Baraka Shubra 04,716,89
A62991,el baraka shubra Mall,716,89
A62992,El Baraka Shubra Main Road,753,105
A62993,PH el baraka shubra Branch 2,756,116
A62994,El Braka Shubra,756,116
A62995,el SILVER CARE MOHANDESSIN br.2,704,108
A62996,El-Silver Care Mohandessin,704,108
A62997,Silver Care Mohandessin Min Road950,724,101
A62998,PH SSILVER CARE MOHANDESSIN-A,748,109
A62999,El-SILVER CARE MOHANDESSIN 6th Zoone,748,109
A63000,Ph/silver care mohandessin Main Road,767,109
A63001,el Silver Caer Mohandessin-A,776,91
A63002,PY/Al Nozha Montaza br.2,703,103
A63003,PY/al nozha montaz aMain Road,705,107
A63004,EL al nozha montaza Branch 2429,705,107
A63005,EL Al Nozha Montaza 04,722,101
A63006,Ph/AL NOZHA MONTAZA,722,101
A63007,al nozha montaza Branch 2,728,108
